IDD	Indiv	Female	Rep	Time	HT
1961	491	F24	3	1	112
1962	491	F24	3	2	240
1963	491	F24	3	3	390
1964	491	F24	3	4	573
1965	492	F07	3	1	85
1966	492	F07	3	2	158
1967	492	F07	3	3	335
1968	492	F07	3	4	472.4
1969	493	F12	3	1	85
1970	493	F12	3	2	230
1971	493	F12	3	3	400
1972	493	F12	3	4	588.3
1973	494	F24	3	1	90
1974	494	F24	3	2	202
1975	494	F24	3	3	380
1976	494	F24	3	4	582.2
1977	495	F02	3	1	115
1978	495	F02	3	2	226
1979	495	F02	3	3	400
1980	495	F02	3	4	594.4
1981	496	F25	3	1	71
1982	496	F25	3	2	170
1983	496	F25	3	3	330
1984	496	F25	3	4	515.1
1985	497	F07	3	1	68
1986	497	F07	3	2	140
1987	497	F07	3	3	240
1988	497	F07	3	4	393.2
1989	498	F18	3	1	89
1990	498	F18	3	2	178
1991	498	F18	3	3	320
1992	498	F18	3	4	487.7
1993	499	F22	3	1	106
1994	499	F22	3	2	206
1995	499	F22	3	3	370
1996	499	F22	3	4	563.9
1997	500	F21	3	1	60
1998	500	F21	3	2	190
1999	500	F21	3	3	155
2000	500	F21	3	4	*
2001	501	F12	3	1	103
2002	501	F12	3	2	140
2003	501	F12	3	3	140
2004	501	F12	3	4	*
2005	502	F05	3	1	90
2006	502	F05	3	2	226
2007	502	F05	3	3	370
2008	502	F05	3	4	539.5
2009	503	F22	3	1	104
2010	503	F22	3	2	190
2011	503	F22	3	3	340
2012	503	F22	3	4	509
2013	504	F01	3	1	80
2014	504	F01	3	2	192
2015	504	F01	3	3	335
2016	504	F01	3	4	518.2
2017	505	F24	3	1	109
2018	505	F24	3	2	221
2019	505	F24	3	3	365
2020	505	F24	3	4	588.3
2021	506	F13	3	1	67
2022	506	F13	3	2	156
2023	506	F13	3	3	315
2024	506	F13	3	4	432.8
2025	507	F25	3	1	84
2026	507	F25	3	2	197
2027	507	F25	3	3	340
2028	507	F25	3	4	518.2
2029	508	F15	3	1	98
2030	508	F15	3	2	210
2031	508	F15	3	3	380
2032	508	F15	3	4	545.6
2033	509	F13	3	1	85
2034	509	F13	3	2	204
2035	509	F13	3	3	340
2036	509	F13	3	4	527.3
2037	510	F15	3	1	122
2038	510	F15	3	2	232
2039	510	F15	3	3	375
2040	510	F15	3	4	545.6
2041	511	F07	3	1	90
2042	511	F07	3	2	180
2043	511	F07	3	3	330
2044	511	F07	3	4	509
2045	512	F16	3	1	82
2046	512	F16	3	2	178
2047	512	F16	3	3	280
2048	512	F16	3	4	423.7
2049	513	F02	3	1	94
2050	513	F02	3	2	216
2051	513	F02	3	3	390
2052	513	F02	3	4	551.7
2053	514	F01	3	1	85
2054	514	F01	3	2	210
2055	514	F01	3	3	345
2056	514	F01	3	4	539.5
2057	515	F21	3	1	89
2058	515	F21	3	2	180
2059	515	F21	3	3	330
2060	515	F21	3	4	509
2061	516	F21	3	1	80
2062	516	F21	3	2	182
2063	516	F21	3	3	295
2064	516	F21	3	4	487.7
2065	517	F14	3	1	96
2066	517	F14	3	2	228
2067	517	F14	3	3	400
2068	517	F14	3	4	573
2069	518	F16	3	1	60
2070	518	F16	3	2	142
2071	518	F16	3	3	195
2072	518	F16	3	4	216.4
2073	519	F15	3	1	126
2074	519	F15	3	2	221
2075	519	F15	3	3	350
2076	519	F15	3	4	475.5
2077	520	F19	3	1	125
2078	520	F19	3	2	254
2079	520	F19	3	3	390
2080	520	F19	3	4	536.4
2081	521	F09	3	1	74
2082	521	F09	3	2	154
2083	521	F09	3	3	300
2084	521	F09	3	4	451.1
2085	522	F03	3	1	53
2086	522	F03	3	2	178
2087	522	F03	3	3	360
2088	522	F03	3	4	554.7
2089	523	F15	3	1	98
2090	523	F15	3	2	238
2091	523	F15	3	3	410
2092	523	F15	3	4	588.3
2093	524	F03	3	1	92
2094	524	F03	3	2	212
2095	524	F03	3	3	415
2096	524	F03	3	4	573
2097	525	F15	3	1	74
2098	525	F15	3	2	158
2099	525	F15	3	3	270
2100	525	F15	3	4	378
2101	526	F06	3	1	110
2102	526	F06	3	2	230
2103	526	F06	3	3	390
2104	526	F06	3	4	597.4
2105	527	F15	3	1	100
2106	527	F15	3	2	202
2107	527	F15	3	3	*
2108	527	F15	3	4	*
2109	528	F19	3	1	80
2110	528	F19	3	2	144
2111	528	F19	3	3	250
2112	528	F19	3	4	429.8
2113	529	F03	3	1	88
2114	529	F03	3	2	192
2115	529	F03	3	3	320
2116	529	F03	3	4	463.3
2117	530	F14	3	1	110
2118	530	F14	3	2	220
2119	530	F14	3	3	380
2120	530	F14	3	4	533.4
2121	531	F09	3	1	100
2122	531	F09	3	2	214
2123	531	F09	3	3	410
2124	531	F09	3	4	560.8
2125	532	F15	3	1	78
2126	532	F15	3	2	210
2127	532	F15	3	3	365
2128	532	F15	3	4	521.2
2129	533	F04	3	1	80
2130	533	F04	3	2	164
2131	533	F04	3	3	320
2132	533	F04	3	4	475.5
2133	534	F09	3	1	103
2134	534	F09	3	2	208
2135	534	F09	3	3	360
2136	534	F09	3	4	496.8
2137	535	F02	3	1	88
2138	535	F02	3	2	176
2139	535	F02	3	3	340
2140	535	F02	3	4	463.3
2141	536	F19	3	1	92
2142	536	F19	3	2	200
2143	536	F19	3	3	350
2144	536	F19	3	4	554.7
2145	537	F15	3	1	124
2146	537	F15	3	2	223
2147	537	F15	3	3	380
2148	537	F15	3	4	533.4
2149	538	F08	3	1	110
2150	538	F08	3	2	255
2151	538	F08	3	3	430
2152	538	F08	3	4	588.3
2153	539	F05	3	1	92
2154	539	F05	3	2	180
2155	539	F05	3	3	275
2156	539	F05	3	4	362.7
2157	540	F03	3	1	64
2158	540	F03	3	2	170
2159	540	F03	3	3	300
2160	540	F03	3	4	442
2161	541	F15	3	1	93
2162	541	F15	3	2	196
2163	541	F15	3	3	320
2164	541	F15	3	4	429.8
2165	542	F06	3	1	105
2166	542	F06	3	2	188
2167	542	F06	3	3	340
2168	542	F06	3	4	496.8
2169	543	F16	3	1	98
2170	543	F16	3	2	226
2171	543	F16	3	3	400
2172	543	F16	3	4	585.2
2173	544	F17	3	1	88
2174	544	F17	3	2	180
2175	544	F17	3	3	390
2176	544	F17	3	4	594.4
2177	545	F02	3	1	41
2178	545	F02	3	2	152
2179	545	F02	3	3	280
2180	545	F02	3	4	396.2
2181	546	F14	3	1	108
2182	546	F14	3	2	210
2183	546	F14	3	3	360
2184	546	F14	3	4	490.7
2185	547	F09	3	1	94
2186	547	F09	3	2	200
2187	547	F09	3	3	345
2188	547	F09	3	4	490.7
2189	548	F09	3	1	103
2190	548	F09	3	2	182
2191	548	F09	3	3	305
2192	548	F09	3	4	423.7
2193	549	F15	3	1	82
2194	549	F15	3	2	160
2195	549	F15	3	3	*
2196	549	F15	3	4	*
2197	550	F26	3	1	80
2198	550	F26	3	2	194
2199	550	F26	3	3	360
2200	550	F26	3	4	518.2
2201	551	F16	3	1	90
2202	551	F16	3	2	182
2203	551	F16	3	3	335
2204	551	F16	3	4	478.5
2205	552	F17	3	1	109
2206	552	F17	3	2	202
2207	552	F17	3	3	345
2208	552	F17	3	4	496.8
2209	553	F17	3	1	63
2210	553	F17	3	2	164
2211	553	F17	3	3	310
2212	553	F17	3	4	484.6
2213	554	F03	3	1	102
2214	554	F03	3	2	150
2215	554	F03	3	3	280
2216	554	F03	3	4	414.5
2217	555	F15	3	1	110
2218	555	F15	3	2	206
2219	555	F15	3	3	380
2220	555	F15	3	4	573
2221	556	F09	3	1	80
2222	556	F09	3	2	178
2223	556	F09	3	3	320
2224	556	F09	3	4	506
