IDD	Indiv	Female	Rep	Time	HT
992	248	F02	2	4	624.8
993	249	F15	2	1	123
994	249	F15	2	2	238
995	249	F15	2	3	380
996	249	F15	2	4	560.8
997	250	F19	2	1	81
998	250	F19	2	2	180
999	250	F19	2	3	360
1000	250	F19	2	4	499.9
1001	251	F06	2	1	82
1002	251	F06	2	2	176
1003	251	F06	2	3	350
1004	251	F06	2	4	530.4
1005	252	F20	2	1	98
1006	252	F20	2	2	204
1007	252	F20	2	3	380
1008	252	F20	2	4	530.4
1009	253	F15	2	1	76
1010	253	F15	2	2	160
1011	253	F15	2	3	190
1012	253	F15	2	4	*
1013	254	F09	2	1	90
1014	254	F09	2	2	238
1015	254	F09	2	3	410
1016	254	F09	2	4	603.5
1017	255	F19	2	1	91
1018	255	F19	2	2	220
1019	255	F19	2	3	410
1020	255	F19	2	4	618.7
1021	256	F08	2	1	115
1022	256	F08	2	2	241
1023	256	F08	2	3	430
1024	256	F08	2	4	615.7
1025	257	F12	2	1	80
1026	257	F12	2	2	190
1027	257	F12	2	3	350
1028	257	F12	2	4	539.5
1029	258	F24	2	1	109
1030	258	F24	2	2	236
1031	258	F24	2	3	420
1032	258	F24	2	4	600.5
1033	259	F19	2	1	80
1034	259	F19	2	2	190
1035	259	F19	2	3	400
1036	259	F19	2	4	545.6
1037	260	F03	2	1	109
1038	260	F03	2	2	212
1039	260	F03	2	3	350
1040	260	F03	2	4	490.7
1041	261	F15	2	1	*
1042	261	F15	2	2	*
1043	261	F15	2	3	*
1044	261	F15	2	4	*
1045	262	F16	2	1	103
1046	262	F16	2	2	190
1047	262	F16	2	3	380
1048	262	F16	2	4	621.8
1049	263	F05	2	1	84
1050	263	F05	2	2	234
1051	263	F05	2	3	480
1052	263	F05	2	4	685.8
1053	264	F19	2	1	100
1054	264	F19	2	2	252
1055	264	F19	2	3	440
1056	264	F19	2	4	588.3
1057	265	F04	2	1	120
1058	265	F04	2	2	264
1059	265	F04	2	3	425
1060	265	F04	2	4	643.1
1061	266	F20	2	1	115
1062	266	F20	2	2	232
1063	266	F20	2	3	440
1064	266	F20	2	4	670.6
1065	267	F08	2	1	98
1066	267	F08	2	2	194
1067	267	F08	2	3	320
1068	267	F08	2	4	499.9
1069	268	F09	2	1	92
1070	268	F09	2	2	200
1071	268	F09	2	3	420
1072	268	F09	2	4	624.8
1073	269	F15	2	1	133
1074	269	F15	2	2	222
1075	269	F15	2	3	380
1076	269	F15	2	4	609.6
1077	270	F04	2	1	52
1078	270	F04	2	2	138
1079	270	F04	2	3	260
1080	270	F04	2	4	390.1
1081	271	F10	2	1	86
1082	271	F10	2	2	200
1083	271	F10	2	3	400
1084	271	F10	2	4	518.2
1085	272	F23	2	1	78
1086	272	F23	2	2	188
1087	272	F23	2	3	380
1088	272	F23	2	4	515.1
1089	273	F09	2	1	100
1090	273	F09	2	2	190
1091	273	F09	2	3	360
1092	273	F09	2	4	551.7
1093	274	F15	2	1	109
1094	274	F15	2	2	206
1095	274	F15	2	3	240
1096	274	F15	2	4	274.3
1097	275	F15	2	1	84
1098	275	F15	2	2	240
1099	275	F15	2	3	410
1100	275	F15	2	4	496.8
1101	276	F04	2	1	112
1102	276	F04	2	2	274
1103	276	F04	2	3	480
1104	276	F04	2	4	716.3
1105	277	F06	2	1	81
1106	277	F06	2	2	192
1107	277	F06	2	3	220
1108	277	F06	2	4	390.1
1109	278	F20	2	1	98
1110	278	F20	2	2	194
1111	278	F20	2	3	365
1112	278	F20	2	4	509
1113	279	F09	2	1	80
1114	279	F09	2	2	200
1115	279	F09	2	3	380
1116	279	F09	2	4	530.4
1117	280	F17	2	1	86
1118	280	F17	2	2	242
1119	280	F17	2	3	490
1120	280	F17	2	4	664.5
1121	281	F26	2	1	122
1122	281	F26	2	2	253
1123	281	F26	2	3	480
1124	281	F26	2	4	658.4
1125	282	F06	2	1	62
1126	282	F06	2	2	160
1127	282	F06	2	3	270
1128	282	F06	2	4	356.6
1129	283	F19	2	1	103
1130	283	F19	2	2	220
1131	283	F19	2	3	375
1132	283	F19	2	4	579.1
1133	284	F19	2	1	83
1134	284	F19	2	2	176
1135	284	F19	2	3	320
1136	284	F19	2	4	527.3
1137	285	F04	2	1	80
1138	285	F04	2	2	178
1139	285	F04	2	3	400
1140	285	F04	2	4	582.2
1141	286	F15	2	1	116
1142	286	F15	2	2	222
1143	286	F15	2	3	425
1144	286	F15	2	4	597.4
1145	287	F24	2	1	134
1146	287	F24	2	2	248
1147	287	F24	2	3	355
1148	287	F24	2	4	606.6
1149	288	F16	2	1	98
1150	288	F16	2	2	180
1151	288	F16	2	3	350
1152	288	F16	2	4	542.5
1153	289	F05	2	1	50
1154	289	F05	2	2	104
1155	289	F05	2	3	280
1156	289	F05	2	4	472.4
1157	290	F16	2	1	71
1158	290	F16	2	2	190
1159	290	F16	2	3	350
1160	290	F16	2	4	570
1161	291	F06	2	1	95
1162	291	F06	2	2	182
1163	291	F06	2	3	380
1164	291	F06	2	4	624.8
1165	292	F19	2	1	73
1166	292	F19	2	2	178
1167	292	F19	2	3	325
1168	292	F19	2	4	448.1
1169	293	F15	2	1	117
1170	293	F15	2	2	250
1171	293	F15	2	3	425
1172	293	F15	2	4	563.9
1173	294	F18	2	1	126
1174	294	F18	2	2	280
1175	294	F18	2	3	450
1176	294	F18	2	4	634
1177	295	F12	2	1	150
1178	295	F12	2	2	281
1179	295	F12	2	3	430
1180	295	F12	2	4	582.2
1181	296	F02	2	1	89
1182	296	F02	2	2	210
1183	296	F02	2	3	440
1184	296	F02	2	4	588.3
1185	297	F05	2	1	48
1186	297	F05	2	2	142
1187	297	F05	2	3	330
1188	297	F05	2	4	387.1
1189	298	F03	2	1	79
1190	298	F03	2	2	224
1191	298	F03	2	3	430
1192	298	F03	2	4	594.4
1193	299	F08	2	1	58
1194	299	F08	2	2	102
1195	299	F08	2	3	260
1196	299	F08	2	4	371.9
1197	300	F17	2	1	79
1198	300	F17	2	2	170
1199	300	F17	2	3	365
1200	300	F17	2	4	579.1
1201	301	F02	2	1	93
1202	301	F02	2	2	214
1203	301	F02	2	3	380
1204	301	F02	2	4	573
1205	302	F17	2	1	57
1206	302	F17	2	2	164
1207	302	F17	2	3	320
1208	302	F17	2	4	487.7
1209	303	F12	2	1	58
1210	303	F12	2	2	162
1211	303	F12	2	3	310
1212	303	F12	2	4	481.6
1213	304	F17	2	1	73
1214	304	F17	2	2	184
1215	304	F17	2	3	350
1216	304	F17	2	4	533.4
1217	305	F06	2	1	50
1218	305	F06	2	2	102
1219	305	F06	2	3	170
1220	305	F06	2	4	*
1221	306	F14	2	1	52
1222	306	F14	2	2	190
1223	306	F14	2	3	270
1224	306	F14	2	4	463.3
1225	307	F15	2	1	54
1226	307	F15	2	2	170
1227	307	F15	2	3	335
1228	307	F15	2	4	554.7
1229	308	F16	2	1	70
1230	308	F16	2	2	181
1231	308	F16	2	3	370
1232	308	F16	2	4	533.4
1233	309	F21	2	1	70
1234	309	F21	2	2	156
1235	309	F21	2	3	330
1236	309	F21	2	4	527.3
1237	310	F01	2	1	122
1238	310	F01	2	2	234
1239	310	F01	2	3	430
1240	310	F01	2	4	612.6
1241	311	F10	2	1	82
1242	311	F10	2	2	182
1243	311	F10	2	3	320
1244	311	F10	2	4	530.4
1245	312	F03	2	1	96
1246	312	F03	2	2	232
1247	312	F03	2	3	410
1248	312	F03	2	4	640.1
1249	313	F25	2	1	62
1250	313	F25	2	2	164
1251	313	F25	2	3	320
1252	313	F25	2	4	521.2
1253	314	F25	2	1	74
1254	314	F25	2	2	174
1255	314	F25	2	3	335
1256	314	F25	2	4	609.6
1257	315	F21	2	1	108
1258	315	F21	2	2	246
1259	315	F21	2	3	470
1260	315	F21	2	4	698
1261	316	F11	2	1	82
1262	316	F11	2	2	216
1263	316	F11	2	3	330
1264	316	F11	2	4	451.1
1265	317	F22	2	1	100
1266	317	F22	2	2	256
1267	317	F22	2	3	465
1268	317	F22	2	4	688.8
1269	318	F15	2	1	109
1270	318	F15	2	2	222
1271	318	F15	2	3	390
1272	318	F15	2	4	560.8
1273	319	F07	2	1	81
1274	319	F07	2	2	176
1275	319	F07	2	3	315
1276	319	F07	2	4	423.7
1277	320	F03	2	1	82
1278	320	F03	2	2	162
1279	320	F03	2	3	315
1280	320	F03	2	4	445
1281	321	F22	2	1	120
1282	321	F22	2	2	222
1283	321	F22	2	3	410
1284	321	F22	2	4	603.5
1285	322	F09	2	1	70
1286	322	F09	2	2	146
1287	322	F09	2	3	310
1288	322	F09	2	4	445
1289	323	F14	2	1	76
1290	323	F14	2	2	180
1291	323	F14	2	3	345
1292	323	F14	2	4	563.9
1293	324	F11	2	1	103
1294	324	F11	2	2	226
1295	324	F11	2	3	410
1296	324	F11	2	4	609.6
1297	325	F13	2	1	89
1298	325	F13	2	2	180
1299	325	F13	2	3	360
1300	325	F13	2	4	521.2
1301	326	F09	2	1	64
1302	326	F09	2	2	160
1303	326	F09	2	3	400
1304	326	F09	2	4	536.4
1305	327	F03	2	1	87
1306	327	F03	2	2	210
1307	327	F03	2	3	430
1308	327	F03	2	4	673.6
1309	328	F01	2	1	80
1310	328	F01	2	2	231
1311	328	F01	2	3	410
1312	328	F01	2	4	652.3
1313	329	F16	2	1	70
1314	329	F16	2	2	158
1315	329	F16	2	3	330
1316	329	F16	2	4	521.2
1317	330	F16	2	1	50
1318	330	F16	2	2	146
1319	330	F16	2	3	280
1320	330	F16	2	4	448.1
1321	331	F21	2	1	116
1322	331	F21	2	2	206
1323	331	F21	2	3	460
1324	331	F21	2	4	673.6
1325	332	F01	2	1	94
1326	332	F01	2	2	224
1327	332	F01	2	3	440
1328	332	F01	2	4	652.3
1329	333	F23	2	1	61
1330	333	F23	2	2	154
1331	333	F23	2	3	305
1332	333	F23	2	4	545.6
1333	334	F16	2	1	51
1334	334	F16	2	2	176
1335	334	F16	2	3	350
1336	334	F16	2	4	527.3
1337	335	F05	2	1	69
1338	335	F05	2	2	140
1339	335	F05	2	3	265
1340	335	F05	2	4	454.2
1341	336	F09	2	1	79
1342	336	F09	2	2	120
1343	336	F09	2	3	305
1344	336	F09	2	4	487.7
1345	337	F18	2	1	116
1346	337	F18	2	2	237
1347	337	F18	2	3	400
1348	337	F18	2	4	624.8
1349	338	F21	2	1	99
1350	338	F21	2	2	180
1351	338	F21	2	3	260
1352	338	F21	2	4	460.2
1353	339	F25	2	1	113
1354	339	F25	2	2	220
1355	339	F25	2	3	340
1356	339	F25	2	4	448.1
1357	340	F02	2	1	111
1358	340	F02	2	2	276
1359	340	F02	2	3	490
1360	340	F02	2	4	685.8
1361	341	F14	2	1	142
1362	341	F14	2	2	304
1363	341	F14	2	3	480
1364	341	F14	2	4	615.7
1365	342	F03	2	1	100
1366	342	F03	2	2	226
1367	342	F03	2	3	390
1368	342	F03	2	4	566.9
1369	343	F22	2	1	61
1370	343	F22	2	2	190
1371	343	F22	2	3	290
1372	343	F22	2	4	573
1373	344	F03	2	1	96
1374	344	F03	2	2	216
1375	344	F03	2	3	390
1376	344	F03	2	4	606.6
1377	345	F12	2	1	102
1378	345	F12	2	2	212
1379	345	F12	2	3	415
1380	345	F12	2	4	621.8
1381	346	F24	2	1	82
1382	346	F24	2	2	246
1383	346	F24	2	3	400
1384	346	F24	2	4	637
1385	347	F07	2	1	80
1386	347	F07	2	2	180
1387	347	F07	2	3	215
1388	347	F07	2	4	399.3
1389	348	F10	2	1	*
1390	348	F10	2	2	*
1391	348	F10	2	3	*
1392	348	F10	2	4	*
1393	349	F22	2	1	48
1394	349	F22	2	2	134
1395	349	F22	2	3	250
1396	349	F22	2	4	420.6
1397	350	F09	2	1	94
1398	350	F09	2	2	214
1399	350	F09	2	3	390
1400	350	F09	2	4	646.2
1401	351	F21	2	1	86
1402	351	F21	2	2	194
1403	351	F21	2	3	365
1404	351	F21	2	4	615.7
1405	352	F14	2	1	114
1406	352	F14	2	2	232
1407	352	F14	2	3	380
1408	352	F14	2	4	627.9
1409	353	F13	2	1	63
1410	353	F13	2	2	169
1411	353	F13	2	3	350
1412	353	F13	2	4	515.1
1413	354	F05	2	1	68
1414	354	F05	2	2	178
1415	354	F05	2	3	285
1416	354	F05	2	4	478.5
1417	355	F11	2	1	68
1418	355	F11	2	2	142
1419	355	F11	2	3	285
1420	355	F11	2	4	481.6
1421	356	F19	2	1	109
1422	356	F19	2	2	228
1423	356	F19	2	3	430
1424	356	F19	2	4	615.7
1425	357	F09	2	1	98
1426	357	F09	2	2	238
1427	357	F09	2	3	430
1428	357	F09	2	4	597.4
1429	358	F25	2	1	60
1430	358	F25	2	2	174
1431	358	F25	2	3	330
1432	358	F25	2	4	536.4
1433	359	F09	2	1	*
1434	359	F09	2	2	*
1435	359	F09	2	3	*
1436	359	F09	2	4	*
1437	360	F01	2	1	116
1438	360	F01	2	2	262
1439	360	F01	2	3	470
1440	360	F01	2	4	652.3
1441	361	F24	2	1	132
1442	361	F24	2	2	242
1443	361	F24	2	3	430
1444	361	F24	2	4	566.9
1445	362	F02	2	1	57
1446	362	F02	2	2	*
1447	362	F02	2	3	*
1448	362	F02	2	4	*
1449	363	F11	2	1	94
1450	363	F11	2	2	230
1451	363	F11	2	3	350
1452	363	F11	2	4	563.9
1453	364	F21	2	1	83
1454	364	F21	2	2	194
1455	364	F21	2	3	400
1456	364	F21	2	4	612.6
1457	365	F23	2	1	97
1458	365	F23	2	2	226
1459	365	F23	2	3	400
1460	365	F23	2	4	542.5
1461	366	F03	2	1	102
1462	366	F03	2	2	208
1463	366	F03	2	3	400
1464	366	F03	2	4	551.7
1465	367	F16	2	1	134
1466	367	F16	2	2	282
1467	367	F16	2	3	510
1468	367	F16	2	4	643.1
1469	368	F05	2	1	80
1470	368	F05	2	2	184
1471	368	F05	2	3	400
1472	368	F05	2	4	591.3
1473	369	F25	2	1	*
1474	369	F25	2	2	*
1475	369	F25	2	3	*
1476	369	F25	2	4	*
1477	370	F16	2	1	96
1478	370	F16	2	2	192
1479	370	F16	2	3	380
1480	370	F16	2	4	509
1481	371	F07	2	1	90
1482	371	F07	2	2	154
1483	371	F07	2	3	305
1484	371	F07	2	4	515.1
1485	372	F02	2	1	123
1486	372	F02	2	2	290
1487	372	F02	2	3	480
1488	372	F02	2	4	670.6
1489	373	F16	2	1	74
1490	373	F16	2	2	188
1491	373	F16	2	3	360
1492	373	F16	2	4	545.6
1493	374	F24	2	1	123
1494	374	F24	2	2	264
1495	374	F24	2	3	470
1496	374	F24	2	4	701
1497	375	F16	2	1	79
1498	375	F16	2	2	202
1499	375	F16	2	3	390
1500	375	F16	2	4	603.5
1501	376	F16	2	1	76
1502	376	F16	2	2	186
1503	376	F16	2	3	330
1504	376	F16	2	4	515.1
1505	377	F01	2	1	84
1506	377	F01	2	2	196
1507	377	F01	2	3	400
1508	377	F01	2	4	661.4
1509	378	F13	2	1	88
1510	378	F13	2	2	206
1511	378	F13	2	3	360
1512	378	F13	2	4	533.4
1513	379	F21	2	1	*
1514	379	F21	2	2	*
1515	379	F21	2	3	*
1516	379	F21	2	4	*
1517	380	F03	2	1	112
1518	380	F03	2	2	212
1519	380	F03	2	3	360
1520	380	F03	2	4	533.4
1521	381	F10	2	1	81
1522	381	F10	2	2	160
1523	381	F10	2	3	290
1524	381	F10	2	4	381
1525	382	F25	2	1	91
1526	382	F25	2	2	176
1527	382	F25	2	3	365
1528	382	F25	2	4	560.8
1529	383	F01	2	1	136
1530	383	F01	2	2	274
1531	383	F01	2	3	430
1532	383	F01	2	4	667.5
1533	384	F25	2	1	134
1534	384	F25	2	2	216
1535	384	F25	2	3	340
1536	384	F25	2	4	533.4
1537	385	F16	2	1	110
1538	385	F16	2	2	212
1539	385	F16	2	3	410
1540	385	F16	2	4	585.2
1541	386	F14	2	1	131
1542	386	F14	2	2	208
1543	386	F14	2	3	360
1544	386	F14	2	4	512.1
1545	387	F24	2	1	103
1546	387	F24	2	2	220
1547	387	F24	2	3	430
1548	387	F24	2	4	585.2
1549	388	F21	2	1	76
1550	388	F21	2	2	165
1551	388	F21	2	3	330
1552	388	F21	2	4	515.1
1553	389	F15	2	1	85
1554	389	F15	2	2	138
1555	389	F15	2	3	305
1556	389	F15	2	4	451.1
1557	390	F25	2	1	86
1558	390	F25	2	2	192
1559	390	F25	2	3	380
1560	390	F25	2	4	551.7
1561	391	F23	2	1	100
1562	391	F23	2	2	198
1563	391	F23	2	3	410
1564	391	F23	2	4	576.1
1565	392	F21	2	1	90
1566	392	F21	2	2	216
1567	392	F21	2	3	390
1568	392	F21	2	4	560.8
1569	393	F25	2	1	130
1570	393	F25	2	2	268
1571	393	F25	2	3	440
1572	393	F25	2	4	573
1573	394	F25	2	1	98
1574	394	F25	2	2	206
1575	394	F25	2	3	370
1576	394	F25	2	4	515.1
1577	395	F02	2	1	122
1578	395	F02	2	2	262
1579	395	F02	2	3	410
1580	395	F02	2	4	621.8
1581	396	F16	2	1	70
1582	396	F16	2	2	148
1583	396	F16	2	3	275
1584	396	F16	2	4	429.8
1585	397	F01	2	1	77
1586	397	F01	2	2	196
1587	397	F01	2	3	360
1588	397	F01	2	4	551.7
1589	398	F15	2	1	95
1590	398	F15	2	2	220
1591	398	F15	2	3	405
1592	398	F15	2	4	597.4
1593	399	F21	2	1	114
1594	399	F21	2	2	236
1595	399	F21	2	3	450
1596	399	F21	2	4	615.7
1597	400	F02	2	1	110
1598	400	F02	2	2	225
1599	400	F02	2	3	430
1600	400	F02	2	4	624.8
1601	401	F03	2	1	125
1602	401	F03	2	2	220
1603	401	F03	2	3	410
1604	401	F03	2	4	545.6
1605	402	F05	2	1	92
1606	402	F05	2	2	232
1607	402	F05	2	3	435
1608	402	F05	2	4	591.3
1609	403	F03	2	1	128
1610	403	F03	2	2	234
1611	403	F03	2	3	350
1612	403	F03	2	4	*
1613	404	F03	2	1	70
1614	404	F03	2	2	184
1615	404	F03	2	3	340
1616	404	F03	2	4	512.1
1617	405	F24	2	1	121
1618	405	F24	2	2	238
1619	405	F24	2	3	400
1620	405	F24	2	4	560.8
1621	406	F14	2	1	110
1622	406	F14	2	2	220
1623	406	F14	2	3	360
1624	406	F14	2	4	539.5
1625	407	F07	2	1	79
1626	407	F07	2	2	212
1627	407	F07	2	3	310
1628	407	F07	2	4	411.5
1629	408	F14	2	1	89
1630	408	F14	2	2	172
1631	408	F14	2	3	320
1632	408	F14	2	4	390.1
1633	409	F14	2	1	36
1634	409	F14	2	2	56
1635	409	F14	2	3	85
1636	409	F14	2	4	173.7
1637	410	F02	2	1	106
1638	410	F02	2	2	230
1639	410	F02	2	3	370
1640	410	F02	2	4	579.1
1641	411	F18	2	1	152
1642	411	F18	2	2	274
1643	411	F18	2	3	420
1644	411	F18	2	4	643.1
1645	412	F21	2	1	115
1646	412	F21	2	2	224
1647	412	F21	2	3	360
1648	412	F21	2	4	527.3
1649	413	F01	3	1	86
1650	413	F01	3	2	206
1651	413	F01	3	3	320
1652	413	F01	3	4	481.6
1653	414	F22	3	1	85
1654	414	F22	3	2	184
1655	414	F22	3	3	350
1656	414	F22	3	4	490.7
1657	415	F10	3	1	104
1658	415	F10	3	2	194
1659	415	F10	3	3	390
1660	415	F10	3	4	603.5
1661	416	F16	3	1	99
1662	416	F16	3	2	192
1663	416	F16	3	3	350
1664	416	F16	3	4	560.8
1665	417	F02	3	1	86
1666	417	F02	3	2	182
1667	417	F02	3	3	315
1668	417	F02	3	4	463.3
1669	418	F07	3	1	110
1670	418	F07	3	2	204
1671	418	F07	3	3	340
1672	418	F07	3	4	509
1673	419	F05	3	1	70
1674	419	F05	3	2	162
1675	419	F05	3	3	260
1676	419	F05	3	4	381
1677	420	F15	3	1	54
1678	420	F15	3	2	135
1679	420	F15	3	3	270
1680	420	F15	3	4	396.2
1681	421	F25	3	1	78
1682	421	F25	3	2	161
1683	421	F25	3	3	280
1684	421	F25	3	4	490.7
1685	422	F21	3	1	98
1686	422	F21	3	2	182
1687	422	F21	3	3	350
1688	422	F21	3	4	527.3
1689	423	F05	3	1	95
1690	423	F05	3	2	180
1691	423	F05	3	3	370
1692	423	F05	3	4	509
1693	424	F09	3	1	89
1694	424	F09	3	2	197
1695	424	F09	3	3	330
1696	424	F09	3	4	448.1
1697	425	F24	3	1	92
1698	425	F24	3	2	256
1699	425	F24	3	3	470
1700	425	F24	3	4	649.2
1701	426	F10	3	1	104
1702	426	F10	3	2	230
1703	426	F10	3	3	390
1704	426	F10	3	4	594.4
1705	427	F21	3	1	90
1706	427	F21	3	2	220
1707	427	F21	3	3	440
1708	427	F21	3	4	582.2
1709	428	F14	3	1	88
1710	428	F14	3	2	203
1711	428	F14	3	3	315
1712	428	F14	3	4	490.7
1713	429	F03	3	1	100
1714	429	F03	3	2	216
1715	429	F03	3	3	380
1716	429	F03	3	4	515.1
1717	430	F15	3	1	88
1718	430	F15	3	2	200
1719	430	F15	3	3	380
1720	430	F15	3	4	469.4
1721	431	F03	3	1	98
1722	431	F03	3	2	208
1723	431	F03	3	3	380
1724	431	F03	3	4	515.1
1725	432	F25	3	1	*
1726	432	F25	3	2	*
1727	432	F25	3	3	*
1728	432	F25	3	4	*
1729	433	F12	3	1	58
1730	433	F12	3	2	180
1731	433	F12	3	3	385
1732	433	F12	3	4	597.4
1733	434	F08	3	1	99
1734	434	F08	3	2	171
1735	434	F08	3	3	265
1736	434	F08	3	4	374.9
1737	435	F21	3	1	90
1738	435	F21	3	2	190
1739	435	F21	3	3	305
1740	435	F21	3	4	478.5
1741	436	F12	3	1	104
1742	436	F12	3	2	276
1743	436	F12	3	3	510
1744	436	F12	3	4	664.5
1745	437	F20	3	1	80
1746	437	F20	3	2	181
1747	437	F20	3	3	370
1748	437	F20	3	4	570
1749	438	F24	3	1	68
1750	438	F24	3	2	172
1751	438	F24	3	3	320
1752	438	F24	3	4	506
1753	439	F19	3	1	109
1754	439	F19	3	2	200
1755	439	F19	3	3	360
1756	439	F19	3	4	484.6
1757	440	F02	3	1	86
1758	440	F02	3	2	196
1759	440	F02	3	3	350
1760	440	F02	3	4	533.4
1761	441	F12	3	1	64
1762	441	F12	3	2	124
1763	441	F12	3	3	230
1764	441	F12	3	4	405.4
1765	442	F14	3	1	72
1766	442	F14	3	2	130
1767	442	F14	3	3	*
1768	442	F14	3	4	*
1769	443	F12	3	1	92
1770	443	F12	3	2	196
1771	443	F12	3	3	350
1772	443	F12	3	4	527.3
1773	444	F18	3	1	104
1774	444	F18	3	2	248
1775	444	F18	3	3	380
1776	444	F18	3	4	579.1
1777	445	F01	3	1	88
1778	445	F01	3	2	198
1779	445	F01	3	3	360
1780	445	F01	3	4	536.4
1781	446	F02	3	1	88
1782	446	F02	3	2	193
1783	446	F02	3	3	420
1784	446	F02	3	4	621.8
1785	447	F14	3	1	64
1786	447	F14	3	2	142
1787	447	F14	3	3	230
1788	447	F14	3	4	384
1789	448	F08	3	1	89
1790	448	F08	3	2	208
1791	448	F08	3	3	370
1792	448	F08	3	4	588.3
1793	449	F25	3	1	116
1794	449	F25	3	2	206
1795	449	F25	3	3	375
1796	449	F25	3	4	530.4
1797	450	F20	3	1	90
1798	450	F20	3	2	212
1799	450	F20	3	3	390
1800	450	F20	3	4	585.2
1801	451	F15	3	1	134
1802	451	F15	3	2	223
1803	451	F15	3	3	370
1804	451	F15	3	4	445
1805	452	F23	3	1	62
1806	452	F23	3	2	180
1807	452	F23	3	3	325
1808	452	F23	3	4	487.7
1809	453	F25	3	1	104
1810	453	F25	3	2	208
1811	453	F25	3	3	365
1812	453	F25	3	4	554.7
1813	454	F12	3	1	80
1814	454	F12	3	2	221
1815	454	F12	3	3	350
1816	454	F12	3	4	576.1
1817	455	F16	3	1	89
1818	455	F16	3	2	222
1819	455	F16	3	3	395
1820	455	F16	3	4	624.8
1821	456	F16	3	1	92
1822	456	F16	3	2	194
1823	456	F16	3	3	400
1824	456	F16	3	4	579.1
1825	457	F03	3	1	110
1826	457	F03	3	2	186
1827	457	F03	3	3	360
1828	457	F03	3	4	512.1
1829	458	F10	3	1	100
1830	458	F10	3	2	212
1831	458	F10	3	3	375
1832	458	F10	3	4	557.8
1833	459	F22	3	1	110
1834	459	F22	3	2	182
1835	459	F22	3	3	330
1836	459	F22	3	4	487.7
1837	460	F01	3	1	120
1838	460	F01	3	2	200
1839	460	F01	3	3	330
1840	460	F01	3	4	493.8
1841	461	F16	3	1	81
1842	461	F16	3	2	190
1843	461	F16	3	3	350
1844	461	F16	3	4	506
1845	462	F20	3	1	120
1846	462	F20	3	2	228
1847	462	F20	3	3	360
1848	462	F20	3	4	557.8
1849	463	F15	3	1	104
1850	463	F15	3	2	208
1851	463	F15	3	3	370
1852	463	F15	3	4	576.1
1853	464	F21	3	1	90
1854	464	F21	3	2	244
1855	464	F21	3	3	435
1856	464	F21	3	4	661.4
1857	465	F10	3	1	60
1858	465	F10	3	2	174
1859	465	F10	3	3	350
1860	465	F10	3	4	563.9
1861	466	F13	3	1	74
1862	466	F13	3	2	178
1863	466	F13	3	3	345
1864	466	F13	3	4	499.9
1865	467	F02	3	1	78
1866	467	F02	3	2	214
1867	467	F02	3	3	395
1868	467	F02	3	4	591.3
1869	468	F16	3	1	75
1870	468	F16	3	2	191
1871	468	F16	3	3	370
1872	468	F16	3	4	551.7
1873	469	F13	3	1	49
1874	469	F13	3	2	134
1875	469	F13	3	3	260
1876	469	F13	3	4	429.8
1877	470	F23	3	1	70
1878	470	F23	3	2	165
1879	470	F23	3	3	305
1880	470	F23	3	4	466.3
1881	471	F21	3	1	78
1882	471	F21	3	2	172
1883	471	F21	3	3	320
1884	471	F21	3	4	518.2
1885	472	F21	3	1	80
1886	472	F21	3	2	198
1887	472	F21	3	3	360
1888	472	F21	3	4	570
1889	473	F25	3	1	104
1890	473	F25	3	2	220
1891	473	F25	3	3	420
1892	473	F25	3	4	591.3
1893	474	F08	3	1	69
1894	474	F08	3	2	177
1895	474	F08	3	3	310
1896	474	F08	3	4	469.4
1897	475	F25	3	1	89
1898	475	F25	3	2	162
1899	475	F25	3	3	305
1900	475	F25	3	4	329.2
1901	476	F14	3	1	129
1902	476	F14	3	2	300
1903	476	F14	3	3	500
1904	476	F14	3	4	713.2
1905	477	F21	3	1	82
1906	477	F21	3	2	198
1907	477	F21	3	3	380
1908	477	F21	3	4	524.3
1909	478	F05	3	1	84
1910	478	F05	3	2	218
1911	478	F05	3	3	355
1912	478	F05	3	4	542.5
1913	479	F09	3	1	118
1914	479	F09	3	2	226
1915	479	F09	3	3	375
1916	479	F09	3	4	603.5
1917	480	F24	3	1	128
1918	480	F24	3	2	228
1919	480	F24	3	3	380
1920	480	F24	3	4	588.3
1921	481	F06	3	1	*
1922	481	F06	3	2	*
1923	481	F06	3	3	*
1924	481	F06	3	4	*
1925	482	F24	3	1	88
1926	482	F24	3	2	216
1927	482	F24	3	3	360
1928	482	F24	3	4	521.2
1929	483	F08	3	1	110
1930	483	F08	3	2	212
1931	483	F08	3	3	440
1932	483	F08	3	4	566.9
1933	484	F01	3	1	62
1934	484	F01	3	2	140
1935	484	F01	3	3	225
1936	484	F01	3	4	*
1937	485	F12	3	1	50
1938	485	F12	3	2	137
1939	485	F12	3	3	290
1940	485	F12	3	4	378
1941	486	F24	3	1	95
1942	486	F24	3	2	188
1943	486	F24	3	3	345
1944	486	F24	3	4	521.2
1945	487	F21	3	1	79
1946	487	F21	3	2	172
1947	487	F21	3	3	345
1948	487	F21	3	4	533.4
1949	488	F01	3	1	70
1950	488	F01	3	2	164
1951	488	F01	3	3	270
1952	488	F01	3	4	320
1953	489	F03	3	1	108
1954	489	F03	3	2	192
1955	489	F03	3	3	300
1956	489	F03	3	4	445
1957	490	F16	3	1	68
1958	490	F16	3	2	217
1959	490	F16	3	3	400
1960	490	F16	3	4	570
