IDSORT	FamilyID	Female	Male	cloneid	Rep	IncBlock	Tree	VOL
1045	34	Par925	Par907	498	1	110	5	403.3876
1046	18	Par917	Par911	250	1	110	6	548.3911
1047	43	Par912	Par929	635	1	110	7	817.9367
1048	30	Par904	Par903	432	1	110	8	630.1264
1049	8	Par902	Par920	93	1	110	9	NA
1050	39	Par912	Par923	577	1	110	10	693.2575
1051	19	Par913	Par922	261	1	109	6	760.426
1052	18	Par917	Par911	253	1	109	7	NA
1053	43	Par912	Par929	634	1	109	8	NA
1055	6	Par911	Par921	76	1	109	10	584.4631
1056	27	Par923	Par905	379	1	108	6	397.9409
1057	6	Par911	Par921	77	1	108	7	684.5983
1058	19	Par913	Par922	255	1	108	8	1043.3383
1061	7	Par916	Par924	87	1	107	6	801.9354
1062	48	Par910	Par911	694	1	107	7	379.9207
1063	36	Par912	Par920	517	1	107	8	522.4424
1064	34	Par925	Par907	491	1	107	9	NA
1066	7	Par916	Par924	88	1	106	6	NA
1067	55	Par911	Par903	792	1	106	7	701.9167
1068	44	Par925	Par914	650	1	106	8	327.2021
1069	27	Par923	Par905	385	1	106	9	NA
1071	16	Par914	Par907	224	1	105	6	870.6935
1072	21	Par932	Par931	293	1	105	7	NA
1074	5	Par931	Par924	68	1	105	9	475.761
1076	21	Par932	Par931	285	1	104	6	667.7594
1077	55	Par911	Par903	789	1	104	7	438.1752
1078	28	Par915	Par903	403	1	104	8	NA
1079	5	Par931	Par924	62	1	104	9	NA
1080	50	Par908	Par909	729	1	104	10	NA
1081	49	Par906	Par929	709	1	103	6	717.369
1082	20	Par917	Par901	276	1	103	7	717.369
1083	9	Par912	Par915	114	1	103	8	522.4424
1084	44	Par925	Par914	645	1	103	9	451.5388
1085	34	Par925	Par907	502	1	103	10	NA
1086	50	Par908	Par909	734	1	102	6	561.1034
1087	5	Par931	Par924	57	1	102	7	499.3461
1088	56	Par908	Par928	811	1	102	8	NA
1089	35	Par925	Par924	515	1	102	9	NA
1090	29	Par910	Par930	414	1	102	10	881.569
1091	21	Par932	Par931	284	1	101	6	529.4027
1095	42	Par930	Par908	616	1	101	10	NA
1096	55	Par911	Par903	803	1	100	6	675.9392
1097	50	Par908	Par909	727	1	100	7	533.3791
1098	37	Par906	Par920	540	1	100	8	NA
1100	20	Par917	Par901	274	1	100	10	482.4562
1101	39	Par912	Par923	568	2	1	1	NA
1102	55	Par911	Par903	798	2	1	2	578.1247
1103	33	Par908	Par914	485	2	1	3	445.158
1104	8	Par902	Par920	99	2	1	4	693.2575
1105	28	Par915	Par903	404	2	1	5	646.271
1106	36	Par912	Par920	518	2	2	1	386.4996
1108	29	Par910	Par930	416	2	2	3	623.984
1111	5	Par931	Par924	61	2	3	1	646.271
1112	58	Par919	Par926	820	2	3	2	521.0378
1114	35	Par925	Par924	515	2	3	4	NA
1115	48	Par910	Par911	700	2	3	5	418.0379
1116	55	Par911	Par903	805	2	4	1	903.3199
1118	49	Par906	Par929	709	2	4	3	439.2273
1119	21	Par932	Par931	292	2	4	4	570.9091
1121	18	Par917	Par911	239	2	5	1	611.016
1122	21	Par932	Par931	296	2	5	2	415.4307
1123	55	Par911	Par903	803	2	5	3	NA
1124	29	Par910	Par930	419	2	5	4	381.3139
1125	8	Par902	Par920	100	2	5	5	515.932
1127	9	Par912	Par915	110	2	6	2	647.8139
1128	42	Par930	Par908	616	2	6	3	NA
1129	50	Par908	Par909	722	2	6	4	NA
1130	35	Par925	Par924	509	2	6	5	NA
1132	18	Par917	Par911	248	2	7	2	NA
1133	39	Par912	Par923	567	2	7	3	272.7141
1134	8	Par902	Par920	104	2	7	4	NA
1135	34	Par925	Par907	494	2	7	5	997.1855
1136	17	Par916	Par919	235	2	8	1	615.6094
1137	43	Par912	Par929	643	2	8	2	NA
1139	58	Par919	Par926	818	2	8	4	780.8486
1140	38	Par923	Par931	555	2	8	5	304.8929
1141	49	Par906	Par929	710	2	9	1	489.1513
1142	34	Par925	Par907	492	2	9	2	769.6927
1143	29	Par910	Par930	415	2	9	3	494.8012
1145	44	Par925	Par914	646	2	9	5	457.0193
1146	21	Par932	Par931	291	2	10	1	118.3328
1148	9	Par912	Par915	107	2	10	3	NA
1149	16	Par914	Par907	216	2	10	4	381.6006
1150	42	Par930	Par908	620	2	10	5	433.2967
1151	21	Par932	Par931	290	2	11	1	592.2497
1153	8	Par902	Par920	103	2	11	3	NA
1155	19	Par913	Par922	257	2	11	5	772.3871
1156	56	Par908	Par928	808	2	11	6	NA
1157	42	Par930	Par908	614	2	11	7	463.7218
1158	36	Par912	Par920	529	2	11	8	NA
1159	34	Par925	Par907	501	2	11	9	600.0362
1160	29	Par910	Par930	414	2	11	10	528.2684
1161	34	Par925	Par907	502	2	10	6	NA
1162	6	Par911	Par921	75	2	10	7	570.9091
1163	36	Par912	Par920	528	2	10	8	622.0541
1164	56	Par908	Par928	809	2	10	9	NA
1166	55	Par911	Par903	802	2	9	6	699.4483
1167	8	Par902	Par920	97	2	9	7	401.6772
1168	39	Par912	Par923	571	2	9	8	623.4511
1169	18	Par917	Par911	240	2	9	9	392.4941
1170	6	Par911	Par921	82	2	9	10	NA
1171	27	Par923	Par905	392	2	8	6	623.396
1172	20	Par917	Par901	273	2	8	7	NA
1173	10	Par905	Par930	136	2	8	8	952.92
1174	5	Par931	Par924	59	2	8	9	NA
1176	29	Par910	Par930	420	2	7	6	344.3397
1177	50	Par908	Par909	723	2	7	7	NA
1178	21	Par932	Par931	289	2	7	8	658.6208
1179	44	Par925	Par914	647	2	7	9	684.5983
1180	6	Par911	Par921	85	2	7	10	NA
1181	37	Par906	Par920	535	2	6	6	592.2497
1182	57	Par902	Par918	815	2	6	7	285.8444
1183	4	Par906	Par901	45	2	6	8	521.0378
1184	30	Par904	Par903	440	2	6	9	728.516
1185	19	Par913	Par922	262	2	6	10	732.626
1187	6	Par911	Par921	84	2	5	7	451.5388
1188	34	Par925	Par907	500	2	5	8	644.4687
1189	49	Par906	Par929	716	2	5	9	439.2273
1190	44	Par925	Par914	649	2	5	10	391.2522
1191	38	Par923	Par931	554	2	4	6	615.6094
1192	5	Par931	Par924	67	2	4	7	662.4156
1194	8	Par902	Par920	96	2	4	9	375.6147
1195	18	Par917	Par911	241	2	4	10	NA
1196	38	Par923	Par931	551	2	3	6	521.0378
1197	27	Par923	Par905	390	2	3	7	NA
1198	20	Par917	Par901	283	2	3	8	241.827
1200	10	Par905	Par930	133	2	3	10	364.0896
1201	50	Par908	Par909	730	2	2	6	592.2497
1203	34	Par925	Par907	488	2	2	8	686.2927
1205	19	Par913	Par922	258	2	2	10	942.5409
1206	21	Par932	Par931	294	2	1	6	296.7819
1207	18	Par917	Par911	243	2	1	7	NA
1208	5	Par931	Par924	69	2	1	8	450.8514
1209	49	Par906	Par929	713	2	1	9	450.8514
1210	44	Par925	Par914	651	2	1	10	769.6927
1211	57	Par902	Par918	816	2	12	1	509.2368
1212	50	Par908	Par909	734	2	12	2	432.9977
1213	42	Par930	Par908	626	2	12	3	543.3233
1215	37	Par906	Par920	532	2	12	5	489.4625
1216	55	Par911	Par903	796	2	13	1	630.1264
1217	5	Par931	Par924	65	2	13	2	NA
1218	48	Par910	Par911	697	2	13	3	805.4408
1220	18	Par917	Par911	251	2	13	5	549.9601
1221	49	Par906	Par929	714	2	14	1	592.2497
1222	18	Par917	Par911	245	2	14	2	585.9211
1223	44	Par925	Par914	652	2	14	3	475.761
1224	39	Par912	Par923	573	2	14	4	615.9451
1225	33	Par908	Par914	482	2	14	5	286.3361
1227	33	Par908	Par914	484	2	15	2	792.1766
1228	49	Par906	Par929	708	2	15	3	557.2439
1229	28	Par915	Par903	408	2	15	4	1030.1738
1231	42	Par930	Par908	617	2	16	1	508.5218
1232	57	Par902	Par918	813	2	16	2	483.0273
1233	50	Par908	Par909	721	2	16	3	NA
1234	37	Par906	Par920	537	2	16	4	266.4677
1235	9	Par912	Par915	113	2	16	5	533.3791
1236	36	Par912	Par920	520	2	17	1	NA
1237	56	Par908	Par928	810	2	17	2	470.0798
1238	50	Par908	Par909	725	2	17	3	864.0522
1239	34	Par925	Par907	503	2	17	4	495.8465
1240	22	Par913	Par923	301	2	17	5	435.59
1241	18	Par917	Par911	253	2	18	1	NA
1242	7	Par916	Par924	91	2	18	2	NA
1243	5	Par931	Par924	57	2	18	3	476.5922
1244	38	Par923	Par931	541	2	18	4	307.4795
1245	55	Par911	Par903	793	2	18	5	661.4691
1247	44	Par925	Par914	650	2	19	2	787.2872
1248	20	Par917	Par901	278	2	19	3	576.6765
1249	49	Par906	Par929	706	2	19	4	NA
1250	5	Par931	Par924	66	2	19	5	NA
1251	8	Par902	Par920	101	2	20	1	398.3723
1252	21	Par932	Par931	295	2	20	2	723.3594
1253	28	Par915	Par903	405	2	20	3	432.9977
1254	18	Par917	Par911	247	2	20	4	542.7295
1255	55	Par911	Par903	795	2	20	5	667.28
1256	7	Par916	Par924	88	2	21	1	NA
1257	42	Par930	Par908	629	2	21	2	757.2504
1258	9	Par912	Par915	114	2	21	3	672.5673
1259	57	Par902	Par918	814	2	21	4	557.1907
1260	50	Par908	Par909	718	2	21	5	NA
1261	37	Par906	Par920	533	2	22	1	NA
1263	50	Par908	Par909	733	2	22	3	475.761
1265	42	Par930	Par908	627	2	22	5	555.8971
1266	19	Par913	Par922	256	2	22	6	494.6012
1267	4	Par906	Par901	48	2	22	7	667.7594
1268	16	Par914	Par907	225	2	22	8	NA
1269	35	Par925	Par924	506	2	22	9	732.8081
1270	30	Par904	Par903	437	2	22	10	708.4087
1271	37	Par906	Par920	531	2	21	6	NA
1272	34	Par925	Par907	499	2	21	7	359.9772
1273	16	Par914	Par907	229	2	21	8	409.7446
1274	30	Par904	Par903	430	2	21	9	592.2497
1275	19	Par913	Par922	259	2	21	10	299.9581
1276	39	Par912	Par923	577	2	20	6	785.9848
1277	6	Par911	Par921	81	2	20	7	NA
1279	44	Par925	Par914	648	2	20	9	607.8228
1281	55	Par911	Par903	799	2	19	6	NA
1282	38	Par923	Par931	559	2	19	7	138.6776
1283	28	Par915	Par903	409	2	19	8	732.626
1284	33	Par908	Par914	478	2	19	9	NA
1287	43	Par912	Par929	631	2	18	7	NA
1288	33	Par908	Par914	487	2	18	8	NA
1289	28	Par915	Par903	400	2	18	9	741.8927
1290	20	Par917	Par901	279	2	18	10	630.1264
1292	42	Par930	Par908	625	2	17	7	NA
1294	9	Par912	Par915	112	2	17	9	392.4941
1295	6	Par911	Par921	76	2	17	10	445.3584
1296	35	Par925	Par924	507	2	16	6	501.5615
1297	4	Par906	Par901	47	2	16	7	354.1228
1298	30	Par904	Par903	439	2	16	8	838.3697
1300	16	Par914	Par907	228	2	16	10	615.6094
1301	21	Par932	Par931	285	2	15	6	NA
1302	38	Par923	Par931	553	2	15	7	502.3329
1303	18	Par917	Par911	242	2	15	8	476.2602
1304	8	Par902	Par920	95	2	15	9	NA
1305	55	Par911	Par903	800	2	15	10	592.2497
1306	28	Par915	Par903	401	2	14	6	607.8228
1307	8	Par902	Par920	106	2	14	7	542.7295
1308	5	Par931	Par924	58	2	14	8	433.2967
1310	21	Par932	Par931	288	2	14	10	NA
1311	28	Par915	Par903	398	2	13	6	295.374
1312	20	Par917	Par901	270	2	13	7	613.9818
1313	43	Par912	Par929	634	2	13	8	NA
1314	38	Par923	Par931	549	2	13	9	536.0175
1316	19	Par913	Par922	263	2	12	6	751.1594
1317	9	Par912	Par915	119	2	12	7	380.8272
1318	30	Par904	Par903	435	2	12	8	710.5759
1319	4	Par906	Par901	43	2	12	9	397.9409
1320	34	Par925	Par907	504	2	12	10	450.8514
1321	51	Par905	Par921	739	2	23	1	607.8228
1322	20	Par917	Par901	280	2	23	2	693.2575
1323	38	Par923	Par931	548	2	23	3	474.8113
1324	43	Par912	Par929	639	2	23	4	NA
1326	38	Par923	Par931	546	2	24	1	672.5673
1329	19	Par913	Par922	255	2	24	4	886.4775
1330	4	Par906	Par901	44	2	24	5	NA
1331	30	Par904	Par903	427	2	25	1	451.0887
1333	22	Par913	Par923	307	2	25	3	432.4891
1334	7	Par916	Par924	87	2	25	4	NA
1336	20	Par917	Par901	277	2	26	1	NA
1337	43	Par912	Par929	632	2	26	2	NA
1338	36	Par912	Par920	524	2	26	3	578.4151
1340	17	Par916	Par919	230	2	26	5	375.6147
1342	44	Par925	Par914	644	2	27	2	392.4941
1343	28	Par915	Par903	403	2	27	3	797.5037
1344	21	Par932	Par931	287	2	27	4	439.1781
1346	8	Par902	Par920	102	2	28	1	338.2092
1348	41	Par913	Par917	611	2	28	3	508.7681
1349	19	Par913	Par922	266	2	28	4	451.0887
1350	55	Par911	Par903	790	2	28	5	NA
1351	20	Par917	Par901	282	2	29	1	NA
1352	27	Par923	Par905	384	2	29	2	608.4391
1354	35	Par925	Par924	514	2	29	4	303.1525
1355	4	Par906	Par901	52	2	29	5	433.2967
1356	43	Par912	Par929	636	2	30	1	592.2497
1357	20	Par917	Par901	269	2	30	2	619.3792
1358	28	Par915	Par903	407	2	30	3	336.2834
1359	5	Par931	Par924	71	2	30	4	760.426
1360	18	Par917	Par911	249	2	30	5	470.157
1361	18	Par917	Par911	244	2	31	1	241.827
1362	8	Par902	Par920	105	2	31	2	747.6723
1364	5	Par931	Par924	70	2	31	4	NA
1365	55	Par911	Par903	801	2	31	5	NA
1366	30	Par904	Par903	436	2	32	1	487.6409
1367	37	Par906	Par920	536	2	32	2	557.1907
1370	50	Par908	Par909	719	2	32	5	NA
1371	48	Par910	Par911	698	2	33	1	NA
1372	55	Par911	Par903	791	2	33	2	NA
1374	43	Par912	Par929	633	2	33	4	NA
1375	18	Par917	Par911	250	2	33	5	600.0362
1377	28	Par915	Par903	397	2	33	7	870.6935
1378	5	Par931	Par924	63	2	33	8	669.5582
1380	36	Par912	Par920	526	2	33	10	NA
1381	4	Par906	Par901	41	2	32	6	NA
1385	16	Par914	Par907	223	2	32	10	652.8318
1386	38	Par923	Par931	547	2	31	6	NA
1387	28	Par915	Par903	411	2	31	7	585.9211
1388	49	Par906	Par929	712	2	31	8	415.4307
1389	21	Par932	Par931	293	2	31	9	607.8228
1390	44	Par925	Par914	645	2	31	10	615.6094
1391	55	Par911	Par903	792	2	30	6	638.9691
1396	58	Par919	Par926	825	2	29	6	NA
1397	51	Par905	Par921	736	2	29	7	141.4565
1398	43	Par912	Par929	642	2	29	8	553.3168
1399	38	Par923	Par931	550	2	29	9	997.1855
1400	17	Par916	Par919	233	2	29	10	NA
1401	50	Par908	Par909	727	2	28	6	NA
1403	29	Par910	Par930	417	2	28	8	593.4271
1404	34	Par925	Par907	489	2	28	9	NA
1405	21	Par932	Par931	297	2	28	10	163.5819
1406	34	Par925	Par907	497	2	27	6	NA
1407	6	Par911	Par921	79	2	27	7	NA
1409	49	Par906	Par929	715	2	27	9	403.6433
1411	7	Par916	Par924	90	2	26	6	414.4567
1412	28	Par915	Par903	395	2	26	7	NA
1413	54	Par919	Par920	786	2	26	8	168.3592
1415	38	Par923	Par931	558	2	26	10	NA
1417	50	Par908	Par909	717	2	25	7	817.9367
1418	57	Par902	Par918	812	2	25	8	NA
1419	42	Par930	Par908	624	2	25	9	681.5276
1420	16	Par914	Par907	220	2	25	10	792.1766
1422	17	Par916	Par919	236	2	24	7	NA
1423	43	Par912	Par929	638	2	24	8	571.6518
1425	51	Par905	Par921	744	2	24	10	119.1882
1426	35	Par925	Par924	505	2	23	6	NA
1427	30	Par904	Par903	432	2	23	7	686.2845
1428	4	Par906	Par901	42	2	23	8	193.5956
1429	58	Par919	Par926	826	2	23	9	735.2897
1430	9	Par912	Par915	109	2	23	10	NA
1431	21	Par932	Par931	286	2	34	1	501.5615
1432	34	Par925	Par907	498	2	34	2	421.1168
1434	18	Par917	Par911	246	2	34	4	907.3695
1436	48	Par910	Par911	703	2	35	1	711.374
1437	28	Par915	Par903	412	2	35	2	125.2424
1438	36	Par912	Par920	525	2	35	3	NA
1439	38	Par923	Par931	552	2	35	4	606.6657
1441	16	Par914	Par907	227	2	36	1	NA
1442	6	Par911	Par921	77	2	36	2	529.4027
1443	56	Par908	Par928	811	2	36	3	529.4027
1444	22	Par913	Par923	302	2	36	4	NA
1445	50	Par908	Par909	732	2	36	5	NA
1446	51	Par905	Par921	741	2	37	1	600.9331
1447	9	Par912	Par915	108	2	37	2	708.4087
1448	4	Par906	Par901	50	2	37	3	421.4353
1450	35	Par925	Par924	513	2	37	5	380.8272
1452	5	Par931	Par924	72	2	38	2	NA
1453	33	Par908	Par914	475	2	38	3	145.131
1454	28	Par915	Par903	406	2	38	4	NA
1455	8	Par902	Par920	94	2	38	5	NA
1456	9	Par912	Par915	121	2	39	1	644.4687
1457	42	Par930	Par908	622	2	39	2	782.2818
1458	22	Par913	Par923	299	2	39	3	723.3594
1459	34	Par925	Par907	493	2	39	4	859.8181
1461	55	Par911	Par903	804	2	40	1	101.4443
1463	8	Par902	Par920	92	2	40	3	NA
1464	38	Par923	Par931	543	2	40	4	309.0394
1465	49	Par906	Par929	707	2	40	5	121.3593
1466	50	Par908	Par909	731	2	41	1	NA
1467	56	Par908	Par928	806	2	41	2	NA
1468	42	Par930	Par908	623	2	41	3	623.396
1469	21	Par932	Par931	298	2	41	4	NA
1470	29	Par910	Par930	413	2	41	5	760.426
1471	6	Par911	Par921	73	2	42	1	578.4151
1472	34	Par925	Par907	495	2	42	2	630.1264
1473	36	Par912	Par920	519	2	42	3	701.9167
1474	29	Par910	Par930	422	2	42	4	519.5226
1475	21	Par932	Par931	284	2	42	5	445.3584
1476	8	Par902	Par920	93	2	43	1	489.4625
1477	36	Par912	Par920	527	2	43	2	608.4391
1479	29	Par910	Par930	421	2	43	4	369.073
1480	19	Par913	Par922	265	2	43	5	NA
1481	5	Par931	Par924	60	2	44	1	690.488
1482	20	Par917	Par901	271	2	44	2	NA
1483	55	Par911	Par903	797	2	44	3	738.0942
1484	48	Par910	Par911	694	2	44	4	294.4985
1485	28	Par915	Par903	399	2	44	5	708.4087
1487	18	Par917	Par911	252	2	44	7	375.6147
1488	38	Par923	Par931	542	2	44	8	513.8072
1489	7	Par916	Par924	86	2	44	9	421.4353
1490	33	Par908	Par914	483	2	44	10	675.9392
1491	6	Par911	Par921	80	2	43	6	744.2501
1492	50	Par908	Par909	724	2	43	7	NA
1494	34	Par925	Par907	491	2	43	9	NA
1495	55	Par911	Par903	789	2	43	10	421.1168
1497	41	Par913	Par917	602	2	42	7	886.2827
1498	8	Par902	Par920	98	2	42	8	309.1375
1499	56	Par908	Par928	807	2	42	9	386.0397
1500	50	Par908	Par909	729	2	42	10	NA
1501	16	Par914	Par907	219	2	41	6	NA
1502	9	Par912	Par915	116	2	41	7	619.3792
1503	36	Par912	Par920	530	2	41	8	654.6466
1504	6	Par911	Par921	74	2	41	9	237.0574
1505	34	Par925	Par907	496	2	41	10	964.8225
1506	44	Par925	Par914	653	2	40	6	483.0273
1508	28	Par915	Par903	396	2	40	8	662.4156
1509	20	Par917	Par901	274	2	40	9	710.5759
1511	16	Par914	Par907	224	2	39	6	NA
1512	6	Par911	Par921	83	2	39	7	NA
1515	50	Par908	Par909	720	2	39	10	NA
1516	55	Par911	Par903	794	2	38	6	669.5582
1517	49	Par906	Par929	711	2	38	7	NA
1518	38	Par923	Par931	544	2	38	8	476.2602
1519	20	Par917	Par901	281	2	38	9	NA
1521	17	Par916	Par919	238	2	37	6	433.2967
1522	58	Par919	Par926	817	2	37	7	570.9091
1523	30	Par904	Par903	429	2	37	8	381.0443
1524	43	Par912	Par929	637	2	37	9	600.9331
1525	19	Par913	Par922	261	2	37	10	578.8824
1527	9	Par912	Par915	122	2	36	7	420.637
1530	29	Par910	Par930	418	2	36	10	NA
1531	5	Par931	Par924	56	2	35	6	502.3329
1532	17	Par916	Par919	237	2	35	7	509.2368
1533	7	Par916	Par924	89	2	35	8	NA
1535	43	Par912	Par929	635	2	35	10	NA
1536	6	Par911	Par921	78	2	34	6	766.8286
1537	28	Par915	Par903	402	2	34	7	NA
1540	39	Par912	Par923	570	2	34	10	638.1987
1541	19	Par913	Par922	268	2	45	1	557.1907
1542	36	Par912	Par920	517	2	45	2	NA
1543	34	Par925	Par907	490	2	45	3	415.4307
1544	50	Par908	Par909	728	2	45	4	605.9095
1546	5	Par931	Par924	55	2	46	1	713.0186
1547	54	Par919	Par920	782	2	46	2	NA
1548	28	Par915	Par903	410	2	46	3	NA
1549	17	Par916	Par919	231	2	46	4	618.8052
1550	48	Par910	Par911	705	2	46	5	359.1062
1552	42	Par930	Par908	618	2	47	2	502.3329
1553	19	Par913	Par922	264	2	47	3	605.9095
1554	37	Par906	Par920	538	2	47	4	622.0541
1556	48	Par910	Par911	701	2	48	1	622.0541
1557	54	Par919	Par920	783	2	48	2	886.4775
1558	36	Par912	Par920	522	2	48	3	NA
1560	27	Par923	Par905	385	2	48	5	NA
1561	54	Par919	Par920	779	2	49	1	557.1907
1563	48	Par910	Par911	702	2	49	3	776.4067
1564	20	Par917	Par901	276	2	49	4	802.0713
1565	36	Par912	Par920	521	2	49	5	NA
1567	27	Par923	Par905	379	2	50	2	584.4631
1569	5	Par931	Par924	62	2	50	4	NA
1571	43	Par912	Par929	641	2	51	1	747.6723
1572	10	Par905	Par930	132	2	51	2	NA
1574	58	Par919	Par926	821	2	51	4	NA
1575	51	Par905	Par921	735	2	51	5	571.6518
1576	35	Par925	Par924	516	2	52	1	556.103
1577	30	Par904	Par903	438	2	52	2	NA
1578	9	Par912	Par915	115	2	52	3	NA
1579	19	Par913	Par922	254	2	52	4	619.3792
1581	58	Par919	Par926	823	2	53	1	NA
1582	16	Par914	Par907	222	2	53	2	658.6208
1583	42	Par930	Par908	615	2	53	3	788.226
1584	51	Par905	Par921	738	2	53	4	495.8977
1585	9	Par912	Par915	111	2	53	5	515.4821
1586	4	Par906	Par901	46	2	54	1	542.7295
1587	9	Par912	Par915	118	2	54	2	515.4821
1588	42	Par930	Par908	621	2	54	3	529.3223
1591	16	Par914	Par907	221	2	55	1	533.3791
1592	30	Par904	Par903	433	2	55	2	644.4687
1593	9	Par912	Par915	120	2	55	3	592.2497
1594	4	Par906	Par901	49	2	55	4	NA
1596	58	Par919	Par926	828	2	55	6	525.8731
1597	50	Par908	Par909	726	2	55	7	NA
1598	42	Par930	Par908	628	2	55	8	NA
1599	37	Par906	Par920	540	2	55	9	NA
1600	35	Par925	Par924	510	2	55	10	522.6272
1602	35	Par925	Par924	511	2	54	7	NA
1603	30	Par904	Par903	441	2	54	8	717.369
1604	19	Par913	Par922	267	2	54	9	495.8465
1605	16	Par914	Par907	226	2	54	10	549.9601
1607	37	Par906	Par920	539	2	53	7	140.0342
1608	35	Par925	Par924	512	2	53	8	NA
1610	19	Par913	Par922	260	2	53	10	281.5174
1611	42	Par930	Par908	619	2	52	6	457.0193
1612	58	Par919	Par926	819	2	52	7	NA
1613	4	Par906	Par901	40	2	52	8	522.4424
1614	51	Par905	Par921	740	2	52	9	NA
1615	37	Par906	Par920	534	2	52	10	613.9818
1616	17	Par916	Par919	232	2	51	6	NA
1617	38	Par923	Par931	545	2	51	7	495.8465
1619	20	Par917	Par901	272	2	51	9	NA
1621	48	Par910	Par911	699	2	50	6	264.2093
1622	20	Par917	Par901	275	2	50	7	492.1155
1623	43	Par912	Par929	640	2	50	8	NA
1627	10	Par905	Par930	140	2	49	7	230.8857
1628	38	Par923	Par931	556	2	49	8	426.803
1629	5	Par931	Par924	64	2	49	9	699.4483
1632	38	Par923	Par931	557	2	48	7	542.7295
1633	17	Par916	Par919	234	2	48	8	627.7423
1634	5	Par931	Par924	68	2	48	9	630.1264
1635	10	Par905	Par930	139	2	48	10	406.8897
1636	35	Par925	Par924	508	2	47	6	NA
1637	30	Par904	Par903	426	2	47	7	812.4788
1638	9	Par912	Par915	117	2	47	8	708.4087
1639	16	Par914	Par907	217	2	47	9	548.3911
1640	4	Par906	Par901	51	2	47	10	409.7446
1641	43	Par912	Par929	630	2	46	6	718.9379
1644	36	Par912	Par920	523	2	46	9	646.271
1651	32	Par928	Par930	466	2	56	1	529.4027
1653	27	Par923	Par905	383	2	56	3	NA
1655	14	Par925	Par908	195	2	56	5	NA
1656	23	Par901	Par924	316	2	57	1	415.4307
1657	61	Par912	Par904	858	2	57	2	NA
1658	1	Par915	Par932	10	2	57	3	NA
1659	32	Par928	Par930	467	2	57	4	398.3723
1660	54	Par919	Par920	780	2	57	5	NA
1661	52	Par911	Par905	757	2	58	1	450.8514
1663	30	Par904	Par903	428	2	58	3	NA
1666	52	Par911	Par905	749	2	59	1	667.28
1667	14	Par925	Par908	196	2	59	2	NA
1668	23	Par901	Par924	325	2	59	3	NA
1669	2	Par910	Par908	19	2	59	4	742.7029
1670	47	Par928	Par904	691	2	59	5	NA
1674	54	Par919	Par920	784	2	60	4	NA
1676	13	Par901	Par916	182	2	61	1	600.9331
1677	3	Par903	Par927	35	2	61	2	997.1855
1678	31	Par908	Par927	443	2	61	3	732.626
1679	11	Par929	Par920	141	2	61	4	NA
1680	24	Par915	Par904	331	2	61	5	489.1513
1681	30	Par904	Par903	424	2	62	1	585.9211
1682	25	Par905	Par927	356	2	62	2	NA
1683	23	Par901	Par924	313	2	62	3	327.2021
1685	41	Par913	Par917	597	2	62	5	NA
1686	46	Par927	Par931	668	2	63	1	NA
1687	51	Par905	Par921	737	2	63	2	463.7218
1690	12	Par917	Par921	164	2	63	5	489.1513
1691	25	Par905	Par927	352	2	64	1	NA
1693	15	Par909	Par914	212	2	64	3	732.626
1695	52	Par911	Par905	754	2	64	5	364.0896
1696	41	Par913	Par917	607	2	65	1	NA
1697	30	Par904	Par903	431	2	65	2	886.2827
1700	23	Par901	Par924	321	2	65	5	364.0896
1701	24	Par915	Par904	336	2	66	1	555.8971
1702	60	Par929	Par904	851	2	66	2	NA
1703	15	Par909	Par914	211	2	66	3	663.6069
1704	39	Par912	Par923	563	2	66	4	518.3671
1706	26	Par922	Par921	376	2	66	6	766.8542
1707	11	Par929	Par920	145	2	66	7	NA
1708	53	Par924	Par907	766	2	66	8	NA
1710	3	Par903	Par927	34	2	66	10	830.4142
1712	52	Par911	Par905	752	2	65	7	690.488
1713	47	Par928	Par904	690	2	65	8	NA
1714	25	Par905	Par927	349	2	65	9	622.0541
1715	15	Par909	Par914	208	2	65	10	600.0362
1716	10	Par905	Par930	138	2	64	6	NA
1717	30	Par904	Par903	434	2	64	7	812.4788
1718	41	Par913	Par917	603	2	64	8	323.9308
1719	2	Par910	Par908	20	2	64	9	NA
1721	14	Par925	Par908	190	2	63	6	397.9409
1722	1	Par915	Par932	14	2	63	7	613.9818
1723	33	Par908	Par914	472	2	63	8	619.3792
1724	25	Par905	Par927	360	2	63	9	557.4757
1725	61	Par912	Par904	856	2	63	10	515.932
1726	15	Par909	Par914	204	2	62	6	746.4212
1727	10	Par905	Par930	135	2	62	7	432.4891
1728	2	Par910	Par908	21	2	62	8	NA
1729	52	Par911	Par905	750	2	62	9	736.2047
1730	59	Par914	Par926	832	2	62	10	578.4151
1732	39	Par912	Par923	578	2	61	7	NA
1733	60	Par929	Par904	836	2	61	8	NA
1734	53	Par924	Par907	770	2	61	9	506.5767
1736	22	Par913	Par923	305	2	60	6	NA
1738	13	Par901	Par916	178	2	60	8	NA
1739	61	Par912	Par904	852	2	60	9	756.6377
1741	33	Par908	Par914	486	2	59	6	630.1264
1742	41	Par913	Par917	596	2	59	7	649.9616
1743	25	Par905	Par927	345	2	59	8	386.0397
1744	10	Par905	Par930	123	2	59	9	540.8851
1746	15	Par909	Par914	202	2	58	6	869.6023
1748	23	Par901	Par924	322	2	58	8	NA
1749	2	Par910	Par908	25	2	58	9	NA
1750	10	Par905	Par930	137	2	58	10	747.6723
1751	46	Par927	Par931	672	2	57	6	492.1155
