IDSORT	FamilyID	Female	Male	cloneid	Rep	IncBlock	Tree	VOL
309	61	Par912	Par904	853	1	27	9	1035.0243
312	26	Par922	Par921	364	1	26	7	495.8465
315	60	Par929	Par904	844	1	26	10	723.3594
316	25	Par905	Par927	359	1	25	6	652.8318
317	47	Par928	Par904	693	1	25	7	NA
318	15	Par909	Par914	204	1	25	8	53.6029
319	41	Par913	Par917	598	1	25	9	542.7295
320	31	Par908	Par927	450	1	25	10	833.5656
321	23	Par901	Par924	326	1	24	6	636.1055
323	60	Par929	Par904	839	1	24	8	565.548
324	47	Par928	Par904	692	1	24	9	553.3168
325	15	Par909	Par914	209	1	24	10	450.8514
326	1	Par915	Par932	11	1	23	6	370.4022
327	12	Par917	Par921	168	1	23	7	859.8181
328	52	Par911	Par905	747	1	23	8	154.6991
330	15	Par909	Par914	199	1	23	10	387.0001
331	33	Par908	Par914	479	1	34	1	565.548
333	46	Par927	Par931	679	1	34	3	168.3592
334	10	Par905	Par930	137	1	34	4	476.5922
335	2	Par910	Par908	23	1	34	5	NA
336	13	Par901	Par916	182	1	35	1	214.6107
337	1	Par915	Par932	12	1	35	2	480.6806
338	26	Par922	Par921	372	1	35	3	445.3584
339	45	Par901	Par919	657	1	35	4	95.8091
340	60	Par929	Par904	846	1	35	5	NA
341	14	Par925	Par908	196	1	36	1	200.3614
342	11	Par929	Par920	142	1	36	2	NA
343	58	Par919	Par926	824	1	36	3	182.375
344	41	Par913	Par917	606	1	36	4	NA
346	31	Par908	Par927	447	1	37	1	476.5922
347	47	Par928	Par904	687	1	37	2	NA
349	52	Par911	Par905	760	1	37	4	854.6525
350	1	Par915	Par932	13	1	37	5	391.2522
351	61	Par912	Par904	857	1	38	1	483.0273
352	10	Par905	Par930	124	1	38	2	557.1907
353	2	Par910	Par908	17	1	38	3	630.1264
354	13	Par901	Par916	176	1	38	4	536.0175
357	46	Par927	Par931	673	1	39	2	462.3707
358	41	Par913	Par917	605	1	39	3	NA
359	3	Par903	Par927	38	1	39	4	769.6927
360	61	Par912	Par904	856	1	39	5	557.1907
361	53	Par924	Par907	776	1	40	1	391.2522
362	32	Par928	Par930	467	1	40	2	354.7647
363	26	Par922	Par921	368	1	40	3	NA
366	27	Par923	Par905	383	1	41	1	354.1228
367	3	Par903	Par927	39	1	41	2	600.0362
368	46	Par927	Par931	674	1	41	3	488.3431
371	54	Par919	Par920	780	1	42	1	155.6744
372	22	Par913	Par923	303	1	42	2	296.7819
374	46	Par927	Par931	670	1	42	4	545.5302
376	46	Par927	Par931	667	1	43	1	741.8927
377	41	Par913	Par917	595	1	43	2	NA
378	30	Par904	Par903	428	1	43	3	483.0273
379	10	Par905	Par930	134	1	43	4	NA
380	25	Par905	Par927	354	1	43	5	NA
381	40	Par922	Par917	585	1	44	1	738.0942
382	24	Par915	Par904	334	1	44	2	NA
383	53	Par924	Par907	761	1	44	3	439.1781
384	60	Par929	Par904	835	1	44	4	535.499
385	2	Par910	Par908	18	1	44	5	636.1055
386	45	Par901	Par919	664	1	44	6	654.6466
387	32	Par928	Par930	458	1	44	7	NA
388	26	Par922	Par921	375	1	44	8	690.488
389	13	Par901	Par916	172	1	44	9	652.8318
390	13	Par901	Par916	185	1	44	10	570.9091
391	54	Par919	Par920	785	1	43	6	290.6145
392	27	Par923	Par905	378	1	43	7	NA
393	14	Par925	Par908	188	1	43	8	NA
396	41	Par913	Par917	610	1	42	6	892.4445
397	27	Par923	Par905	381	1	42	7	646.271
398	14	Par925	Par908	197	1	42	8	305.019
399	3	Par903	Par927	27	1	42	9	576.6765
401	31	Par908	Par927	446	1	41	6	NA
402	41	Par913	Par917	612	1	41	7	844.109
405	61	Par912	Par904	866	1	41	10	646.271
406	13	Par901	Par916	181	1	40	6	445.158
407	10	Par905	Par930	128	1	40	7	600.0362
408	45	Par901	Par919	654	1	40	8	NA
409	2	Par910	Par908	21	1	40	9	557.1907
410	60	Par929	Par904	845	1	40	10	578.4151
411	27	Par923	Par905	386	1	39	6	509.2368
412	22	Par913	Par923	310	1	39	7	NA
414	31	Par908	Par927	455	1	39	9	649.9616
415	11	Par929	Par920	147	1	39	10	334.1891
416	40	Par922	Par917	589	1	38	6	752.5976
417	53	Par924	Par907	772	1	38	7	NA
419	45	Par901	Par919	663	1	38	9	448.9803
420	24	Par915	Par904	328	1	38	10	NA
423	39	Par912	Par923	572	1	37	8	494.8012
424	23	Par901	Par924	315	1	37	9	443.8614
427	25	Par905	Par927	357	1	36	7	NA
428	47	Par928	Par904	689	1	36	8	NA
429	22	Par913	Par923	306	1	36	9	NA
430	3	Par903	Par927	35	1	36	10	827.1917
431	53	Par924	Par907	767	1	35	6	408.8343
432	12	Par917	Par921	166	1	35	7	NA
433	32	Par928	Par930	461	1	35	8	728.516
435	40	Par922	Par917	582	1	35	10	NA
436	54	Par919	Par920	788	1	34	6	NA
439	61	Par912	Par904	855	1	34	9	470.0798
441	22	Par913	Par923	308	1	45	1	369.9417
442	14	Par925	Par908	190	1	45	2	404.0584
443	11	Par929	Par920	143	1	45	3	619.3792
444	41	Par913	Par917	603	1	45	4	627.7423
445	3	Par903	Par927	37	1	45	5	557.1907
446	12	Par917	Par921	167	1	46	1	681.5276
447	32	Par928	Par930	464	1	46	2	662.4156
449	1	Par915	Par932	14	1	46	4	502.5417
450	40	Par922	Par917	587	1	46	5	672.5673
451	52	Par911	Par905	752	1	47	1	615.6094
453	15	Par909	Par914	212	1	47	3	844.109
454	25	Par905	Par927	353	1	47	4	NA
455	39	Par912	Par923	574	1	47	5	NA
456	1	Par915	Par932	5	1	48	1	623.396
457	32	Par928	Par930	468	1	48	2	NA
458	16	Par914	Par907	218	1	48	3	NA
460	12	Par917	Par921	165	1	48	5	708.4087
461	1	Par915	Par932	10	1	49	1	627.7423
462	45	Par901	Par919	666	1	49	2	NA
463	23	Par901	Par924	321	1	49	3	438.1752
464	60	Par929	Par904	843	1	49	4	585.085
467	45	Par901	Par919	662	1	50	2	285.8444
468	23	Par901	Par924	322	1	50	3	741.8927
469	60	Par929	Par904	849	1	50	4	1030.1738
471	23	Par901	Par924	324	1	51	1	564.2042
472	39	Par912	Par923	579	1	51	2	662.3288
473	32	Par928	Par930	463	1	51	3	636.1055
475	15	Par909	Par914	203	1	51	5	681.5276
476	47	Par928	Par904	683	1	52	1	336.2834
477	25	Par905	Par927	356	1	52	2	713.0186
479	52	Par911	Par905	758	1	52	4	NA
480	1	Par915	Par932	4	1	52	5	370.7072
481	12	Par917	Par921	170	1	53	1	557.1907
482	23	Par901	Par924	319	1	53	2	432.4891
484	59	Par914	Par926	830	1	53	4	457.0193
485	25	Par905	Par927	345	1	53	5	542.7127
486	31	Par908	Par927	445	1	54	1	678.5602
489	12	Par917	Par921	169	1	54	4	771.1311
490	25	Par905	Par927	344	1	54	5	515.2033
492	31	Par908	Par927	442	1	55	2	741.8927
496	1	Par915	Par932	2	1	55	6	547.3792
497	39	Par912	Par923	578	1	55	7	735.2897
499	11	Par929	Par920	146	1	55	9	NA
500	15	Par909	Par914	215	1	55	10	NA
501	23	Par901	Par924	318	1	54	6	717.369
503	52	Par911	Par905	754	1	54	8	667.7594
504	47	Par928	Par904	686	1	54	9	397.9409
505	39	Par912	Par923	562	1	54	10	848.5862
506	15	Par909	Par914	200	1	53	6	362.1287
507	52	Par911	Par905	751	1	53	7	661.195
508	47	Par928	Par904	688	1	53	8	495.8977
509	39	Par912	Par923	565	1	53	9	NA
510	31	Par908	Par927	443	1	53	10	593.4271
511	15	Par909	Par914	201	1	52	6	828.1532
513	60	Par929	Par904	837	1	52	8	952.92
514	39	Par912	Par923	575	1	52	9	NA
515	31	Par908	Par927	449	1	52	10	605.9095
516	60	Par929	Par904	841	1	51	6	627.7423
517	52	Par911	Par905	748	1	51	7	233.7214
518	48	Par910	Par911	704	1	51	8	487.6409
519	25	Par905	Par927	350	1	51	9	NA
520	12	Par917	Par921	160	1	51	10	615.6094
522	12	Par917	Par921	163	1	50	7	549.9601
523	15	Par909	Par914	211	1	50	8	585.9211
525	32	Par928	Par930	459	1	50	10	NA
526	15	Par909	Par914	213	1	49	6	NA
527	53	Par924	Par907	764	1	49	7	623.396
528	40	Par922	Par917	581	1	49	8	NA
529	26	Par922	Par921	367	1	49	9	457.7191
530	32	Par928	Par930	457	1	49	10	439.1781
531	26	Par922	Par921	366	1	48	6	661.195
532	60	Par929	Par904	850	1	48	7	542.7295
533	53	Par924	Par907	765	1	48	8	NA
534	23	Par901	Par924	323	1	48	9	641.3024
537	59	Par914	Par926	832	1	47	7	669.5582
538	23	Par901	Par924	316	1	47	8	495.8977
539	1	Par915	Par932	9	1	47	9	677.9213
540	11	Par929	Par920	152	1	47	10	555.8971
541	24	Par915	Par904	342	1	46	6	782.2818
542	53	Par924	Par907	766	1	46	7	205.4981
543	45	Par901	Par919	656	1	46	8	913.544
544	26	Par922	Par921	370	1	46	9	543.3233
546	54	Par919	Par920	778	1	45	6	NA
547	30	Par904	Par903	425	1	45	7	543.3233
548	61	Par912	Par904	865	1	45	8	636.1055
549	46	Par927	Par931	672	1	45	9	742.7029
550	27	Par923	Par905	387	1	45	10	NA
551	28	Par915	Par903	409	1	56	1	619.3792
552	37	Par906	Par920	531	1	56	2	463.7218
554	44	Par925	Par914	644	1	56	4	535.499
555	20	Par917	Par901	277	1	56	5	NA
557	20	Par917	Par901	271	1	57	2	NA
558	19	Par913	Par922	266	1	57	3	708.4087
559	9	Par912	Par915	118	1	57	4	540.8851
560	4	Par906	Par901	42	1	57	5	398.3723
562	38	Par923	Par931	551	1	58	2	515.932
563	16	Par914	Par907	223	1	58	3	501.5615
565	5	Par931	Par924	65	1	58	5	NA
566	50	Par908	Par909	720	1	59	1	NA
568	16	Par914	Par907	220	1	59	3	704.826
569	21	Par932	Par931	286	1	59	4	585.9265
570	38	Par923	Par931	545	1	59	5	502.3329
571	55	Par911	Par903	805	1	60	1	528.0736
572	18	Par917	Par911	247	1	60	2	701.9167
573	49	Par906	Par929	714	1	60	3	549.9601
576	8	Par902	Par920	104	1	61	1	NA
578	58	Par919	Par926	820	1	61	3	NA
579	48	Par910	Par911	701	1	61	4	401.6772
580	19	Par913	Par922	262	1	61	5	727.8943
581	21	Par932	Par931	287	1	62	1	476.2602
582	50	Par908	Par909	725	1	62	2	578.4151
583	38	Par923	Par931	550	1	62	3	529.4027
585	35	Par925	Par924	505	1	62	5	564.4213
586	9	Par912	Par915	115	1	63	1	592.2497
587	41	Par913	Par917	611	1	63	2	NA
588	50	Par908	Par909	724	1	63	3	NA
589	20	Par917	Par901	278	1	63	4	661.195
590	35	Par925	Par924	507	1	63	5	392.4941
591	50	Par908	Par909	733	1	64	1	701.9167
593	42	Par930	Par908	617	1	64	3	622.0541
595	36	Par912	Par920	521	1	64	5	NA
596	5	Par931	Par924	60	1	65	1	920.1155
597	42	Par930	Par908	626	1	65	2	600.9331
599	50	Par908	Par909	718	1	65	4	409.7446
600	16	Par914	Par907	225	1	65	5	600.0362
605	6	Par911	Par921	80	1	66	5	833.5656
606	38	Par923	Par931	547	1	66	6	762.4923
607	33	Par908	Par914	484	1	66	7	NA
608	58	Par919	Par926	826	1	66	8	NA
610	30	Par904	Par903	441	1	66	10	564.4213
611	7	Par916	Par924	89	1	65	6	NA
612	21	Par932	Par931	296	1	65	7	848.9426
614	56	Par908	Par928	810	1	65	9	398.3723
615	29	Par910	Par930	416	1	65	10	NA
617	57	Par902	Par918	814	1	64	7	NA
618	29	Par910	Par930	413	1	64	8	741.8927
619	21	Par932	Par931	297	1	64	9	NA
621	37	Par906	Par920	535	1	63	6	782.2818
623	28	Par915	Par903	404	1	63	8	797.5037
624	4	Par906	Par901	52	1	63	9	437.9811
625	55	Par911	Par903	802	1	63	10	778.9594
626	29	Par910	Par930	417	1	62	6	NA
627	56	Par908	Par928	809	1	62	7	NA
628	16	Par914	Par907	229	1	62	8	NA
629	5	Par931	Par924	63	1	62	9	NA
630	10	Par905	Par930	140	1	62	10	158.4652
631	43	Par912	Par929	630	1	61	6	751.1594
633	17	Par916	Par919	230	1	61	8	723.3594
634	33	Par908	Par914	482	1	61	9	881.569
637	4	Par906	Par901	46	1	60	7	NA
639	34	Par925	Par907	503	1	60	9	638.1987
640	28	Par915	Par903	400	1	60	10	670.4879
643	29	Par910	Par930	421	1	59	8	897.6902
644	56	Par908	Par928	808	1	59	9	NA
645	42	Par930	Par908	625	1	59	10	NA
646	35	Par925	Par924	514	1	58	6	NA
647	29	Par910	Par930	422	1	58	7	693.2575
649	50	Par908	Par909	717	1	58	9	NA
650	42	Par930	Par908	629	1	58	10	827.1917
651	49	Par906	Par929	716	1	57	6	611.016
652	44	Par925	Par914	647	1	57	7	323.9308
654	37	Par906	Par920	537	1	57	9	183.6814
656	18	Par917	Par911	240	1	56	6	489.1513
658	9	Par912	Par915	113	1	56	8	NA
660	55	Par911	Par903	801	1	56	10	NA
662	58	Par919	Par926	821	1	67	2	387.0474
663	19	Par913	Par922	256	1	67	3	747.6723
664	8	Par902	Par920	101	1	67	4	NA
665	48	Par910	Par911	700	1	67	5	695.5594
666	28	Par915	Par903	399	1	68	1	708.4087
668	44	Par925	Par914	652	1	68	3	370.7072
671	19	Par913	Par922	267	1	69	1	686.2845
672	43	Par912	Par929	632	1	69	2	NA
673	8	Par902	Par920	102	1	69	3	578.8824
674	34	Par925	Par907	497	1	69	4	NA
675	54	Par919	Par920	779	1	69	5	578.8824
676	39	Par912	Par923	570	1	70	1	760.426
677	30	Par904	Par903	429	1	70	2	585.9211
679	33	Par908	Par914	485	1	70	4	726.3294
680	19	Par913	Par922	264	1	70	5	785.9848
681	50	Par908	Par909	730	1	71	1	NA
682	16	Par914	Par907	219	1	71	2	NA
683	10	Par905	Par930	132	1	71	3	NA
684	28	Par915	Par903	405	1	71	4	811.966
685	21	Par932	Par931	292	1	71	5	304.8929
686	8	Par902	Par920	97	1	72	1	NA
687	39	Par912	Par923	573	1	72	2	841.6503
688	17	Par916	Par919	231	1	72	3	NA
690	30	Par904	Par903	438	1	72	5	NA
691	5	Par931	Par924	71	1	73	1	NA
692	56	Par908	Par928	806	1	73	2	NA
693	50	Par908	Par909	732	1	73	3	550.2836
694	42	Par930	Par908	624	1	73	4	508.7681
696	34	Par925	Par907	488	1	74	1	NA
697	20	Par917	Par901	283	1	74	2	NA
698	18	Par917	Par911	244	1	74	3	489.1513
699	49	Par906	Par929	711	1	74	4	NA
701	43	Par912	Par929	633	1	75	1	NA
702	27	Par923	Par905	384	1	75	2	NA
703	18	Par917	Par911	251	1	75	3	414.2811
705	19	Par913	Par922	260	1	75	5	630.1264
706	5	Par931	Par924	61	1	76	1	502.3329
708	50	Par908	Par909	728	1	76	3	585.9211
709	41	Par913	Par917	602	1	76	4	565.0431
711	9	Par912	Par915	120	1	77	1	NA
712	19	Par913	Par922	265	1	77	2	NA
713	28	Par915	Par903	408	1	77	3	852.8395
714	20	Par917	Par901	270	1	77	4	NA
715	4	Par906	Par901	44	1	77	5	NA
716	49	Par906	Par929	710	1	77	6	404.0584
717	37	Par906	Par920	533	1	77	7	NA
719	44	Par925	Par914	649	1	77	9	374.0564
720	34	Par925	Par907	504	1	77	10	NA
721	35	Par925	Par924	509	1	76	6	462.95
722	28	Par915	Par903	402	1	76	7	NA
723	20	Par917	Par901	281	1	76	8	NA
724	19	Par913	Par922	257	1	76	9	622.0541
727	6	Par911	Par921	74	1	75	7	397.9409
728	54	Par919	Par920	783	1	75	8	791.392
731	9	Par912	Par915	122	1	74	6	896.8261
732	36	Par912	Par920	528	1	74	7	NA
733	4	Par906	Par901	48	1	74	8	NA
734	55	Par911	Par903	793	1	74	9	571.1645
735	28	Par915	Par903	395	1	74	10	897.6902
736	38	Par923	Par931	555	1	73	6	495.8465
737	21	Par932	Par931	295	1	73	7	557.1907
740	10	Par905	Par930	139	1	73	10	470.0798
744	58	Par919	Par926	825	1	72	9	NA
745	48	Par910	Par911	699	1	72	10	524.3719
746	42	Par930	Par908	614	1	71	6	536.363
747	37	Par906	Par920	534	1	71	7	425.1746
748	55	Par911	Par903	790	1	71	8	869.0192
749	35	Par925	Par924	511	1	71	9	NA
750	5	Par931	Par924	64	1	71	10	392.6862
751	17	Par916	Par919	237	1	70	6	649.9616
752	8	Par902	Par920	100	1	70	7	162.7529
753	48	Par910	Par911	702	1	70	8	NA
754	6	Par911	Par921	73	1	70	9	669.5582
755	58	Par919	Par926	818	1	70	10	NA
757	18	Par917	Par911	249	1	69	7	549.9601
758	39	Par912	Par923	571	1	69	8	719.2351
759	48	Par910	Par911	703	1	69	9	686.2845
760	6	Par911	Par921	75	1	69	10	NA
762	4	Par906	Par901	49	1	68	7	NA
763	34	Par925	Par907	493	1	68	8	658.6208
764	49	Par906	Par929	713	1	68	9	359.8137
765	55	Par911	Par903	800	1	68	10	623.984
767	17	Par916	Par919	234	1	67	7	787.2872
769	43	Par912	Par929	640	1	67	9	NA
770	39	Par912	Par923	568	1	67	10	NA
771	51	Par905	Par921	736	1	78	1	NA
772	43	Par912	Par929	643	1	78	2	NA
773	30	Par904	Par903	433	1	78	3	721.506
774	19	Par913	Par922	263	1	78	4	712.2394
775	38	Par923	Par931	554	1	78	5	463.7097
776	38	Par923	Par931	548	1	79	1	557.1907
777	10	Par905	Par930	133	1	79	2	276.1894
778	21	Par932	Par931	288	1	79	3	381.3139
779	42	Par930	Par908	622	1	79	4	NA
780	35	Par925	Par924	513	1	79	5	NA
782	57	Par902	Par918	816	1	80	2	408.6074
784	38	Par923	Par931	552	1	80	4	522.4424
785	16	Par914	Par907	221	1	80	5	766.8542
787	5	Par931	Par924	69	1	81	2	427.366
788	17	Par916	Par919	238	1	81	3	661.4691
789	8	Par902	Par920	92	1	81	4	470.0798
790	38	Par923	Par931	549	1	81	5	747.6723
791	44	Par925	Par914	651	1	82	1	907.3695
793	55	Par911	Par903	794	1	82	3	646.271
794	28	Par915	Par903	398	1	82	4	694.6477
795	34	Par925	Par907	496	1	82	5	290.8768
796	28	Par915	Par903	397	1	83	1	792.1766
797	4	Par906	Par901	47	1	83	2	515.4821
798	18	Par917	Par911	243	1	83	3	611.016
799	34	Par925	Par907	501	1	83	4	564.4213
801	18	Par917	Par911	241	1	84	1	561.9019
802	55	Par911	Par903	797	1	84	2	741.8927
803	20	Par917	Par901	273	1	84	3	561.9019
804	9	Par912	Par915	112	1	84	4	345.1526
805	28	Par915	Par903	412	1	84	5	593.4271
806	8	Par902	Par920	106	1	85	1	620.2813
807	30	Par904	Par903	440	1	85	2	817.9367
808	19	Par913	Par922	259	1	85	3	699.4483
810	6	Par911	Par921	84	1	85	5	392.6862
811	50	Par908	Par909	726	1	86	1	NA
812	42	Par930	Par908	621	1	86	2	661.195
815	36	Par912	Par920	524	1	86	5	630.1264
816	39	Par912	Par923	567	1	87	1	462.95
817	27	Par923	Par905	392	1	87	2	529.4027
818	48	Par910	Par911	698	1	87	3	494.6012
819	34	Par925	Par907	492	1	87	4	678.5602
820	19	Par913	Par922	254	1	87	5	675.9392
821	58	Par919	Par926	823	1	88	1	NA
822	22	Par913	Par923	302	1	88	2	NA
823	38	Par923	Par931	543	1	88	3	828.1532
824	33	Par908	Par914	487	1	88	4	615.9451
825	43	Par912	Par929	639	1	88	5	489.4625
826	8	Par902	Par920	105	1	88	6	563.4031
827	6	Par911	Par921	81	1	88	7	903.3199
828	30	Par904	Par903	439	1	88	8	971.3191
829	51	Par905	Par921	744	1	88	9	475.761
830	17	Par916	Par919	233	1	88	10	NA
831	43	Par912	Par929	636	1	87	6	NA
832	54	Par919	Par920	782	1	87	7	571.6518
833	18	Par917	Par911	252	1	87	8	684.5983
834	8	Par902	Par920	98	1	87	9	239.8384
835	6	Par911	Par921	83	1	87	10	NA
836	5	Par931	Par924	70	1	86	6	NA
837	57	Par902	Par918	813	1	86	7	214.6107
838	30	Par904	Par903	427	1	86	8	NA
839	21	Par932	Par931	290	1	86	9	439.2273
841	58	Par919	Par926	817	1	85	6	NA
842	51	Par905	Par921	735	1	85	7	233.7214
843	43	Par912	Par929	642	1	85	8	677.0261
844	38	Par923	Par931	553	1	85	9	NA
847	34	Par925	Par907	495	1	84	7	NA
848	4	Par906	Par901	41	1	84	8	NA
849	36	Par912	Par920	529	1	84	9	NA
850	49	Par906	Par929	707	1	84	10	339.1725
852	55	Par911	Par903	799	1	83	7	661.195
853	36	Par912	Par920	530	1	83	8	NA
854	20	Par917	Par901	275	1	83	9	NA
855	49	Par906	Par929	708	1	83	10	522.6272
856	18	Par917	Par911	246	1	82	6	903.3199
857	9	Par912	Par915	119	1	82	7	535.499
858	4	Par906	Par901	45	1	82	8	349.5522
859	49	Par906	Par929	712	1	82	9	522.4424
860	36	Par912	Par920	520	1	82	10	NA
861	36	Par912	Par920	526	1	81	6	NA
862	42	Par930	Par908	615	1	81	7	426.803
864	30	Par904	Par903	430	1	81	9	529.4027
865	21	Par932	Par931	291	1	81	10	663.6069
866	36	Par912	Par920	522	1	80	6	NA
868	5	Par931	Par924	72	1	80	8	578.4151
869	50	Par908	Par909	721	1	80	9	NA
870	42	Par930	Par908	618	1	80	10	772.3871
871	16	Par914	Par907	227	1	79	6	528.2684
872	29	Par910	Par930	420	1	79	7	NA
873	5	Par931	Par924	56	1	79	8	677.0261
875	50	Par908	Par909	731	1	79	10	NA
878	6	Par911	Par921	85	1	78	8	NA
879	33	Par908	Par914	475	1	78	9	NA
881	6	Par911	Par921	82	1	89	1	537.7436
882	58	Par919	Par926	819	1	89	2	215.1711
883	8	Par902	Par920	99	1	89	3	NA
884	51	Par905	Par921	739	1	89	4	576.6765
885	43	Par912	Par929	641	1	89	5	589.7649
886	42	Par930	Par908	628	1	90	1	NA
887	7	Par916	Par924	91	1	90	2	NA
888	29	Par910	Par930	418	1	90	3	NA
889	50	Par908	Par909	722	1	90	4	NA
891	34	Par925	Par907	499	1	91	1	379.0398
894	18	Par917	Par911	248	1	91	4	NA
895	9	Par912	Par915	110	1	91	5	732.626
896	49	Par906	Par929	715	1	92	1	508.5218
897	44	Par925	Par914	648	1	92	2	693.2575
898	4	Par906	Par901	40	1	92	3	482.4405
899	9	Par912	Par915	117	1	92	4	782.2818
900	55	Par911	Par903	798	1	92	5	NA
902	51	Par905	Par921	741	1	93	2	NA
903	8	Par902	Par920	96	1	93	3	515.932
904	17	Par916	Par919	232	1	93	4	NA
905	38	Par923	Par931	559	1	93	5	NA
906	6	Par911	Par921	78	1	94	1	732.626
908	58	Par919	Par926	828	1	94	3	455.6755
909	51	Par905	Par921	740	1	94	4	NA
910	43	Par912	Par929	637	1	94	5	732.626
911	36	Par912	Par920	518	1	95	1	NA
912	20	Par917	Par901	282	1	95	2	NA
913	44	Par925	Par914	653	1	95	3	578.4151
914	4	Par906	Par901	43	1	95	4	NA
915	18	Par917	Par911	242	1	95	5	508.5218
916	56	Par908	Par928	807	1	96	1	1000.53
917	35	Par925	Par924	516	1	96	2	408.8343
918	5	Par931	Par924	55	1	96	3	414.4567
919	38	Par923	Par931	546	1	96	4	757.2504
920	42	Par930	Par908	623	1	96	5	844.109
921	5	Par931	Par924	58	1	97	1	297.5814
922	42	Par930	Par908	619	1	97	2	592.2497
923	38	Par923	Par931	542	1	97	3	925.099
925	30	Par904	Par903	435	1	97	5	988.6275
927	16	Par914	Par907	217	1	98	2	529.4027
928	5	Par931	Par924	66	1	98	3	NA
929	38	Par923	Par931	557	1	98	4	557.1907
930	50	Par908	Par909	719	1	98	5	619.3792
931	37	Par906	Par920	538	1	99	1	NA
933	50	Par908	Par909	723	1	99	3	NA
935	55	Par911	Par903	795	1	99	5	563.4031
936	35	Par925	Par924	506	1	99	6	762.4923
937	9	Par912	Par915	111	1	99	7	563.4031
938	28	Par915	Par903	411	1	99	8	608.4391
939	19	Par913	Par922	268	1	99	9	681.5276
940	20	Par917	Par901	279	1	99	10	615.6094
941	57	Par902	Par918	812	1	98	6	513.8072
944	42	Par930	Par908	627	1	98	9	482.4562
946	51	Par905	Par921	738	1	97	6	311.8065
947	17	Par916	Par919	236	1	97	7	NA
948	57	Par902	Par918	815	1	97	8	339.1272
949	21	Par932	Par931	298	1	97	9	NA
950	8	Par902	Par920	94	1	97	10	320.4606
951	29	Par910	Par930	419	1	96	6	NA
952	21	Par932	Par931	294	1	96	7	NA
953	10	Par905	Par930	136	1	96	8	865.1959
956	49	Par906	Par929	706	1	95	6	563.4031
957	55	Par911	Par903	796	1	95	7	751.1594
958	34	Par925	Par907	490	1	95	8	470.0798
959	9	Par912	Par915	121	1	95	9	549.9601
960	28	Par915	Par903	410	1	95	10	NA
961	38	Par923	Par931	541	1	94	6	NA
963	30	Par904	Par903	436	1	94	8	NA
964	22	Par913	Par923	299	1	94	9	708.4087
965	8	Par902	Par920	95	1	94	10	392.6862
966	33	Par908	Par914	483	1	93	6	NA
967	43	Par912	Par929	638	1	93	7	445.3584
968	30	Par904	Par903	437	1	93	8	782.2818
969	22	Par913	Par923	301	1	93	9	NA
970	6	Par911	Par921	79	1	93	10	433.2967
971	37	Par906	Par920	532	1	92	6	489.4625
973	28	Par915	Par903	396	1	92	8	476.2602
975	18	Par917	Par911	239	1	92	10	NA
976	37	Par906	Par920	536	1	91	6	365.2604
977	4	Par906	Par901	50	1	91	7	528.2684
978	44	Par925	Par914	646	1	91	8	316.1336
979	28	Par915	Par903	406	1	91	9	NA
980	20	Par917	Par901	269	1	91	10	457.7191
982	5	Par931	Par924	67	1	90	7	690.488
984	16	Par914	Par907	222	1	90	9	667.28
985	36	Par912	Par920	525	1	90	10	602.8927
986	38	Par923	Par931	544	1	89	6	409.7446
987	33	Par908	Par914	478	1	89	7	NA
988	17	Par916	Par919	235	1	89	8	NA
989	30	Par904	Par903	426	1	89	9	592.2497
990	22	Par913	Par923	307	1	89	10	428.8948
991	19	Par913	Par922	258	1	100	1	568.8899
992	9	Par912	Par915	108	1	100	2	NA
993	28	Par915	Par903	401	1	100	3	592.2497
994	35	Par925	Par924	508	1	100	4	439.2273
995	5	Par931	Par924	59	1	100	5	296.7819
996	7	Par916	Par924	86	1	101	1	314.4119
997	16	Par914	Par907	226	1	101	2	613.9818
998	36	Par912	Par920	523	1	101	3	NA
999	38	Par923	Par931	558	1	101	4	NA
1002	21	Par932	Par931	289	1	102	2	568.8899
1003	16	Par914	Par907	228	1	102	3	470.157
1004	7	Par916	Par924	90	1	102	4	690.488
1005	38	Par923	Par931	556	1	102	5	NA
1006	28	Par915	Par903	407	1	103	1	714.0927
1007	18	Par917	Par911	245	1	103	2	542.7295
1008	4	Par906	Par901	51	1	103	3	489.4625
1009	55	Par911	Par903	804	1	103	4	776.4067
1011	37	Par906	Par920	539	1	104	1	365.1897
1012	35	Par925	Par924	510	1	104	2	NA
1013	16	Par914	Par907	216	1	104	3	NA
1014	9	Par912	Par915	109	1	104	4	501.5615
1017	42	Par930	Par908	620	1	105	2	619.3792
1019	29	Par910	Par930	415	1	105	4	654.3433
1020	35	Par925	Par924	512	1	105	5	470.0798
1021	36	Par912	Par920	519	1	106	1	NA
1023	20	Par917	Par901	272	1	106	3	NA
1024	9	Par912	Par915	116	1	106	4	535.499
1025	34	Par925	Par907	489	1	106	5	NA
1026	43	Par912	Par929	631	1	107	1	NA
1027	55	Par911	Par903	791	1	107	2	457.0193
1028	9	Par912	Par915	107	1	107	3	502.3329
1030	20	Par917	Par901	280	1	107	5	870.6935
1031	48	Par910	Par911	697	1	108	1	584.4631
1032	8	Par902	Par920	103	1	108	2	444.4162
1034	54	Par919	Par920	786	1	108	4	425.1746
1035	34	Par925	Par907	494	1	108	5	807.7202
1037	27	Par923	Par905	390	1	109	2	NA
1039	34	Par925	Par907	500	1	109	4	741.8927
1040	36	Par912	Par920	527	1	109	5	NA
1043	48	Par910	Par911	705	1	110	3	NA
