IDD	Test	Genotype	Rep	Iblock	Row	Column	Surv	DBH	HT
11417	1	G38	2	22	40	6	1	863.6	579.1
11418	1	G44	2	22	39	6	1	685.8	554.7
11419	1	G52	2	22	38	6	1	711.2	630.9
11420	1	G57	2	22	37	6	1	736.6	518.2
11421	1	G59	2	22	36	6	1	787.4	551.7
11422	1	G39	2	21	35	6	1	533.4	512.1
11423	1	G42	2	21	34	6	1	863.6	615.7
11424	1	G11	2	21	33	6	1	584.2	533.4
11425	1	G14	2	21	32	6	1	635.0	484.6
11426	1	G21	2	21	31	6	1	584.2	539.5
11427	1	G52	2	21	30	6	1	812.8	600.5
11428	1	G55	2	21	29	6	1	635.0	545.6
11429	1	G43	2	20	28	6	1	736.6	536.4
11430	1	G15	2	20	27	6	1	736.6	490.7
11431	1	G48	2	20	26	6	1	635.0	539.5
11432	1	G51	2	20	25	6	0	NA	NA
11433	1	G56	2	20	24	6	1	457.2	405.4
11434	1	G61	2	20	23	6	1	762.0	557.8
11435	1	G04	2	20	22	6	1	660.4	512.1
11436	1	G56	2	19	21	6	1	787.4	621.8
11437	1	G61	2	19	20	6	1	685.8	566.9
11438	1	G04	2	19	19	6	1	558.8	499.9
11439	1	G07	2	19	18	6	1	762.0	594.4
11440	1	G09	2	19	17	6	1	965.2	685.8
11441	1	G15	2	19	16	6	1	533.4	475.5
11442	1	G34	2	19	15	6	1	939.8	624.8
11443	1	G52	2	18	14	6	1	685.8	591.3
11444	1	G55	2	18	13	6	1	838.2	588.3
11445	1	G60	2	18	12	6	1	863.6	630.9
11446	1	G35	2	18	11	6	1	863.6	643.1
11447	1	G03	2	18	10	6	1	863.6	670.6
11448	1	G39	2	18	9	6	1	863.6	585.2
11449	1	G09	2	18	8	6	1	635.0	545.6
11450	1	G61	2	17	7	6	1	584.2	536.4
11451	1	G38	2	17	6	6	1	584.2	469.4
11452	1	G22	2	17	5	6	1	660.4	536.4
11453	1	G15	2	17	4	6	1	482.6	469.4
11454	1	G28	2	17	3	6	1	685.8	557.8
11455	1	G34	2	17	2	6	1	584.2	548.6
11456	1	G44	2	17	1	6	1	635.0	499.9
11457	1	G29	2	25	1	7	1	736.6	594.4
11458	1	G39	2	25	2	7	1	584.2	435.9
11459	1	G44	2	25	3	7	1	533.4	432.8
11460	1	G25	2	25	4	7	1	457.2	390.1
11461	1	G03	2	25	5	7	1	660.4	548.6
11462	1	G47	2	25	6	7	1	939.8	652.3
11463	1	G08	2	25	7	7	1	635.0	560.8
11464	1	G47	2	26	8	7	1	914.4	624.8
11465	1	G08	2	26	9	7	1	762.0	609.6
11466	1	G35	2	26	10	7	1	736.6	597.4
11467	1	G14	2	26	11	7	1	660.4	469.4
11468	1	G20	2	26	12	7	1	711.2	579.1
11469	1	G29	2	26	13	7	1	431.8	405.4
11470	1	G39	2	26	14	7	1	838.2	566.9
11471	1	G60	2	27	15	7	1	609.6	496.8
11472	1	G35	2	27	16	7	1	381.0	390.1
11473	1	G09	2	27	17	7	1	609.6	478.5
11474	1	G47	2	27	18	7	1	787.4	548.6
11475	1	G53	2	27	19	7	1	685.8	527.3
11476	1	G03	2	27	20	7	1	863.6	603.5
11477	1	G25	2	27	21	7	1	889.0	597.4
11478	1	G11	2	28	22	7	1	838.2	634.0
11479	1	G04	2	28	23	7	1	660.4	515.1
11480	1	G47	2	28	24	7	1	660.4	530.4
11481	1	G60	2	28	25	7	1	711.2	554.7
11482	1	G09	2	28	26	7	1	711.2	551.7
11483	1	G21	2	28	27	7	1	711.2	554.7
11484	1	G53	2	28	28	7	1	762.0	518.2
11485	1	G39	2	29	29	7	1	609.6	527.3
11486	1	G13	2	29	30	7	1	685.8	515.1
11487	1	G47	2	29	31	7	1	660.4	551.7
11488	1	G53	2	29	32	7	1	762.0	588.3
11489	1	G56	2	29	33	7	1	558.8	399.3
11490	1	G25	2	29	34	7	1	304.8	NA
11491	1	G60	2	29	35	7	1	762.0	576.1
11492	1	G26	2	30	36	7	1	939.8	496.8
11493	1	G27	2	30	37	7	1	685.8	518.2
11494	1	G34	2	30	38	7	1	1016.0	615.7
11495	1	G07	2	30	39	7	1	838.2	643.1
11496	1	G15	2	30	40	7	1	685.8	533.4
11497	1	G40	2	30	41	7	1	558.8	536.4
11498	1	G09	2	30	42	7	1	812.8	582.2
11499	1	G35	2	31	43	7	1	914.4	716.3
11500	1	G60	2	31	44	7	1	838.2	646.2
11501	1	G25	2	31	45	7	1	711.2	576.1
11502	1	G21	2	31	46	7	1	965.2	694.9
11503	1	G27	2	31	47	7	1	914.4	630.9
11504	1	G39	2	31	48	7	1	863.6	627.9
11505	1	G43	2	31	49	7	1	838.2	579.1
11506	1	G60	2	32	50	7	1	406.4	390.1
11507	1	G27	2	32	51	7	1	762.0	576.1
11508	1	G14	2	32	52	7	1	762.0	582.2
11509	1	G39	2	32	53	7	1	711.2	533.4
11510	1	G21	2	32	54	7	1	635.0	563.9
11511	1	G04	2	32	55	7	1	533.4	509.0
11512	1	G09	2	32	56	7	1	736.6	490.7
11513	1	G25	2	32	56	8	1	NA	NA
11514	1	G35	2	32	55	8	0	NA	NA
11515	1	G11	2	32	54	8	1	533.4	448.1
11516	1	G43	2	32	53	8	1	1016.0	649.2
11517	1	G47	2	32	52	8	1	939.8	649.2
11518	1	G56	2	32	51	8	1	787.4	570.0
11519	1	G53	2	32	50	8	1	685.8	524.3
11520	1	G47	2	31	49	8	1	711.2	530.4
11521	1	G53	2	31	48	8	1	838.2	566.9
11522	1	G56	2	31	47	8	1	812.8	545.6
11523	1	G14	2	31	46	8	1	939.8	606.6
11524	1	G04	2	31	45	8	1	685.8	539.5
11525	1	G09	2	31	44	8	1	203.2	NA
11526	1	G11	2	31	43	8	1	939.8	627.9
11527	1	G43	2	30	42	8	1	812.8	664.5
11528	1	G48	2	30	41	8	1	685.8	506.0
11529	1	G51	2	30	40	8	1	889.0	676.7
11530	1	G04	2	30	39	8	1	711.2	585.2
11531	1	G56	2	30	38	8	1	990.6	615.7
11532	1	G61	2	30	37	8	1	914.4	658.4
11533	1	G20	2	30	36	8	1	406.4	356.6
11534	1	G04	2	29	35	8	1	762.0	530.4
11535	1	G09	2	29	34	8	1	533.4	487.7
11536	1	G27	2	29	33	8	1	482.6	445.0
11537	1	G11	2	29	32	8	1	838.2	597.4
11538	1	G35	2	29	31	8	1	482.6	472.4
11539	1	G43	2	29	30	8	1	736.6	634.0
11540	1	G21	2	29	29	8	1	482.6	502.9
11541	1	G25	2	28	28	8	1	508.0	420.6
11542	1	G27	2	28	27	8	1	533.4	512.1
11543	1	G14	2	28	26	8	1	685.8	524.3
11544	1	G35	2	28	25	8	1	711.2	597.4
11545	1	G39	2	28	24	8	1	660.4	579.1
11546	1	G55	2	28	23	8	1	812.8	649.2
11547	1	G42	2	28	22	8	1	990.6	719.3
11548	1	G29	2	27	21	8	1	685.8	518.2
11549	1	G11	2	27	20	8	1	685.8	527.3
11550	1	G39	2	27	19	8	1	635.0	560.8
11551	1	G42	2	27	18	8	1	736.6	545.6
11552	1	G55	2	27	17	8	1	635.0	527.3
11553	1	G14	2	27	16	8	1	635.0	502.9
11554	1	G21	2	27	15	8	1	635.0	576.1
11555	1	G60	2	26	14	8	1	762.0	554.7
11556	1	G44	2	26	13	8	1	711.2	524.3
11557	1	G55	2	26	12	8	1	228.6	310.9
11558	1	G03	2	26	11	8	1	609.6	536.4
11559	1	G10	2	26	10	8	1	736.6	582.2
11560	1	G52	2	26	9	8	1	762.0	573.0
11561	1	G25	2	26	8	8	1	838.2	597.4
11562	1	G55	2	25	7	8	1	660.4	551.7
11563	1	G35	2	25	6	8	1	660.4	527.3
11564	1	G52	2	25	5	8	1	914.4	606.6
11565	1	G60	2	25	4	8	1	736.6	618.7
11566	1	G10	2	25	3	8	1	635.0	484.6
11567	1	G16	2	25	2	8	1	838.2	624.8
11568	1	G22	2	25	1	8	1	711.2	576.1
11569	1	G47	2	33	1	9	1	762.0	579.1
11570	1	G53	2	33	2	9	1	558.8	496.8
11571	1	G11	2	33	3	9	1	431.8	469.4
11572	1	G56	2	33	4	9	1	711.2	542.5
11573	1	G14	2	33	5	9	1	736.6	570.0
11574	1	G04	2	33	6	9	1	228.6	320.0
11575	1	G25	2	33	7	9	1	558.8	417.6
11576	1	G51	2	34	8	9	1	787.4	536.4
11577	1	G04	2	34	9	9	1	584.2	487.7
11578	1	G09	2	34	10	9	1	482.6	472.4
11579	1	G35	2	34	11	9	1	254.0	420.6
11580	1	G56	2	34	12	9	1	787.4	570.0
11581	1	G60	2	34	13	9	1	711.2	624.8
11582	1	G11	2	34	14	9	1	609.6	548.6
11583	1	G15	2	35	15	9	1	787.4	630.9
11584	1	G21	2	35	16	9	1	685.8	426.7
11585	1	G51	2	35	17	9	1	889.0	634.0
11586	1	G48	2	35	18	9	1	584.2	515.1
11587	1	G61	2	35	19	9	1	558.8	502.9
11588	1	G56	2	35	20	9	1	914.4	579.1
11589	1	G43	2	35	21	9	1	660.4	509.0
11590	1	G09	2	36	22	9	1	330.2	420.6
11591	1	G25	2	36	23	9	1	584.2	445.0
11592	1	G11	2	36	24	9	1	457.2	487.7
11593	1	G56	2	36	25	9	1	533.4	493.8
11594	1	G36	2	36	26	9	1	558.8	445.0
11595	1	G04	2	36	27	9	1	660.4	533.4
11596	1	G14	2	36	28	9	1	736.6	551.7
11597	1	G48	2	37	29	9	1	736.6	582.2
11598	1	G27	2	37	30	9	1	431.8	448.1
11599	1	G26	2	37	31	9	1	685.8	563.9
11600	1	G61	2	37	32	9	1	457.2	496.8
11601	1	G07	2	37	33	9	1	584.2	524.3
11602	1	G40	2	37	34	9	1	482.6	448.1
11603	1	G09	2	37	35	9	1	355.6	390.1
11604	1	G09	2	38	36	9	1	736.6	560.8
11605	1	G26	2	38	37	9	1	711.2	588.3
11606	1	G27	2	38	38	9	1	584.2	417.6
11607	1	G04	2	38	39	9	1	812.8	621.8
11608	1	G40	2	38	40	9	1	889.0	634.0
11609	1	G61	2	38	41	9	1	914.4	637.0
11610	1	G11	2	38	42	9	1	482.6	490.7
11611	1	G43	2	39	43	9	1	863.6	658.4
11612	1	G07	2	39	44	9	1	711.2	597.4
11613	1	G11	2	39	45	9	1	838.2	591.3
11614	1	G48	2	39	46	9	1	762.0	585.2
11615	1	G15	2	39	47	9	1	914.4	600.5
11616	1	G27	2	39	48	9	0	NA	NA
11617	1	G21	2	39	49	9	1	863.6	582.2
11618	1	G26	2	40	50	9	0	NA	NA
11619	1	G43	2	40	51	9	1	381.0	405.4
11620	1	G05	2	40	52	9	1	660.4	618.7
11621	1	G61	2	40	53	9	1	711.2	579.1
11622	1	G07	2	40	54	9	1	787.4	588.3
11623	1	G56	2	40	55	9	1	787.4	594.4
11624	1	G34	2	40	56	9	1	787.4	548.6
11625	1	G09	2	40	56	10	1	381.0	387.1
11626	1	G28	2	40	55	10	1	762.0	551.7
11627	1	G38	2	40	54	10	1	838.2	594.4
11628	1	G15	2	40	53	10	1	863.6	627.9
11629	1	G21	2	40	52	10	1	812.8	560.8
11630	1	G48	2	40	51	10	1	1016.0	579.1
11631	1	G51	2	40	50	10	1	NA	481.6
11632	1	G40	2	39	49	10	1	711.2	557.8
11633	1	G26	2	39	48	10	1	254.0	317.0
11634	1	G51	2	39	47	10	1	838.2	533.4
11635	1	G56	2	39	46	10	1	914.4	627.9
11636	1	G33	2	39	45	10	1	812.8	618.7
11637	1	G61	2	39	44	10	1	1041.4	743.7
11638	1	G04	2	39	43	10	1	939.8	685.8
11639	1	G14	2	38	42	10	1	254.0	371.9
11640	1	G21	2	38	41	10	1	863.6	667.5
11641	1	G51	2	38	40	10	1	812.8	563.9
11642	1	G33	2	38	39	10	1	787.4	673.6
11643	1	G43	2	38	38	10	1	762.0	579.1
11644	1	G48	2	38	37	10	1	330.2	378.0
11645	1	G56	2	38	36	10	1	762.0	570.0
11646	1	G34	2	37	35	10	1	762.0	573.0
11647	1	G51	2	37	34	10	1	711.2	515.1
11648	1	G43	2	37	33	10	1	482.6	487.7
11649	1	G56	2	37	32	10	1	685.8	518.2
11650	1	G04	2	37	31	10	1	584.2	509.0
11651	1	G15	2	37	30	10	1	558.8	499.9
11652	1	G21	2	37	29	10	1	558.8	481.6
11653	1	G40	2	36	28	10	1	635.0	548.6
11654	1	G21	2	36	27	10	1	533.4	442.0
11655	1	G27	2	36	26	10	1	254.0	335.3
11656	1	G43	2	36	25	10	1	660.4	533.4
11657	1	G47	2	36	24	10	1	584.2	460.2
11658	1	G51	2	36	23	10	1	609.6	475.5
11659	1	G60	2	36	22	10	1	533.4	506.0
11660	1	G26	2	35	21	10	1	635.0	542.5
11661	1	G04	2	35	20	10	1	660.4	536.4
11662	1	G07	2	35	19	10	1	533.4	478.5
11663	1	G11	2	35	18	10	1	736.6	621.8
11664	1	G33	2	35	17	10	1	762.0	630.9
11665	1	G40	2	35	16	10	1	660.4	527.3
11666	1	G27	2	35	15	10	1	609.6	545.6
11667	1	G14	2	34	14	10	1	635.0	524.3
11668	1	G21	2	34	13	10	1	889.0	646.2
11669	1	G25	2	34	12	10	1	609.6	533.4
11670	1	G40	2	34	11	10	1	787.4	606.6
11671	1	G27	2	34	10	10	1	533.4	490.7
11672	1	G43	2	34	9	10	1	711.2	582.2
11673	1	G47	2	34	8	10	1	812.8	646.2
11674	1	G21	2	33	7	10	1	787.4	576.1
11675	1	G35	2	33	6	10	1	787.4	637.0
11676	1	G27	2	33	5	10	1	533.4	466.3
11677	1	G09	2	33	4	10	1	482.6	414.5
11678	1	G39	2	33	3	10	1	355.6	393.2
11679	1	G60	2	33	2	10	0	NA	NA
11680	1	G43	2	33	1	10	1	635.0	475.5
11681	1	G53	2	41	1	11	1	482.6	435.9
11682	1	G37	2	41	2	11	1	508.0	408.4
11683	1	G58	2	41	3	11	1	584.2	509.0
11684	1	G06	2	41	4	11	1	635.0	499.9
11685	1	G31	2	41	5	11	1	381.0	378.0
11686	1	G40	2	41	6	11	1	609.6	518.2
11687	1	G45	2	41	7	11	1	NA	NA
11688	1	G46	2	42	8	11	1	482.6	344.4
11689	1	G55	2	42	9	11	1	228.6	274.3
11690	1	G32	2	42	10	11	1	762.0	615.7
11691	1	G59	2	42	11	11	1	584.2	502.9
11692	1	G17	2	42	12	11	1	558.8	463.3
11693	1	G01	2	42	13	11	1	635.0	509.0
11694	1	G06	2	42	14	11	1	660.4	530.4
11695	1	G49	2	43	15	11	1	812.8	594.4
11696	1	G54	2	43	16	11	1	609.6	554.7
11697	1	G24	2	43	17	11	1	787.4	554.7
11698	1	G59	2	43	18	11	1	457.2	490.7
11699	1	G02	2	43	19	11	1	609.6	499.9
11700	1	G11	2	43	20	11	1	660.4	533.4
11701	1	G17	2	43	21	11	1	711.2	502.9
11702	1	G01	2	44	22	11	1	736.6	563.9
11703	1	G46	2	44	23	11	1	609.6	496.8
11704	1	G59	2	44	24	11	1	711.2	527.3
11705	1	G54	2	44	25	11	1	635.0	475.5
11706	1	G36	2	44	26	11	1	457.2	423.7
11707	1	G06	2	44	27	11	1	508.0	448.1
11708	1	G42	2	44	28	11	1	711.2	533.4
11709	1	G23	2	45	29	11	1	685.8	591.3
11710	1	G37	2	45	30	11	1	736.6	606.6
11711	1	G42	2	45	31	11	1	889.0	637.0
11712	1	G58	2	45	32	11	1	838.2	612.6
11713	1	G53	2	45	33	11	1	635.0	530.4
11714	1	G01	2	45	34	11	1	812.8	640.1
11715	1	G31	2	45	35	11	1	660.4	588.3
11716	1	G12	2	46	36	11	1	584.2	432.8
11717	1	G05	2	46	37	11	1	635.0	481.6
11718	1	G19	2	46	38	11	1	787.4	582.2
11719	1	G24	2	46	39	11	1	533.4	521.2
11720	1	G16	2	46	40	11	1	660.4	609.6
11721	1	G59	2	46	41	11	1	889.0	698.0
11722	1	G49	2	46	42	11	1	482.6	451.1
11723	1	G01	2	47	43	11	1	584.2	554.7
11724	1	G06	2	47	44	11	1	990.6	688.8
11725	1	G31	2	47	45	11	1	1016.0	734.6
11726	1	G18	2	47	46	11	1	279.4	329.2
11727	1	G45	2	47	47	11	1	711.2	624.8
11728	1	G13	2	47	48	11	1	914.4	585.2
11729	1	G16	2	47	49	11	1	812.8	637.0
11730	1	G18	2	48	50	11	1	457.2	484.6
11731	1	G31	2	48	51	11	1	939.8	655.3
11732	1	G01	2	48	52	11	1	838.2	667.5
11733	1	G20	2	48	53	11	1	787.4	624.8
11734	1	G32	2	48	54	11	1	787.4	637.0
11735	1	G25	2	48	55	11	1	736.6	560.8
11736	1	G36	2	48	56	11	1	787.4	591.3
11737	1	G55	2	48	56	12	1	787.4	621.8
11738	1	G57	2	48	55	12	1	711.2	542.5
11739	1	G06	2	48	54	12	1	711.2	560.8
11740	1	G42	2	48	53	12	1	812.8	694.9
11741	1	G44	2	48	52	12	1	863.6	658.4
11742	1	G12	2	48	51	12	1	457.2	423.7
11743	1	G50	2	48	50	12	1	889.0	609.6
11744	1	G23	2	47	49	12	1	685.8	591.3
11745	1	G33	2	47	48	12	1	762.0	655.3
11746	1	G37	2	47	47	12	1	736.6	585.2
11747	1	G40	2	47	46	12	1	787.4	603.5
11748	1	G50	2	47	45	12	1	762.0	582.2
11749	1	G53	2	47	44	12	1	838.2	594.4
11750	1	G58	2	47	43	12	1	609.6	542.5
11751	1	G30	2	46	42	12	1	685.8	554.7
11752	1	G41	2	46	41	12	1	558.8	515.1
11753	1	G32	2	46	40	12	1	812.8	649.2
11754	1	G36	2	46	39	12	1	939.8	612.6
11755	1	G54	2	46	38	12	1	635.0	554.7
11756	1	G01	2	46	37	12	1	558.8	445.0
11757	1	G46	2	46	36	12	1	609.6	475.5
11758	1	G06	2	45	35	12	1	965.2	603.5
11759	1	G50	2	45	34	12	1	736.6	570.0
11760	1	G45	2	45	33	12	1	812.8	606.6
11761	1	G33	2	45	32	12	1	787.4	594.4
11762	1	G13	2	45	31	12	1	838.2	536.4
11763	1	G18	2	45	30	12	1	508.0	445.0
11764	1	G16	2	45	29	12	1	660.4	554.7
11765	1	G12	2	44	28	12	1	584.2	481.6
11766	1	G17	2	44	27	12	1	711.2	563.9
11767	1	G20	2	44	26	12	1	635.0	506.0
11768	1	G24	2	44	25	12	1	406.4	335.3
11769	1	G30	2	44	24	12	1	635.0	521.2
11770	1	G32	2	44	23	12	1	635.0	548.6
11771	1	G49	2	44	22	12	1	660.4	609.6
11772	1	G05	2	43	21	12	1	762.0	521.2
11773	1	G41	2	43	20	12	1	711.2	548.6
11774	1	G18	2	43	19	12	1	736.6	536.4
11775	1	G46	2	43	18	12	1	889.0	588.3
11776	1	G30	2	43	17	12	1	1066.8	713.2
11777	1	G31	2	43	16	12	1	685.8	563.9
11778	1	G38	2	43	15	12	1	914.4	673.6
11779	1	G12	2	42	14	12	1	762.0	573.0
11780	1	G30	2	42	13	12	1	736.6	518.2
11781	1	G20	2	42	12	12	1	965.2	630.9
11782	1	G42	2	42	11	12	1	965.2	652.3
11783	1	G36	2	42	10	12	1	711.2	521.2
11784	1	G24	2	42	9	12	1	990.6	618.7
11785	1	G50	2	42	8	12	1	609.6	448.1
11786	1	G33	2	41	7	12	1	635.0	521.2
11787	1	G50	2	41	6	12	1	431.8	402.3
11788	1	G01	2	41	5	12	1	736.6	594.4
11789	1	G13	2	41	4	12	1	584.2	484.6
11790	1	G16	2	41	3	12	1	584.2	493.8
11791	1	G18	2	41	2	12	1	482.6	426.7
11792	1	G23	2	41	1	12	1	609.6	493.8
11793	1	G16	2	49	1	13	1	508.0	463.3
11794	1	G18	2	49	2	13	1	609.6	496.8
11795	1	G53	2	49	3	13	1	609.6	521.2
11796	1	G23	2	49	4	13	1	330.2	384.0
11797	1	G58	2	49	5	13	1	635.0	536.4
11798	1	G01	2	49	6	13	1	762.0	573.0
11799	1	G40	2	49	7	13	1	711.2	646.2
11800	1	G07	2	50	8	13	1	863.6	646.2
11801	1	G31	2	50	9	13	1	914.4	673.6
11802	1	G02	2	50	10	13	1	965.2	658.4
11803	1	G58	2	50	11	13	1	889.0	652.3
11804	1	G41	2	50	12	13	1	711.2	560.8
11805	1	G17	2	50	13	13	0	NA	NA
11806	1	G19	2	50	14	13	1	787.4	545.6
11807	1	G24	2	51	15	13	1	762.0	621.8
11808	1	G11	2	51	16	13	1	711.2	527.3
11809	1	G42	2	51	17	13	1	990.6	637.0
11810	1	G30	2	51	18	13	1	863.6	530.4
11811	1	G55	2	51	19	13	0	NA	NA
11812	1	G59	2	51	20	13	1	812.8	585.2
11813	1	G32	2	51	21	13	0	NA	NA
11814	1	G19	2	52	22	13	1	762.0	542.5
11815	1	G24	2	52	23	13	1	635.0	533.4
11816	1	G12	2	52	24	13	1	NA	NA
11817	1	G46	2	52	25	13	1	508.0	454.2
11818	1	G59	2	52	26	13	1	431.8	429.8
11819	1	G30	2	52	27	13	1	533.4	451.1
11820	1	G17	2	52	28	13	1	406.4	393.2
11821	1	G29	2	53	29	13	1	609.6	487.7
11822	1	G33	2	53	30	13	1	762.0	545.6
11823	1	G19	2	53	31	13	1	685.8	518.2
11824	1	G45	2	53	32	13	1	558.8	496.8
11825	1	G23	2	53	33	13	1	914.4	624.8
11826	1	G37	2	53	34	13	1	406.4	460.2
11827	1	G41	2	53	35	13	1	609.6	448.1
11828	1	G32	2	54	36	13	1	914.4	685.8
11829	1	G31	2	54	37	13	1	787.4	649.2
11830	1	G42	2	54	38	13	1	1016.0	749.8
11831	1	G45	2	54	39	13	1	939.8	615.7
11832	1	G36	2	54	40	13	1	965.2	637.0
11833	1	G01	2	54	41	13	1	838.2	637.0
11834	1	G22	2	54	42	13	1	762.0	594.4
11835	1	G51	2	55	43	13	1	711.2	563.9
11836	1	G37	2	55	44	13	1	711.2	533.4
11837	1	G18	2	55	45	13	1	279.4	338.3
11838	1	G13	2	55	46	13	1	584.2	512.1
11839	1	G15	2	55	47	13	1	711.2	566.9
11840	1	G53	2	55	48	13	1	660.4	554.7
11841	1	G29	2	55	49	13	1	889.0	646.2
11842	1	G06	2	56	50	13	1	609.6	573.0
11843	1	G01	2	56	51	13	1	736.6	606.6
11844	1	G12	2	56	52	13	1	863.6	594.4
11845	1	G20	2	56	53	13	1	406.4	408.4
11846	1	G46	2	56	54	13	1	762.0	621.8
11847	1	G36	2	56	55	13	1	635.0	518.2
11848	1	G50	2	56	56	13	1	812.8	615.7
11849	1	G30	2	56	56	14	1	762.0	597.4
11850	1	G24	2	56	55	14	1	609.6	609.6
11851	1	G32	2	56	54	14	0	NA	NA
11852	1	G55	2	56	53	14	1	939.8	676.7
11853	1	G18	2	56	52	14	1	558.8	557.8
11854	1	G59	2	56	51	14	1	939.8	694.9
11855	1	G42	2	56	50	14	1	787.4	667.5
11856	1	G58	2	55	49	14	1	863.6	646.2
11857	1	G45	2	55	48	14	1	685.8	579.1
11858	1	G02	2	55	47	14	1	685.8	524.3
11859	1	G07	2	55	46	14	1	736.6	591.3
11860	1	G22	2	55	45	14	1	711.2	621.8
11861	1	G33	2	55	44	14	1	736.6	637.0
11862	1	G40	2	55	43	14	1	787.4	664.5
11863	1	G50	2	54	42	14	1	711.2	536.4
11864	1	G18	2	54	41	14	1	609.6	545.6
11865	1	G55	2	54	40	14	1	635.0	594.4
11866	1	G06	2	54	39	14	1	508.0	524.3
11867	1	G58	2	54	38	14	1	762.0	594.4
11868	1	G12	2	54	37	14	1	330.2	399.3
11869	1	G20	2	54	36	14	1	787.4	646.2
11870	1	G51	2	53	35	14	1	812.8	606.6
11871	1	G16	2	53	34	14	1	609.6	563.9
11872	1	G53	2	53	33	14	0	NA	NA
11873	1	G58	2	53	32	14	1	711.2	576.1
11874	1	G13	2	53	31	14	1	609.6	512.1
11875	1	G02	2	53	30	14	1	736.6	570.0
11876	1	G07	2	53	29	14	1	863.6	591.3
11877	1	G32	2	52	28	14	1	660.4	566.9
11878	1	G36	2	52	27	14	1	711.2	551.7
11879	1	G41	2	52	26	14	1	533.4	442.0
11880	1	G05	2	52	25	14	1	685.8	530.4
11881	1	G54	2	52	24	14	1	381.0	384.0
11882	1	G02	2	52	23	14	1	736.6	554.7
11883	1	G49	2	52	22	14	1	914.4	676.7
11884	1	G20	2	51	21	14	1	914.4	670.6
11885	1	G36	2	51	20	14	1	838.2	560.8
11886	1	G01	2	51	19	14	1	787.4	554.7
11887	1	G46	2	51	18	14	1	914.4	585.2
11888	1	G18	2	51	17	14	1	584.2	417.6
11889	1	G50	2	51	16	14	1	584.2	530.4
11890	1	G06	2	51	15	14	1	431.8	420.6
11891	1	G54	2	50	14	14	1	NA	NA
11892	1	G14	2	50	13	14	1	330.2	341.4
11893	1	G23	2	50	12	14	1	609.6	515.1
11894	1	G29	2	50	11	14	1	889.0	646.2
11895	1	G37	2	50	10	14	1	838.2	664.5
11896	1	G45	2	50	9	14	1	558.8	524.3
11897	1	G49	2	50	8	14	1	660.4	557.8
11898	1	G07	2	49	7	14	1	685.8	637.0
11899	1	G37	2	49	6	14	1	812.8	615.7
11900	1	G33	2	49	5	14	1	736.6	643.1
11901	1	G13	2	49	4	14	1	508.0	423.7
11902	1	G29	2	49	3	14	1	431.8	435.9
11903	1	G45	2	49	2	14	1	762.0	627.9
11904	1	G50	2	49	1	14	1	660.4	493.8
11905	1	G29	2	57	1	15	1	584.2	448.1
11906	1	G05	2	57	2	15	1	660.4	515.1
11907	1	G46	2	57	3	15	1	609.6	478.5
11908	1	G49	2	57	4	15	1	533.4	481.6
11909	1	G54	2	57	5	15	1	457.2	405.4
11910	1	G17	2	57	6	15	1	508.0	448.1
11911	1	G38	2	57	7	15	1	762.0	579.1
11912	1	G06	2	58	8	15	1	685.8	490.7
11913	1	G01	2	58	9	15	1	863.6	563.9
11914	1	G12	2	58	10	15	1	863.6	481.6
11915	1	G20	2	58	11	15	1	939.8	655.3
11916	1	G57	2	58	12	15	1	914.4	615.7
11917	1	G18	2	58	13	15	1	939.8	597.4
11918	1	G24	2	58	14	15	1	736.6	536.4
11919	1	G58	2	59	15	15	1	660.4	469.4
11920	1	G01	2	59	16	15	1	685.8	533.4
11921	1	G23	2	59	17	15	1	838.2	570.0
11922	1	G33	2	59	18	15	1	812.8	591.3
11923	1	G06	2	59	19	15	1	558.8	445.0
11924	1	G37	2	59	20	15	1	457.2	411.5
11925	1	G18	2	59	21	15	0	NA	NA
11926	1	G19	2	60	22	15	1	482.6	408.4
11927	1	G41	2	60	23	15	1	762.0	560.8
11928	1	G49	2	60	24	15	1	406.4	438.9
11929	1	G58	2	60	25	15	1	939.8	652.3
11930	1	G33	2	60	26	15	1	939.8	566.9
11931	1	G23	2	60	27	15	1	635.0	563.9
11932	1	G07	2	60	28	15	0	NA	NA
11933	1	G32	2	61	29	15	1	711.2	557.8
11934	1	G57	2	61	30	15	1	685.8	533.4
11935	1	G50	2	61	31	15	1	863.6	536.4
11936	1	G18	2	61	32	15	1	482.6	411.5
11937	1	G55	2	61	33	15	1	635.0	463.3
11938	1	G36	2	61	34	15	1	660.4	478.5
11939	1	G42	2	61	35	15	1	711.2	539.5
11940	1	G17	2	62	36	15	1	762.0	527.3
11941	1	G30	2	62	37	15	1	635.0	566.9
11942	1	G59	2	62	38	15	1	660.4	521.2
11943	1	G05	2	62	39	15	1	711.2	600.5
11944	1	G19	2	62	40	15	1	660.4	512.1
11945	1	G32	2	62	41	15	1	787.4	582.2
11946	1	G49	2	62	42	15	1	685.8	563.9
11947	1	G05	2	63	43	15	1	609.6	496.8
11948	1	G59	2	63	44	15	1	762.0	612.6
11949	1	G41	2	63	45	15	1	635.0	536.4
11950	1	G11	2	63	46	15	1	939.8	634.0
11951	1	G46	2	63	47	15	1	787.4	551.7
11952	1	G17	2	63	48	15	1	635.0	548.6
11953	1	G31	2	63	49	15	1	711.2	585.2
11954	1	G59	2	64	50	15	1	762.0	570.0
