IDD	Test	Genotype	Rep	Iblock	Row	Column	Surv	DBH	HT
10001	1	G41	1	1	1	1	1	736.6	557.8
10002	1	G33	1	1	2	1	1	685.8	588.3
10003	1	G22	1	1	3	1	1	838.2	551.7
10004	1	G31	1	1	4	1	1	660.4	539.5
10005	1	G18	1	1	5	1	1	406.4	411.5
10006	1	G01	1	1	6	1	1	508.0	417.6
10007	1	G05	1	1	7	1	1	711.2	518.2
10008	1	G54	1	2	8	1	1	609.6	463.3
10009	1	G30	1	2	9	1	1	482.6	466.3
10010	1	G17	1	2	10	1	1	736.6	527.3
10011	1	G58	1	2	11	1	1	584.2	472.4
10012	1	G37	1	2	12	1	1	431.8	442.0
10013	1	G07	1	2	13	1	1	736.6	600.5
10014	1	G42	1	2	14	1	1	711.2	566.9
10015	1	G38	1	3	15	1	1	711.2	518.2
10016	1	G33	1	3	16	1	1	736.6	606.6
10017	1	G50	1	3	17	1	1	736.6	576.1
10018	1	G20	1	3	18	1	1	660.4	539.5
10019	1	G01	1	3	19	1	1	508.0	442.0
10020	1	G11	1	3	20	1	1	584.2	506.0
10021	1	G41	1	3	21	1	1	609.6	502.9
10022	1	G17	1	4	22	1	1	609.6	509.0
10023	1	G13	1	4	23	1	1	736.6	530.4
10024	1	G49	1	4	24	1	1	508.0	463.3
10025	1	G54	1	4	25	1	1	584.2	466.3
10026	1	G07	1	4	26	1	1	431.8	390.1
10027	1	G19	1	4	27	1	1	762.0	536.4
10028	1	G24	1	4	28	1	1	685.8	539.5
10029	1	G58	1	5	29	1	1	558.8	445.0
10030	1	G02	1	5	30	1	0	NA	NA
10031	1	G54	1	5	31	1	1	508.0	411.5
10032	1	G30	1	5	32	1	1	406.4	393.2
10033	1	G07	1	5	33	1	1	482.6	442.0
10034	1	G37	1	5	34	1	1	431.8	323.1
10035	1	G13	1	5	35	1	1	279.4	323.1
10036	1	G41	1	6	36	1	1	355.6	350.5
10037	1	G45	1	6	37	1	1	482.6	481.6
10038	1	G05	1	6	38	1	1	635.0	457.2
10039	1	G54	1	6	39	1	1	482.6	457.2
10040	1	G17	1	6	40	1	1	787.4	588.3
10041	1	G33	1	6	41	1	1	787.4	634.0
10042	1	G30	1	6	42	1	1	355.6	457.2
10043	1	G37	1	7	43	1	1	965.2	603.5
10044	1	G50	1	7	44	1	1	609.6	524.3
10045	1	G17	1	7	45	1	0	NA	NA
10046	1	G41	1	7	46	1	1	609.6	438.9
10047	1	G20	1	7	47	1	1	457.2	463.3
10048	1	G45	1	7	48	1	1	431.8	435.9
10049	1	G54	1	7	49	1	1	660.4	509.0
10050	1	G54	1	8	50	1	1	635.0	484.6
10051	1	G13	1	8	51	1	1	609.6	472.4
10052	1	G45	1	8	52	1	1	660.4	551.7
10053	1	G33	1	8	53	1	1	812.8	542.5
10054	1	G49	1	8	54	1	1	558.8	454.2
10055	1	G40	1	8	55	1	1	635.0	493.8
10056	1	G20	1	8	56	1	1	584.2	499.9
10057	1	G58	1	8	56	2	1	889.0	609.6
10058	1	G17	1	8	55	2	1	736.6	533.4
10059	1	G02	1	8	54	2	1	584.2	493.8
10060	1	G07	1	8	53	2	0	NA	NA
10061	1	G24	1	8	52	2	0	NA	NA
10062	1	G30	1	8	51	2	1	457.2	472.4
10063	1	G37	1	8	50	2	1	533.4	463.3
10064	1	G33	1	7	49	2	1	558.8	521.2
10065	1	G59	1	7	48	2	1	381.0	405.4
10066	1	G02	1	7	47	2	1	558.8	460.2
10067	1	G13	1	7	46	2	1	660.4	496.8
10068	1	G05	1	7	45	2	1	558.8	414.5
10069	1	G24	1	7	44	2	1	736.6	548.6
10070	1	G30	1	7	43	2	1	279.4	341.4
10071	1	G59	1	6	42	2	1	685.8	484.6
10072	1	G50	1	6	41	2	1	838.2	554.7
10073	1	G37	1	6	40	2	1	584.2	493.8
10074	1	G02	1	6	39	2	1	736.6	518.2
10075	1	G20	1	6	38	2	1	558.8	493.8
10076	1	G12	1	6	37	2	1	406.4	NA
10077	1	G24	1	6	36	2	1	736.6	600.5
10078	1	G40	1	5	35	2	1	533.4	487.7
10079	1	G19	1	5	34	2	1	584.2	496.8
10080	1	G45	1	5	33	2	1	482.6	469.4
10081	1	G17	1	5	32	2	1	609.6	408.4
10082	1	G49	1	5	31	2	1	584.2	493.8
10083	1	G24	1	5	30	2	1	584.2	496.8
10084	1	G33	1	5	29	2	1	533.4	432.8
10085	1	G44	1	4	28	2	1	660.4	521.2
10086	1	G30	1	4	27	2	1	482.6	454.2
10087	1	G40	1	4	26	2	1	482.6	442.0
10088	1	G32	1	4	25	2	1	660.4	521.2
10089	1	G37	1	4	24	2	1	457.2	469.4
10090	1	G58	1	4	23	2	1	736.6	506.0
10091	1	G02	1	4	22	2	1	635.0	484.6
10092	1	G05	1	3	21	2	1	609.6	542.5
10093	1	G18	1	3	20	2	1	508.0	487.7
10094	1	G25	1	3	19	2	1	609.6	493.8
10095	1	G31	1	3	18	2	1	660.4	515.1
10096	1	G45	1	3	17	2	1	635.0	566.9
10097	1	G55	1	3	16	2	1	558.8	481.6
10098	1	G59	1	3	15	2	1	711.2	463.3
10099	1	G46	1	2	14	2	0	NA	NA
10100	1	G19	1	2	13	2	1	711.2	469.4
10101	1	G24	1	2	12	2	1	685.8	576.1
10102	1	G49	1	2	11	2	1	660.4	573.0
10103	1	G02	1	2	10	2	1	812.8	591.3
10104	1	G13	1	2	9	2	1	533.4	475.5
10105	1	G32	1	2	8	2	1	736.6	560.8
10106	1	G36	1	1	7	2	1	584.2	487.7
10107	1	G18	1	1	6	2	1	584.2	484.6
10108	1	G55	1	1	5	2	1	406.4	448.1
10109	1	G45	1	1	4	2	1	609.6	445.0
10110	1	G21	1	1	3	2	1	482.6	457.2
10111	1	G59	1	1	2	2	1	635.0	527.3
10112	1	G11	1	1	1	2	1	762.0	582.2
10113	1	G05	1	9	1	3	1	635.0	496.8
10114	1	G54	1	9	2	3	1	355.6	371.9
10115	1	G37	1	9	3	3	1	711.2	530.4
10116	1	G33	1	9	4	3	1	812.8	594.4
10117	1	G30	1	9	5	3	1	457.2	448.1
10118	1	G40	1	9	6	3	1	431.8	457.2
10119	1	G20	1	9	7	3	1	762.0	606.6
10120	1	G59	1	10	8	3	1	482.6	475.5
10121	1	G01	1	10	9	3	1	736.6	530.4
10122	1	G50	1	10	10	3	1	711.2	563.9
10123	1	G31	1	10	11	3	1	736.6	579.1
10124	1	G31	1	10	12	3	1	635.0	493.8
10125	1	G36	1	10	13	3	1	685.8	515.1
10126	1	G55	1	10	14	3	1	609.6	502.9
10127	1	G22	1	11	15	3	1	863.6	560.8
10128	1	G31	1	11	16	3	1	711.2	566.9
10129	1	G11	1	11	17	3	1	660.4	548.6
10130	1	G33	1	11	18	3	1	584.2	475.5
10131	1	G41	1	11	19	3	1	584.2	527.3
10132	1	G05	1	11	20	3	1	660.4	490.7
10133	1	G59	1	11	21	3	1	685.8	551.7
10134	1	G12	1	12	22	3	1	203.2	313.9
10135	1	G32	1	12	23	3	1	660.4	527.3
10136	1	G17	1	12	24	3	1	431.8	442.0
10137	1	G19	1	12	25	3	1	457.2	420.6
10138	1	G36	1	12	26	3	1	660.4	502.9
10139	1	G42	1	12	27	3	1	685.8	573.0
10140	1	G58	1	12	28	3	1	533.4	423.7
10141	1	G12	1	13	29	3	1	533.4	475.5
10142	1	G23	1	13	30	3	1	584.2	530.4
10143	1	G06	1	13	31	3	1	355.6	NA
10144	1	G55	1	13	32	3	1	457.2	481.6
10145	1	G31	1	13	33	3	1	711.2	509.0
10146	1	G31	1	13	34	3	1	660.4	487.7
10147	1	G36	1	13	35	3	1	711.2	600.5
10148	1	G54	1	14	36	3	1	NA	NA
10149	1	G05	1	14	37	3	1	381.0	405.4
10150	1	G37	1	14	38	3	1	279.4	344.4
10151	1	G58	1	14	39	3	1	457.2	396.2
10152	1	G40	1	14	40	3	1	508.0	512.1
10153	1	G45	1	14	41	3	1	609.6	524.3
10154	1	G50	1	14	42	3	1	660.4	548.6
10155	1	G14	1	15	43	3	1	635.0	560.8
10156	1	G41	1	15	44	3	1	685.8	524.3
10157	1	G33	1	15	45	3	1	457.2	493.8
10158	1	G18	1	15	46	3	1	406.4	411.5
10159	1	G59	1	15	47	3	1	330.2	344.4
10160	1	G02	1	15	48	3	1	660.4	484.6
10161	1	G05	1	15	49	3	1	660.4	460.2
10162	1	G58	1	16	50	3	1	711.2	512.1
10163	1	G37	1	16	51	3	1	584.2	539.5
10164	1	G24	1	16	52	3	1	609.6	435.9
10165	1	G50	1	16	53	3	1	660.4	530.4
10166	1	G41	1	16	54	3	1	762.0	557.8
10167	1	G02	1	16	55	3	1	863.6	545.6
10168	1	G13	1	16	56	3	0	NA	NA
10169	1	G05	1	16	56	4	1	685.8	472.4
10170	1	G45	1	16	55	4	1	685.8	582.2
10171	1	G54	1	16	54	4	1	685.8	573.0
10172	1	G16	1	16	53	4	1	812.8	591.3
10173	1	G20	1	16	52	4	1	711.2	582.2
10174	1	G30	1	16	51	4	1	660.4	512.1
10175	1	G33	1	16	50	4	1	558.8	472.4
10176	1	G20	1	15	49	4	1	584.2	512.1
10177	1	G24	1	15	48	4	1	584.2	515.1
10178	1	G50	1	15	47	4	1	635.0	515.1
10179	1	G54	1	15	46	4	1	635.0	478.5
10180	1	G30	1	15	45	4	1	584.2	460.2
10181	1	G37	1	15	44	4	1	558.8	551.7
10182	1	G45	1	15	43	4	1	508.0	475.5
10183	1	G02	1	14	42	4	1	762.0	570.0
10184	1	G13	1	14	41	4	1	762.0	539.5
10185	1	G33	1	14	40	4	1	889.0	670.6
10186	1	G24	1	14	39	4	1	812.8	627.9
10187	1	G17	1	14	38	4	1	762.0	585.2
10188	1	G20	1	14	37	4	1	838.2	661.4
10189	1	G30	1	14	36	4	1	762.0	621.8
10190	1	G41	1	13	35	4	1	660.4	560.8
10191	1	G17	1	13	34	4	1	482.6	463.3
10192	1	G59	1	13	33	4	1	584.2	521.2
10193	1	G16	1	13	32	4	1	558.8	521.2
10194	1	G45	1	13	31	4	1	635.0	496.8
10195	1	G50	1	13	30	4	1	584.2	506.0
10196	1	G01	1	13	29	4	1	685.8	493.8
10197	1	G46	1	12	28	4	1	736.6	521.2
10198	1	G29	1	12	27	4	1	482.6	454.2
10199	1	G23	1	12	26	4	1	558.8	536.4
10200	1	G49	1	12	25	4	1	660.4	551.7
10201	1	G53	1	12	24	4	1	889.0	621.8
10202	1	G01	1	12	23	4	1	736.6	554.7
10203	1	G06	1	12	22	4	1	685.8	515.1
10204	1	G45	1	11	21	4	1	584.2	515.1
10205	1	G18	1	11	20	4	1	NA	442.0
10206	1	G50	1	11	19	4	1	635.0	542.5
10207	1	G18	1	11	18	4	1	711.2	582.2
10208	1	G36	1	11	17	4	1	736.6	521.2
10209	1	G55	1	11	16	4	1	685.8	582.2
10210	1	G01	1	11	15	4	1	508.0	457.2
10211	1	G06	1	10	14	4	1	609.6	463.3
10212	1	G18	1	10	13	4	1	711.2	591.3
10213	1	G12	1	10	12	4	1	838.2	603.5
10214	1	G41	1	10	11	4	1	660.4	545.6
10215	1	G23	1	10	10	4	1	508.0	554.7
10216	1	G18	1	10	9	4	1	660.4	499.9
10217	1	G45	1	10	8	4	1	406.4	442.0
10218	1	G45	1	9	7	4	1	584.2	539.5
10219	1	G49	1	9	6	4	1	609.6	573.0
10220	1	G58	1	9	5	4	1	558.8	481.6
10221	1	G02	1	9	4	4	1	685.8	533.4
10222	1	G24	1	9	3	4	1	609.6	597.4
10223	1	G13	1	9	2	4	1	584.2	442.0
10224	1	G17	1	9	1	4	1	NA	539.5
10225	1	G20	1	17	1	5	1	838.2	606.6
10226	1	G49	1	17	2	5	1	711.2	606.6
10227	1	G45	1	17	3	5	1	584.2	442.0
10228	1	G24	1	17	4	5	1	406.4	484.6
10229	1	G33	1	17	5	5	1	939.8	731.5
10230	1	G37	1	17	6	5	0	NA	NA
10231	1	G30	1	17	7	5	1	533.4	481.6
10232	1	G41	1	18	8	5	1	558.8	487.7
10233	1	G46	1	18	9	5	1	787.4	551.7
10234	1	G31	1	18	10	5	1	584.2	533.4
10235	1	G06	1	18	11	5	1	812.8	588.3
10236	1	G36	1	18	12	5	1	685.8	551.7
10237	1	G50	1	18	13	5	1	762.0	603.5
10238	1	G55	1	18	14	5	1	711.2	551.7
10239	1	G07	1	19	15	5	1	660.4	539.5
10240	1	G58	1	19	16	5	1	558.8	478.5
10241	1	G02	1	19	17	5	1	660.4	469.4
10242	1	G13	1	19	18	5	1	609.6	463.3
10243	1	G44	1	19	19	5	1	762.0	557.8
10244	1	G54	1	19	20	5	1	685.8	472.4
10245	1	G17	1	19	21	5	1	457.2	432.8
10246	1	G58	1	20	22	5	1	584.2	490.7
10247	1	G07	1	20	23	5	1	635.0	512.1
10248	1	G49	1	20	24	5	1	457.2	442.0
10249	1	G29	1	20	25	5	1	609.6	463.3
10250	1	G13	1	20	26	5	1	711.2	515.1
10251	1	G54	1	20	27	5	1	660.4	576.1
10252	1	G32	1	20	28	5	1	558.8	512.1
10253	1	G18	1	21	29	5	1	635.0	548.6
10254	1	G41	1	21	30	5	1	609.6	563.9
10255	1	G31	1	21	31	5	1	558.8	475.5
10256	1	G31	1	21	32	5	1	609.6	518.2
10257	1	G23	1	21	33	5	1	660.4	557.8
10258	1	G12	1	21	34	5	1	711.2	612.6
10259	1	G16	1	21	35	5	1	787.4	570.0
10260	1	G45	1	22	36	5	1	660.4	573.0
10261	1	G30	1	22	37	5	1	787.4	527.3
10262	1	G24	1	22	38	5	1	762.0	536.4
10263	1	G05	1	22	39	5	1	762.0	557.8
10264	1	G50	1	22	40	5	1	1016.0	685.8
10265	1	G54	1	22	41	5	1	762.0	603.5
10266	1	G38	1	22	42	5	1	965.2	630.9
10267	1	G41	1	23	43	5	1	812.8	612.6
10268	1	G45	1	23	44	5	1	736.6	518.2
10269	1	G50	1	23	45	5	1	635.0	539.5
10270	1	G59	1	23	46	5	1	635.0	585.2
10271	1	G18	1	23	47	5	1	660.4	493.8
10272	1	G54	1	23	48	5	0	NA	NA
10273	1	G14	1	23	49	5	1	635.0	463.3
10274	1	G18	1	24	50	5	1	533.4	524.3
10275	1	G24	1	24	51	5	1	787.4	563.9
10276	1	G41	1	24	52	5	1	660.4	551.7
10277	1	G30	1	24	53	5	1	762.0	609.6
10278	1	G59	1	24	54	5	1	812.8	609.6
10279	1	G33	1	24	55	5	1	787.4	585.2
10280	1	G45	1	24	56	5	1	660.4	438.9
10281	1	G05	1	24	56	6	1	406.4	445.0
10282	1	G14	1	24	55	6	1	711.2	487.7
10283	1	G50	1	24	54	6	1	787.4	542.5
10284	1	G20	1	24	53	6	1	787.4	588.3
10285	1	G54	1	24	52	6	1	685.8	551.7
10286	1	G01	1	24	51	6	1	762.0	591.3
10287	1	G38	1	24	50	6	1	685.8	527.3
10288	1	G02	1	23	49	6	1	660.4	518.2
10289	1	G24	1	23	48	6	1	660.4	524.3
10290	1	G20	1	23	47	6	1	685.8	630.9
10291	1	G05	1	23	46	6	1	838.2	612.6
10292	1	G30	1	23	45	6	1	635.0	548.6
10293	1	G33	1	23	44	6	1	660.4	560.8
10294	1	G38	1	23	43	6	1	609.6	527.3
10295	1	G59	1	22	42	6	1	939.8	713.2
10296	1	G02	1	22	41	6	1	787.4	557.8
10297	1	G41	1	22	40	6	1	787.4	609.6
10298	1	G14	1	22	39	6	1	584.2	506.0
10299	1	G18	1	22	38	6	1	787.4	637.0
10300	1	G20	1	22	37	6	1	635.0	588.3
10301	1	G33	1	22	36	6	1	609.6	591.3
10302	1	G36	1	21	35	6	1	660.4	515.1
10303	1	G55	1	21	34	6	1	457.2	448.1
10304	1	G46	1	21	33	6	1	685.8	521.2
10305	1	G06	1	21	32	6	1	838.2	597.4
10306	1	G50	1	21	31	6	1	508.0	438.9
10307	1	G59	1	21	30	6	1	711.2	551.7
10308	1	G01	1	21	29	6	1	685.8	539.5
10309	1	G02	1	20	28	6	1	660.4	487.7
10310	1	G37	1	20	27	6	1	584.2	530.4
10311	1	G17	1	20	26	6	1	482.6	530.4
10312	1	G42	1	20	25	6	1	660.4	524.3
10313	1	G46	1	20	24	6	1	558.8	502.9
10314	1	G19	1	20	23	6	1	685.8	542.5
10315	1	G24	1	20	22	6	1	355.6	387.1
10316	1	G19	1	19	21	6	1	558.8	521.2
10317	1	G24	1	19	20	6	1	812.8	597.4
10318	1	G49	1	19	19	6	1	736.6	582.2
10319	1	G30	1	19	18	6	1	609.6	576.1
10320	1	G32	1	19	17	6	1	660.4	579.1
10321	1	G37	1	19	16	6	1	533.4	484.6
10322	1	G40	1	19	15	6	1	660.4	566.9
10323	1	G59	1	18	14	6	1	279.4	298.7
10324	1	G01	1	18	13	6	1	609.6	493.8
10325	1	G31	1	18	12	6	1	685.8	576.1
10326	1	G12	1	18	11	6	1	533.4	484.6
10327	1	G16	1	18	10	6	1	762.0	521.2
10328	1	G18	1	18	9	6	1	584.2	493.8
10329	1	G23	1	18	8	6	1	584.2	536.4
10330	1	G40	1	17	7	6	1	482.6	435.9
10331	1	G54	1	17	6	6	1	482.6	451.1
10332	1	G58	1	17	5	6	1	660.4	496.8
10333	1	G02	1	17	4	6	1	660.4	499.9
10334	1	G05	1	17	3	6	1	660.4	542.5
10335	1	G13	1	17	2	6	1	838.2	576.1
10336	1	G17	1	17	1	6	1	812.8	536.4
10337	1	G18	1	25	1	7	1	736.6	506.0
10338	1	G45	1	25	2	7	1	431.8	405.4
10339	1	G06	1	25	3	7	1	558.8	420.6
10340	1	G12	1	25	4	7	1	304.8	359.7
10341	1	G18	1	25	5	7	1	457.2	408.4
10342	1	G50	1	25	6	7	1	609.6	515.1
10343	1	G33	1	25	7	7	1	635.0	576.1
10344	1	G18	1	26	8	7	1	533.4	429.8
10345	1	G59	1	26	9	7	1	660.4	512.1
10346	1	G01	1	26	10	7	1	584.2	457.2
10347	1	G23	1	26	11	7	1	812.8	627.9
10348	1	G12	1	26	12	7	1	787.4	579.1
10349	1	G06	1	26	13	7	1	330.2	378.0
10350	1	G31	1	26	14	7	1	736.6	634.0
10351	1	G41	1	27	15	7	1	482.6	487.7
10352	1	G50	1	27	16	7	1	736.6	530.4
10353	1	G23	1	27	17	7	1	584.2	576.1
10354	1	G46	1	27	18	7	1	812.8	493.8
10355	1	G18	1	27	19	7	1	254.0	384.0
10356	1	G31	1	27	20	7	1	914.4	634.0
10357	1	G32	1	27	21	7	1	635.0	560.8
10358	1	G53	1	28	22	7	1	406.4	414.5
10359	1	G36	1	28	23	7	1	457.2	429.8
10360	1	G59	1	28	24	7	1	558.8	487.7
10361	1	G06	1	28	25	7	1	431.8	435.9
10362	1	G31	1	28	26	7	1	584.2	509.0
10363	1	G41	1	28	27	7	1	355.6	371.9
10364	1	G32	1	28	28	7	1	660.4	512.1
10365	1	G57	1	29	29	7	1	558.8	487.7
10366	1	G53	1	29	30	7	1	685.8	512.1
10367	1	G06	1	29	31	7	1	304.8	368.8
10368	1	G01	1	29	32	7	1	736.6	554.7
10369	1	G19	1	29	33	7	1	812.8	612.6
10370	1	G12	1	29	34	7	1	508.0	518.2
10371	1	G16	1	29	35	7	1	635.0	518.2
10372	1	G49	1	30	36	7	1	838.2	640.1
10373	1	G32	1	30	37	7	1	787.4	649.2
10374	1	G13	1	30	38	7	1	787.4	521.2
10375	1	G53	1	30	39	7	0	NA	NA
10376	1	G29	1	30	40	7	1	863.6	658.4
10377	1	G37	1	30	41	7	1	533.4	512.1
10378	1	G24	1	30	42	7	1	711.2	600.5
10379	1	G53	1	31	43	7	1	762.0	630.9
10380	1	G31	1	31	44	7	1	787.4	643.1
10381	1	G57	1	31	45	7	1	609.6	545.6
10382	1	G51	1	31	46	7	1	381.0	402.3
10383	1	G42	1	31	47	7	1	635.0	536.4
10384	1	G19	1	31	48	7	1	635.0	530.4
10385	1	G16	1	31	49	7	1	736.6	597.4
10386	1	G06	1	32	50	7	1	660.4	548.6
10387	1	G53	1	32	51	7	1	685.8	524.3
10388	1	G32	1	32	52	7	1	812.8	624.8
10389	1	G22	1	32	53	7	1	685.8	570.0
10390	1	G51	1	32	54	7	1	609.6	432.8
10391	1	G46	1	32	55	7	1	558.8	472.4
10392	1	G16	1	32	56	7	1	508.0	432.8
10393	1	G42	1	32	56	8	1	939.8	649.2
10394	1	G57	1	32	55	8	1	762.0	630.9
10395	1	G36	1	32	54	8	1	762.0	615.7
10396	1	G19	1	32	53	8	1	609.6	530.4
10397	1	G01	1	32	52	8	1	863.6	585.2
10398	1	G11	1	32	51	8	1	736.6	582.2
10399	1	G29	1	32	50	8	1	584.2	463.3
10400	1	G46	1	31	49	8	1	508.0	478.5
10401	1	G23	1	31	48	8	1	685.8	530.4
10402	1	G01	1	31	47	8	0	NA	NA
10403	1	G32	1	31	46	8	1	889.0	624.8
10404	1	G36	1	31	45	8	1	508.0	466.3
10405	1	G06	1	31	44	8	1	711.2	582.2
10406	1	G12	1	31	43	8	1	609.6	563.9
10407	1	G58	1	30	42	8	1	812.8	545.6
10408	1	G02	1	30	41	8	1	762.0	588.3
10409	1	G07	1	30	40	8	1	838.2	630.9
10410	1	G42	1	30	39	8	1	711.2	606.6
10411	1	G17	1	30	38	8	1	762.0	603.5
10412	1	G46	1	30	37	8	1	685.8	551.7
10413	1	G19	1	30	36	8	1	787.4	615.7
10414	1	G23	1	29	35	8	1	812.8	576.1
10415	1	G36	1	29	34	8	1	685.8	594.4
10416	1	G31	1	29	33	8	0	NA	NA
10417	1	G51	1	29	32	8	1	685.8	472.4
10418	1	G32	1	29	31	8	1	762.0	545.6
10419	1	G41	1	29	30	8	1	457.2	469.4
10420	1	G46	1	29	29	8	1	635.0	451.1
10421	1	G46	1	28	28	8	1	711.2	487.7
10422	1	G23	1	28	27	8	1	635.0	542.5
10423	1	G50	1	28	26	8	1	558.8	533.4
10424	1	G19	1	28	25	8	1	533.4	454.2
10425	1	G01	1	28	24	8	1	635.0	487.7
10426	1	G12	1	28	23	8	1	355.6	289.6
10427	1	G16	1	28	22	8	1	457.2	466.3
10428	1	G55	1	27	21	8	1	711.2	533.4
10429	1	G59	1	27	20	8	1	457.2	475.5
10430	1	G01	1	27	19	8	1	762.0	554.7
10431	1	G06	1	27	18	8	1	660.4	551.7
10432	1	G36	1	27	17	8	1	812.8	579.1
10433	1	G12	1	27	16	8	1	508.0	515.1
10434	1	G16	1	27	15	8	1	762.0	548.6
10435	1	G18	1	26	14	8	1	558.8	478.5
10436	1	G36	1	26	13	8	1	736.6	551.7
10437	1	G31	1	26	12	8	1	609.6	527.3
10438	1	G41	1	26	11	8	1	533.4	515.1
10439	1	G45	1	26	10	8	1	609.6	496.8
10440	1	G50	1	26	9	8	1	508.0	414.5
10441	1	G55	1	26	8	8	1	660.4	533.4
10442	1	G22	1	25	7	8	1	660.4	478.5
10443	1	G31	1	25	6	8	1	584.2	518.2
10444	1	G41	1	25	5	8	1	355.6	344.4
10445	1	G55	1	25	4	8	1	381.0	387.1
10446	1	G59	1	25	3	8	1	558.8	496.8
10447	1	G36	1	25	2	8	1	635.0	536.4
10448	1	G01	1	25	1	8	1	609.6	426.7
10449	1	G06	1	33	1	9	1	508.0	438.9
10450	1	G32	1	33	2	9	1	584.2	451.1
10451	1	G36	1	33	3	9	1	685.8	518.2
10452	1	G19	1	33	4	9	1	330.2	338.3
10453	1	G42	1	33	5	9	1	711.2	560.8
10454	1	G53	1	33	6	9	1	508.0	423.7
10455	1	G46	1	33	7	9	1	431.8	411.5
10456	1	G06	1	34	8	9	1	203.2	274.3
10457	1	G23	1	34	9	9	1	406.4	387.1
10458	1	G58	1	34	10	9	1	558.8	429.8
10459	1	G01	1	34	11	9	1	381.0	329.2
10460	1	G32	1	34	12	9	1	381.0	374.9
10461	1	G12	1	34	13	9	1	635.0	472.4
10462	1	G53	1	34	14	9	1	558.8	469.4
10463	1	G17	1	35	15	9	1	508.0	420.6
10464	1	G46	1	35	16	9	1	431.8	402.3
10465	1	G29	1	35	17	9	1	533.4	423.7
10466	1	G07	1	35	18	9	1	685.8	509.0
10467	1	G49	1	35	19	9	1	508.0	466.3
10468	1	G19	1	35	20	9	1	762.0	570.0
10469	1	G42	1	35	21	9	1	685.8	560.8
10470	1	G49	1	36	22	9	1	660.4	478.5
10471	1	G53	1	36	23	9	1	685.8	515.1
10472	1	G19	1	36	24	9	1	660.4	481.6
10473	1	G12	1	36	25	9	1	609.6	487.7
10474	1	G06	1	36	26	9	1	635.0	496.8
10475	1	G58	1	36	27	9	1	685.8	499.9
10476	1	G01	1	36	28	9	1	660.4	481.6
10477	1	G37	1	37	29	9	1	584.2	536.4
10478	1	G42	1	37	30	9	1	685.8	560.8
10479	1	G53	1	37	31	9	1	787.4	612.6
10480	1	G46	1	37	32	9	1	711.2	573.0
10481	1	G32	1	37	33	9	1	990.6	701.0
10482	1	G49	1	37	34	9	1	965.2	701.0
10483	1	G19	1	37	35	9	1	838.2	615.7
10484	1	G37	1	38	36	9	0	NA	NA
10485	1	G01	1	38	37	9	1	889.0	615.7
10486	1	G06	1	38	38	9	1	685.8	539.5
10487	1	G19	1	38	39	9	1	635.0	530.4
10488	1	G12	1	38	40	9	1	431.8	463.3
10489	1	G58	1	38	41	9	1	533.4	515.1
10490	1	G42	1	38	42	9	1	736.6	582.2
10491	1	G18	1	39	43	9	1	660.4	570.0
10492	1	G06	1	39	44	9	1	660.4	475.5
10493	1	G12	1	39	45	9	1	685.8	527.3
10494	1	G17	1	39	46	9	1	635.0	536.4
10495	1	G23	1	39	47	9	1	635.0	551.7
10496	1	G29	1	39	48	9	1	584.2	493.8
10497	1	G32	1	39	49	9	1	635.0	490.7
10498	1	G44	1	40	50	9	1	711.2	536.4
10499	1	G54	1	40	51	9	1	635.0	502.9
10500	1	G37	1	40	52	9	1	609.6	545.6
10501	1	G58	1	40	53	9	1	736.6	NA
10502	1	G30	1	40	54	9	1	889.0	640.1
10503	1	G40	1	40	55	9	1	762.0	533.4
10504	1	G19	1	40	56	9	1	838.2	560.8
10505	1	G49	1	40	56	10	1	736.6	603.5
10506	1	G13	1	40	55	10	1	787.4	576.1
10507	1	G32	1	40	54	10	1	812.8	609.6
10508	1	G02	1	40	53	10	1	965.2	637.0
10509	1	G07	1	40	52	10	1	685.8	563.9
10510	1	G17	1	40	51	10	1	533.4	506.0
10511	1	G24	1	40	50	10	1	711.2	533.4
10512	1	G42	1	39	49	10	1	685.8	573.0
10513	1	G49	1	39	48	10	1	609.6	524.3
10514	1	G37	1	39	47	10	1	482.6	502.9
10515	1	G53	1	39	46	10	1	558.8	442.0
10516	1	G46	1	39	45	10	1	711.2	527.3
10517	1	G58	1	39	44	10	1	635.0	524.3
10518	1	G01	1	39	43	10	1	685.8	557.8
10519	1	G29	1	38	42	10	1	635.0	582.2
10520	1	G49	1	38	41	10	1	660.4	442.0
10521	1	G46	1	38	40	10	1	635.0	499.9
10522	1	G32	1	38	39	10	1	685.8	560.8
10523	1	G17	1	38	38	10	1	838.2	630.9
10524	1	G23	1	38	37	10	1	838.2	682.8
10525	1	G53	1	38	36	10	1	711.2	594.4
10526	1	G58	1	37	35	10	1	711.2	588.3
10527	1	G02	1	37	34	10	1	863.6	609.6
10528	1	G07	1	37	33	10	1	863.6	661.4
10529	1	G12	1	37	32	10	1	914.4	685.8
10530	1	G24	1	37	31	10	1	736.6	612.6
10531	1	G29	1	37	30	10	1	NA	384.0
10532	1	G17	1	37	29	10	1	609.6	518.2
10533	1	G16	1	36	28	10	1	787.4	640.1
10534	1	G23	1	36	27	10	1	609.6	570.0
10535	1	G36	1	36	26	10	1	736.6	588.3
10536	1	G32	1	36	25	10	1	838.2	597.4
10537	1	G29	1	36	24	10	1	685.8	484.6
10538	1	G42	1	36	23	10	1	660.4	518.2
