REP	FAMILY	FEMALE	MALE	YIELD	CHECKLOT
1	FAM086	PAR0045	PAR0020	169.266	0
1	FAM118	PAR0051	PAR0020	319.767	0
1	FAM029	PAR0008	PAR0030	NA	0
1	FAM017	PAR0006	PAR0003	NA	0
1	FAM093	PAR0046	PAR0024	NA	0
1	FAM077	PAR0039	PAR0029	NA	0
1	FAM168	PAR0009	PAR0008	NA	0
1	FAM060	PAR0037	PAR0034	253.871	0
1	FAM091	PAR0046	PAR0004	317.964	0
1	FAM143	PAR0054	PAR0056	189.159	0
1	FAM002	PAR0045	PAR0046	274.214	0
1	C40	C40	C40	192.684	1
1	FAM070	PAR0040	PAR0037	NA	0
1	FAM170	PAR0045	PAR0063	178.306	0
1	FAM065	PAR0036	PAR0047	248.835	0
1	FAM115	PAR0051	PAR0004	247.79	0
1	C20	C20	C20	NA	1
1	FAM008	PAR0001	PAR0027	184.915	0
1	FAM030	PAR0009	PAR0028	208.366	0
1	FAM122	PAR0052	PAR0003	NA	0
1	FAM005	PAR0001	PAR0004	242.334	0
1	FAM141	PAR0054	PAR0009	289.689	0
1	FAM104	PAR0047	PAR0061	NA	0
1	FAM019	PAR0003	PAR0023	152.184	0
1	FAM013	PAR0038	PAR0002	NA	0
1	FAM010	PAR0002	PAR0009	140.294	0
1	FAM070	PAR0037	PAR0040	187.194	0
1	C1	C1	C1	NA	1
1	FAM166	PAR0059	PAR0061	129.35	0
1	FAM146	PAR0055	PAR0047	214.147	0
1	FAM066	PAR0049	PAR0036	NA	0
1	FAM100	PAR0047	PAR0023	NA	0
1	FAM071	PAR0037	PAR0061	243.069	0
1	FAM159	PAR0059	PAR0008	NA	0
1	FAM094	PAR0046	PAR0046	109.206	0
1	FAM103	PAR0060	PAR0047	235.74	0
1	FAM045	PAR0025	PAR0052	222.006	0
1	FAM052	PAR0032	PAR0018	147.537	0
1	FAM140	PAR0054	PAR0008	132.884	0
1	FAM050	PAR0031	PAR0032	193.353	0
1	FAM113	PAR0050	PAR0057	185.162	0
1	FAM024	PAR0004	PAR0061	NA	0
1	FAM025	PAR0006	PAR0006	NA	0
1	FAM150	PAR0056	PAR0009	NA	0
1	FAM167	PAR0060	PAR0060	NA	0
1	FAM119	PAR0051	PAR0024	342.481	0
1	FAM107	PAR0049	PAR0005	NA	0
1	FAM162	PAR0059	PAR0025	225.282	0
1	FAM164	PAR0059	PAR0042	197.061	0
1	FAM147	PAR0055	PAR0060	165.747	0
1	FAM063	PAR0035	PAR0029	NA	0
1	FAM135	PAR0053	PAR0025	201.171	0
1	FAM130	PAR0053	PAR0002	117.968	0
1	FAM042	PAR0024	PAR0024	153.455	0
1	FAM138	PAR0053	PAR0061	162.959	0
1	FAM020	PAR0003	PAR0026	NA	0
1	FAM035	PAR0012	PAR0047	NA	0
1	FAM061	PAR0040	PAR0034	222.259	0
1	FAM044	PAR0025	PAR0044	NA	0
1	FAM069	PAR0037	PAR0037	NA	0
1	FAM149	PAR0056	PAR0008	NA	0
1	FAM046	PAR0031	PAR0029	177.643	0
1	FAM121	PAR0051	PAR0061	NA	0
1	FAM131	PAR0053	PAR0007	171.181	0
1	FAM110	PAR0049	PAR0055	189.159	0
1	FAM032	PAR0009	PAR0061	201.086	0
1	C3	C3	C3	NA	1
1	FAM103	PAR0047	PAR0060	268.622	0
1	FAM051	PAR0031	PAR0061	248.059	0
1	FAM027	PAR0006	PAR0023	105.44	0
1	FAM059	PAR0034	PAR0034	NA	0
1	FAM018	PAR0003	PAR0022	NA	0
1	FAM006	PAR0001	PAR0020	143.154	0
1	FAM023	PAR0004	PAR0027	116.333	0
1	FAM034	PAR0012	PAR0003	NA	0
1	FAM116	PAR0051	PAR0010	239.613	0
1	FAM095	PAR0046	PAR0058	263.133	0
1	FAM156	PAR0058	PAR0061	151.828	0
1	FAM142	PAR0054	PAR0021	NA	0
1	FAM102	PAR0047	PAR0047	NA	0
1	FAM061	PAR0034	PAR0040	213.483	0
1	FAM155	PAR0058	PAR0051	163.502	0
1	FAM113	PAR0057	PAR0050	206.985	0
1	FAM134	PAR0053	PAR0021	NA	0
1	FAM039	PAR0020	PAR0024	143.754	0
1	FAM081	PAR0044	PAR0005	NA	0
1	FAM001	PAR0021	PAR0025	141.11	0
1	FAM124	PAR0052	PAR0006	208.308	0
1	FAM001	PAR0025	PAR0021	170.242	0
1	FAM058	PAR0033	PAR0061	NA	0
1	FAM152	PAR0056	PAR0059	NA	0
1	FAM128	PAR0052	PAR0044	NA	0
1	FAM078	PAR0039	PAR0035	202.439	0
1	FAM079	PAR0039	PAR0061	124.508	0
1	FAM087	PAR0045	PAR0024	195.946	0
1	FAM038	PAR0020	PAR0017	204.035	0
1	FAM127	PAR0052	PAR0026	NA	0
1	FAM172	PAR0064	PAR0020	227.722	0
1	FAM084	PAR0045	PAR0001	198.29	0
1	FAM056	PAR0033	PAR0033	128.412	0
1	FAM017	PAR0003	PAR0006	157.828	0
1	FAM039	PAR0024	PAR0020	131.464	0
1	FAM132	PAR0053	PAR0008	136.188	0
1	FAM050	PAR0032	PAR0031	174.557	0
2	FAM043	PAR0024	PAR0053	163.97	0
2	FAM071	PAR0037	PAR0061	191.929	0
2	FAM079	PAR0039	PAR0061	NA	0
2	FAM121	PAR0051	PAR0061	178.618	0
2	FAM082	PAR0044	PAR0006	106.296	0
2	FAM077	PAR0039	PAR0029	NA	0
2	FAM144	PAR0054	PAR0059	262.661	0
2	FAM109	PAR0049	PAR0049	NA	0
2	FAM078	PAR0039	PAR0035	176.534	0
2	FAM029	PAR0008	PAR0030	321.39	0
2	FAM138	PAR0053	PAR0061	NA	0
2	FAM173	PAR0064	PAR0051	336.057	0
2	FAM024	PAR0004	PAR0061	183.171	0
2	FAM058	PAR0033	PAR0061	NA	0
2	FAM141	PAR0054	PAR0009	210.274	0
2	FAM011	PAR0002	PAR0021	188.194	0
2	FAM039	PAR0024	PAR0020	248.353	0
2	FAM100	PAR0047	PAR0023	NA	0
2	FAM152	PAR0056	PAR0059	NA	0
2	FAM074	PAR0038	PAR0050	213.297	0
2	FAM156	PAR0058	PAR0061	169.37	0
2	C2	C2	C2	NA	1
2	FAM136	PAR0053	PAR0054	NA	0
2	C30	C30	C30	73.955	1
2	FAM089	PAR0045	PAR0058	NA	0
2	FAM135	PAR0053	PAR0025	110.741	0
2	FAM106	PAR0048	PAR0057	189.543	0
2	FAM057	PAR0033	PAR0035	NA	0
2	FAM040	PAR0020	PAR0053	156.884	0
2	FAM110	PAR0049	PAR0055	172.007	0
2	FAM132	PAR0053	PAR0008	190.124	0
2	FAM057	PAR0035	PAR0033	NA	0
2	FAM168	PAR0009	PAR0008	272.413	0
2	FAM051	PAR0031	PAR0061	278.571	0
2	FAM072	PAR0038	PAR0038	NA	0
2	FAM048	PAR0031	PAR0018	263.597	0
2	FAM142	PAR0054	PAR0021	229.443	0
2	FAM066	PAR0049	PAR0036	NA	0
2	FAM063	PAR0035	PAR0029	NA	0
2	FAM113	PAR0057	PAR0050	173.007	0
2	FAM131	PAR0053	PAR0007	NA	0
2	FAM012	PAR0002	PAR0028	NA	0
2	FAM050	PAR0032	PAR0031	168.405	0
2	FAM004	PAR0001	PAR0001	NA	0
2	FAM039	PAR0020	PAR0024	88.746	0
2	FAM033	PAR0011	PAR0020	NA	0
2	FAM017	PAR0003	PAR0006	105.246	0
2	FAM094	PAR0046	PAR0046	186.216	0
2	FAM030	PAR0009	PAR0028	204.518	0
2	FAM046	PAR0031	PAR0029	NA	0
2	FAM164	PAR0059	PAR0042	241.277	0
2	FAM092	PAR0046	PAR0020	218.601	0
2	FAM061	PAR0034	PAR0040	244.678	0
2	FILLER	FILLER	FILLER	NA	0
2	FAM076	PAR0039	PAR0027	NA	0
2	FAM158	PAR0059	PAR0007	104.184	0
2	FAM124	PAR0052	PAR0006	118.316	0
2	FAM060	PAR0037	PAR0034	145.047	0
2	FAM108	PAR0049	PAR0047	NA	0
2	FAM134	PAR0053	PAR0021	227.284	0
2	FAM096	PAR0047	PAR0003	NA	0
2	FAM015	PAR0002	PAR0050	NA	0
2	FAM017	PAR0006	PAR0003	NA	0
2	FAM171	PAR0064	PAR0014	138.458	0
2	FAM021	PAR0004	PAR0020	90.116	0
2	FAM087	PAR0045	PAR0024	146.663	0
2	FAM090	PAR0046	PAR0001	185.097	0
2	FAM056	PAR0033	PAR0033	NA	0
2	FILLER	FILLER	FILLER	NA	0
2	FAM075	PAR0038	PAR0057	139.506	0
2	FILLER	FILLER	FILLER	NA	0
2	FAM148	PAR0056	PAR0007	191.135	0
2	FAM023	PAR0004	PAR0027	NA	0
2	FAM117	PAR0051	PAR0013	175.385	0
2	FAM066	PAR0036	PAR0049	132.74	0
2	FAM155	PAR0058	PAR0051	246.78	0
2	FAM153	PAR0058	PAR0001	175.211	0
2	FAM149	PAR0056	PAR0008	NA	0
2	FAM152	PAR0059	PAR0056	163.317	0
2	FAM005	PAR0001	PAR0004	NA	0
2	FAM101	PAR0047	PAR0026	NA	0
2	FAM018	PAR0003	PAR0022	100.583	0
2	FAM163	PAR0059	PAR0041	NA	0
2	FAM103	PAR0047	PAR0060	150.985	0
2	FAM065	PAR0036	PAR0047	167.927	0
2	FAM047	PAR0031	PAR0016	NA	0
2	FAM032	PAR0009	PAR0061	NA	0
2	FAM001	PAR0021	PAR0025	253.144	0
2	FAM147	PAR0055	PAR0060	NA	0
2	C40	C40	C40	136.972	1
2	FAM084	PAR0045	PAR0001	221.803	0
2	FAM145	PAR0054	PAR0061	110.221	0
2	FAM097	PAR0047	PAR0005	189.543	0
2	C20	C20	C20	NA	1
2	FAM050	PAR0031	PAR0032	226.44	0
2	FAM127	PAR0052	PAR0026	148.326	0
2	FAM041	PAR0026	PAR0022	NA	0
2	FAM009	PAR0001	PAR0061	212.938	0
2	FAM151	PAR0056	PAR0056	NA	0
2	FAM154	PAR0058	PAR0004	NA	0
2	FAM137	PAR0053	PAR0059	NA	0
2	FAM120	PAR0051	PAR0051	NA	0
2	FAM116	PAR0051	PAR0010	316.248	0
2	FAM091	PAR0046	PAR0004	237.638	0
2	FAM003	PAR0044	PAR0047	NA	0
2	FAM139	PAR0054	PAR0007	161.218	0
2	FAM005	PAR0004	PAR0001	256.736	0
2	FAM013	PAR0038	PAR0002	163.088	0
2	FAM014	PAR0002	PAR0048	229.778	0
2	FAM123	PAR0052	PAR0005	NA	0
2	FAM133	PAR0053	PAR0009	135.429	0
2	FAM085	PAR0045	PAR0004	120.924	0
2	FAM159	PAR0059	PAR0008	120.455	0
2	FAM102	PAR0047	PAR0047	NA	0
2	FAM093	PAR0046	PAR0024	162.556	0
2	FAM038	PAR0020	PAR0017	NA	0
2	FAM035	PAR0012	PAR0047	228.049	0
2	FAM113	PAR0050	PAR0057	116.161	0
2	FAM146	PAR0055	PAR0047	252.231	0
2	FAM060	PAR0034	PAR0037	183.171	0
2	FAM073	PAR0038	PAR0048	NA	0
2	FAM001	PAR0025	PAR0021	104.569	0
2	FAM070	PAR0037	PAR0040	NA	0
2	FAM128	PAR0052	PAR0044	NA	0
2	FAM119	PAR0051	PAR0024	178.623	0
2	FAM125	PAR0052	PAR0022	200.093	0
2	FAM118	PAR0051	PAR0020	218.942	0
2	FAM010	PAR0002	PAR0009	219.734	0
2	FAM059	PAR0034	PAR0034	NA	0
2	FAM165	PAR0059	PAR0059	182.282	0
2	FAM055	PAR0032	PAR0061	100.636	0
2	FAM070	PAR0040	PAR0037	NA	0
2	C4	C4	C4	105.185	1
2	FAM122	PAR0052	PAR0003	203.203	0
2	FAM061	PAR0040	PAR0034	NA	0
2	FAM008	PAR0001	PAR0027	NA	0
2	FAM026	PAR0006	PAR0022	217.36	0
2	FAM042	PAR0024	PAR0024	141.087	0
2	FAM157	PAR0059	PAR0002	NA	0
2	FAM064	PAR0035	PAR0061	184.308	0
2	FAM080	PAR0044	PAR0003	NA	0
2	FAM169	PAR0015	PAR0024	188.209	0
2	FAM103	PAR0060	PAR0047	NA	0
2	FAM095	PAR0046	PAR0058	245.644	0
2	FAM020	PAR0003	PAR0026	NA	0
2	FAM052	PAR0032	PAR0018	NA	0
2	FAM167	PAR0060	PAR0060	124.875	0
2	C10	C10	C10	168.334	1
2	FAM129	PAR0052	PAR0047	NA	0
2	FAM016	PAR0002	PAR0057	157.947	0
2	FAM036	PAR0013	PAR0021	173.826	0
2	FAM161	PAR0059	PAR0021	278.369	0
2	FAM027	PAR0006	PAR0023	NA	0
2	C3	C3	C3	153.506	1
2	FAM162	PAR0059	PAR0025	141.763	0
2	FAM034	PAR0012	PAR0003	NA	0
2	FAM150	PAR0056	PAR0009	84.666	0
2	FAM104	PAR0047	PAR0061	NA	0
2	FAM112	PAR0050	PAR0050	NA	0
2	FAM031	PAR0009	PAR0030	NA	0
2	FAM045	PAR0025	PAR0052	NA	0
2	FAM111	PAR0049	PAR0060	125.543	0
2	FAM107	PAR0049	PAR0005	NA	0
2	FAM022	PAR0004	PAR0024	NA	0
2	FAM067	PAR0036	PAR0055	NA	0
2	FAM002	PAR0045	PAR0046	161.785	0
2	FAM105	PAR0048	PAR0050	NA	0
2	FAM140	PAR0054	PAR0008	193.043	0
2	FAM006	PAR0001	PAR0020	NA	0
2	FAM172	PAR0064	PAR0020	NA	0
2	FAM019	PAR0003	PAR0023	NA	0
2	FAM160	PAR0059	PAR0009	176.507	0
2	FAM068	PAR0036	PAR0060	131.424	0
2	FAM053	PAR0032	PAR0032	76.654	0
2	C1	C1	C1	NA	1
2	FAM069	PAR0037	PAR0037	97.193	0
2	FAM086	PAR0045	PAR0020	108.385	0
2	FAM166	PAR0059	PAR0061	NA	0
2	FAM028	PAR0007	PAR0025	237.679	0
2	FAM054	PAR0032	PAR0052	NA	0
2	FAM083	PAR0044	PAR0026	147.524	0
2	FAM143	PAR0054	PAR0056	91.337	0
2	FAM099	PAR0047	PAR0022	151.796	0
2	FAM088	PAR0045	PAR0051	NA	0
2	FAM037	PAR0039	PAR0019	89.721	0
2	FAM170	PAR0045	PAR0063	NA	0
2	FAM114	PAR0051	PAR0001	203.157	0
2	FAM013	PAR0002	PAR0038	NA	0
2	FAM044	PAR0025	PAR0044	NA	0
2	FAM115	PAR0051	PAR0004	220.042	0
2	FAM025	PAR0006	PAR0006	NA	0
2	FAM098	PAR0047	PAR0006	290.112	0
2	FAM007	PAR0001	PAR0024	NA	0
2	FAM062	PAR0034	PAR0061	189.995	0
2	FAM126	PAR0052	PAR0023	103.673	0
3	C1	C1	C1	155.24	1
3	FAM149	PAR0056	PAR0008	NA	0
3	FAM001	PAR0021	PAR0025	232.193	0
3	FAM068	PAR0036	PAR0060	NA	0
3	FAM024	PAR0004	PAR0061	121.689	0
3	FAM154	PAR0058	PAR0004	NA	0
3	C2	C2	C2	167.396	1
3	FAM150	PAR0056	PAR0009	NA	0
3	FAM137	PAR0053	PAR0059	276.185	0
3	FAM173	PAR0064	PAR0051	197.062	0
3	FAM082	PAR0044	PAR0006	107.447	0
3	FAM135	PAR0053	PAR0025	181.297	0
3	FAM017	PAR0006	PAR0003	NA	0
3	FAM019	PAR0003	PAR0023	NA	0
3	FAM157	PAR0059	PAR0002	133.918	0
3	FAM073	PAR0038	PAR0048	139.506	0
3	FAM163	PAR0059	PAR0041	NA	0
3	FAM028	PAR0007	PAR0025	326.865	0
3	FAM079	PAR0039	PAR0061	147.747	0
3	FAM104	PAR0047	PAR0061	306.433	0
3	FAM084	PAR0045	PAR0001	263.747	0
3	FAM106	PAR0048	PAR0057	NA	0
3	FAM022	PAR0004	PAR0024	329.181	0
3	FAM053	PAR0032	PAR0032	NA	0
3	C10	C10	C10	214.744	1
3	FAM060	PAR0034	PAR0037	198.087	0
3	FAM005	PAR0004	PAR0001	277.591	0
3	FAM101	PAR0047	PAR0026	221.143	0
3	FAM027	PAR0006	PAR0023	243.858	0
3	FAM119	PAR0051	PAR0024	NA	0
3	FAM039	PAR0020	PAR0024	NA	0
3	FAM113	PAR0050	PAR0057	130.969	0
3	FAM002	PAR0045	PAR0046	303.289	0
3	FAM007	PAR0001	PAR0024	115.163	0
3	FAM032	PAR0009	PAR0061	NA	0
3	FAM088	PAR0045	PAR0051	321.797	0
3	FAM139	PAR0054	PAR0007	318.455	0
3	C3	C3	C3	NA	1
3	FAM124	PAR0052	PAR0006	122.963	0
3	FAM018	PAR0003	PAR0022	210.445	0
3	FAM041	PAR0026	PAR0022	NA	0
3	FAM089	PAR0045	PAR0058	NA	0
3	FAM047	PAR0031	PAR0016	250.413	0
3	FAM129	PAR0052	PAR0047	203.157	0
3	FAM148	PAR0056	PAR0007	NA	0
3	FAM134	PAR0053	PAR0021	240.393	0
3	FAM156	PAR0058	PAR0061	NA	0
3	FAM021	PAR0004	PAR0020	242.614	0
3	FAM042	PAR0024	PAR0024	NA	0
3	FAM004	PAR0001	PAR0001	NA	0
3	FAM034	PAR0012	PAR0003	288.218	0
3	FAM029	PAR0008	PAR0030	NA	0
3	FAM126	PAR0052	PAR0023	NA	0
3	FAM112	PAR0050	PAR0050	NA	0
3	FAM078	PAR0039	PAR0035	147.841	0
3	FAM045	PAR0025	PAR0052	NA	0
3	FAM006	PAR0001	PAR0020	316.406	0
3	FAM099	PAR0047	PAR0022	NA	0
3	FAM066	PAR0036	PAR0049	182.468	0
3	FAM136	PAR0053	PAR0054	282.523	0
3	FAM054	PAR0032	PAR0052	NA	0
3	FAM153	PAR0058	PAR0001	313.983	0
3	FAM072	PAR0038	PAR0038	NA	0
3	FAM070	PAR0040	PAR0037	230.196	0
3	FAM144	PAR0054	PAR0059	242.825	0
3	FAM043	PAR0024	PAR0053	NA	0
3	FAM159	PAR0059	PAR0008	345.273	0
3	FAM117	PAR0051	PAR0013	174.843	0
3	FAM158	PAR0059	PAR0007	NA	0
3	FAM060	PAR0037	PAR0034	204.419	0
3	C20	C20	C20	NA	1
3	FAM171	PAR0064	PAR0014	NA	0
3	FAM087	PAR0045	PAR0024	NA	0
3	FAM090	PAR0046	PAR0001	NA	0
3	FAM161	PAR0059	PAR0021	NA	0
3	FAM086	PAR0045	PAR0020	107.665	0
3	FAM076	PAR0039	PAR0027	NA	0
3	FAM127	PAR0052	PAR0026	295.998	0
3	FAM033	PAR0011	PAR0020	263.135	0
3	FAM105	PAR0048	PAR0050	248.059	0
3	FAM172	PAR0064	PAR0020	158.656	0
3	FAM147	PAR0055	PAR0060	250.413	0
3	FAM020	PAR0003	PAR0026	NA	0
3	FAM120	PAR0051	PAR0051	NA	0
3	FAM118	PAR0051	PAR0020	NA	0
3	FAM103	PAR0060	PAR0047	NA	0
3	FAM044	PAR0025	PAR0044	194.738	0
3	FAM059	PAR0034	PAR0034	NA	0
3	FAM111	PAR0049	PAR0060	142.672	0
3	FAM093	PAR0046	PAR0024	NA	0
3	FAM122	PAR0052	PAR0003	173.823	0
3	FAM005	PAR0001	PAR0004	NA	0
3	FAM040	PAR0020	PAR0053	213.796	0
3	FAM038	PAR0020	PAR0017	155.226	0
3	FAM015	PAR0002	PAR0050	NA	0
3	FAM096	PAR0047	PAR0003	228.879	0
3	FAM166	PAR0059	PAR0061	NA	0
3	FAM081	PAR0044	PAR0005	NA	0
3	FAM152	PAR0059	PAR0056	NA	0
3	FAM151	PAR0056	PAR0056	NA	0
3	FAM097	PAR0047	PAR0005	221.999	0
3	FAM067	PAR0036	PAR0055	252.855	0
3	FAM170	PAR0045	PAR0063	NA	0
3	FAM003	PAR0044	PAR0047	182.358	0
3	FAM050	PAR0032	PAR0031	153.217	0
3	FAM057	PAR0035	PAR0033	248.663	0
3	FAM092	PAR0046	PAR0020	228.928	0
3	FAM138	PAR0053	PAR0061	NA	0
3	FAM123	PAR0052	PAR0005	NA	0
3	FAM165	PAR0059	PAR0059	297.849	0
3	FAM058	PAR0033	PAR0061	195.008	0
3	FAM142	PAR0054	PAR0021	208.308	0
3	FAM056	PAR0033	PAR0033	NA	0
3	FAM069	PAR0037	PAR0037	NA	0
3	FAM110	PAR0049	PAR0055	271.465	0
3	FAM141	PAR0054	PAR0009	194.121	0
3	FAM094	PAR0046	PAR0046	NA	0
3	FAM128	PAR0052	PAR0044	146.382	0
3	FAM048	PAR0031	PAR0018	NA	0
3	FAM001	PAR0025	PAR0021	255.056	0
3	FAM091	PAR0046	PAR0004	275.729	0
3	FAM100	PAR0047	PAR0023	218.601	0
3	FAM035	PAR0012	PAR0047	NA	0
3	FAM051	PAR0031	PAR0061	228.449	0
3	FAM070	PAR0037	PAR0040	248.612	0
3	C40	C40	C40	NA	1
3	FAM080	PAR0044	PAR0003	197.107	0
3	FAM075	PAR0038	PAR0057	192.955	0
3	FAM085	PAR0045	PAR0004	NA	0
3	C4	C4	C4	NA	1
3	FAM164	PAR0059	PAR0042	142.509	0
3	FAM061	PAR0040	PAR0034	217.842	0
3	FAM095	PAR0046	PAR0058	NA	0
3	FAM131	PAR0053	PAR0007	238.403	0
3	FAM026	PAR0006	PAR0022	166.253	0
3	FAM108	PAR0049	PAR0047	NA	0
3	FAM098	PAR0047	PAR0006	273.852	0
3	FAM115	PAR0051	PAR0004	NA	0
3	FAM025	PAR0006	PAR0006	NA	0
3	FAM167	PAR0060	PAR0060	232.973	0
3	FAM009	PAR0001	PAR0061	NA	0
3	FAM010	PAR0002	PAR0009	176.733	0
3	FAM125	PAR0052	PAR0022	NA	0
3	FAM102	PAR0047	PAR0047	120.908	0
3	FAM066	PAR0049	PAR0036	386.359	0
3	FAM050	PAR0031	PAR0032	NA	0
3	FAM103	PAR0047	PAR0060	199.587	0
3	FAM169	PAR0015	PAR0024	147.781	0
3	FAM052	PAR0032	PAR0018	NA	0
3	FAM030	PAR0009	PAR0028	183.097	0
3	FAM013	PAR0038	PAR0002	NA	0
3	FAM055	PAR0032	PAR0061	319.005	0
3	FAM143	PAR0054	PAR0056	NA	0
3	FAM011	PAR0002	PAR0021	195.116	0
3	FAM083	PAR0044	PAR0026	233.331	0
3	FAM064	PAR0035	PAR0061	173.826	0
3	FAM065	PAR0036	PAR0047	NA	0
3	FAM146	PAR0055	PAR0047	NA	0
3	FAM049	PAR0031	PAR0031	73.804	0
3	FAM107	PAR0049	PAR0005	229.857	0
3	FAM132	PAR0053	PAR0008	200.018	0
3	FAM039	PAR0024	PAR0020	NA	0
3	FAM061	PAR0034	PAR0040	164.557	0
3	FAM133	PAR0053	PAR0009	221.207	0
3	FAM145	PAR0054	PAR0061	NA	0
3	FAM152	PAR0056	PAR0059	NA	0
3	FAM008	PAR0001	PAR0027	282.115	0
3	FAM036	PAR0013	PAR0021	266.191	0
3	FAM160	PAR0059	PAR0009	NA	0
3	FAM014	PAR0002	PAR0048	225.4	0
3	FAM074	PAR0038	PAR0050	136.264	0
3	FAM012	PAR0002	PAR0028	NA	0
3	FAM013	PAR0002	PAR0038	NA	0
3	FAM063	PAR0035	PAR0029	99.891	0
3	FAM031	PAR0009	PAR0030	325.255	0
3	FAM162	PAR0059	PAR0025	266.825	0
3	FAM113	PAR0057	PAR0050	172.034	0
3	FAM062	PAR0034	PAR0061	302.47	0
3	FAM077	PAR0039	PAR0029	NA	0
3	FAM109	PAR0049	PAR0049	71.884	0
3	FAM016	PAR0002	PAR0057	NA	0
3	FAM017	PAR0003	PAR0006	219.006	0
3	FAM130	PAR0053	PAR0002	175.733	0
3	FAM140	PAR0054	PAR0008	NA	0
3	FAM046	PAR0031	PAR0029	133.162	0
3	FAM168	PAR0009	PAR0008	268.372	0
3	FAM121	PAR0051	PAR0061	NA	0
3	FAM037	PAR0039	PAR0019	NA	0
3	FAM057	PAR0033	PAR0035	108.044	0
3	FAM023	PAR0004	PAR0027	NA	0
3	C30	C30	C30	188.149	1
3	FAM116	PAR0051	PAR0010	311.417	0
3	FAM114	PAR0051	PAR0001	346.874	0
3	FAM155	PAR0058	PAR0051	386.359	0
3	FAM071	PAR0037	PAR0061	274.119	0
4	FAM010	PAR0002	PAR0009	159.562	0
4	FAM006	PAR0001	PAR0020	NA	0
4	FAM008	PAR0001	PAR0027	281.414	0
4	FAM062	PAR0034	PAR0061	211.364	0
4	FAM046	PAR0031	PAR0029	NA	0
4	FAM061	PAR0040	PAR0034	131.859	0
4	FAM035	PAR0012	PAR0047	339.245	0
4	FAM156	PAR0058	PAR0061	298.512	0
4	FAM056	PAR0033	PAR0033	NA	0
4	FAM016	PAR0002	PAR0057	246.101	0
4	FAM132	PAR0053	PAR0008	249.868	0
4	FAM057	PAR0035	PAR0033	NA	0
4	FAM060	PAR0037	PAR0034	168.227	0
4	FAM171	PAR0064	PAR0014	NA	0
4	FAM100	PAR0047	PAR0023	153.492	0
4	FAM117	PAR0051	PAR0013	226.289	0
4	FAM151	PAR0056	PAR0056	NA	0
4	FAM138	PAR0053	PAR0061	214.541	0
4	C30	C30	C30	NA	1
4	FAM048	PAR0031	PAR0018	159.543	0
4	FAM143	PAR0054	PAR0056	161.409	0
4	FAM027	PAR0006	PAR0023	284.816	0
4	FAM140	PAR0054	PAR0008	NA	0
4	FAM116	PAR0051	PAR0010	360.898	0
4	FAM033	PAR0011	PAR0020	202.193	0
4	FAM113	PAR0050	PAR0057	277.899	0
4	FAM096	PAR0047	PAR0003	183.294	0
4	FAM146	PAR0055	PAR0047	243.364	0
4	C1	C1	C1	NA	1
4	FAM107	PAR0049	PAR0005	377.46	0
4	FAM094	PAR0046	PAR0046	NA	0
4	FAM141	PAR0054	PAR0009	NA	0
4	FAM020	PAR0003	PAR0026	NA	0
4	C20	C20	C20	130.694	1
4	FAM066	PAR0049	PAR0036	229.443	0
4	FAM115	PAR0051	PAR0004	NA	0
4	FAM110	PAR0049	PAR0055	171.062	0
4	FAM017	PAR0006	PAR0003	81.795	0
4	FAM013	PAR0002	PAR0038	NA	0
4	FAM011	PAR0002	PAR0021	150.095	0
4	FAM092	PAR0046	PAR0020	256.315	0
4	FAM149	PAR0056	PAR0008	NA	0
4	FAM136	PAR0053	PAR0054	257.401	0
4	C2	C2	C2	NA	1
4	FAM041	PAR0026	PAR0022	NA	0
4	FAM083	PAR0044	PAR0026	180.408	0
4	FAM111	PAR0049	PAR0060	155.016	0
4	FAM167	PAR0060	PAR0060	263.422	0
4	FAM168	PAR0009	PAR0008	NA	0
4	FAM044	PAR0025	PAR0044	136.972	0
4	FAM007	PAR0001	PAR0024	199.139	0
4	FAM061	PAR0034	PAR0040	NA	0
4	FAM103	PAR0060	PAR0047	NA	0
4	FAM133	PAR0053	PAR0009	447.257	0
4	FAM053	PAR0032	PAR0032	NA	0
4	FAM155	PAR0058	PAR0051	NA	0
4	FAM073	PAR0038	PAR0048	275.957	0
4	FAM161	PAR0059	PAR0021	NA	0
4	FAM121	PAR0051	PAR0061	349.628	0
4	FAM089	PAR0045	PAR0058	NA	0
4	FAM042	PAR0024	PAR0024	NA	0
4	FAM080	PAR0044	PAR0003	265.199	0
4	FAM026	PAR0006	PAR0022	NA	0
4	FAM114	PAR0051	PAR0001	NA	0
4	FAM097	PAR0047	PAR0005	218.64	0
4	FAM119	PAR0051	PAR0024	252.212	0
4	FAM164	PAR0059	PAR0042	NA	0
4	FAM153	PAR0058	PAR0001	278.998	0
4	FAM063	PAR0035	PAR0029	NA	0
4	FAM037	PAR0039	PAR0019	150.985	0
4	FAM004	PAR0001	PAR0001	NA	0
4	FAM018	PAR0003	PAR0022	213.307	0
4	FAM074	PAR0038	PAR0050	NA	0
4	FAM005	PAR0004	PAR0001	NA	0
4	FAM112	PAR0050	PAR0050	NA	0
4	FAM103	PAR0047	PAR0060	187.963	0
4	FAM157	PAR0059	PAR0002	109.896	0
4	FAM067	PAR0036	PAR0055	133.967	0
4	FAM012	PAR0002	PAR0028	117.866	0
4	FAM003	PAR0044	PAR0047	NA	0
4	FAM055	PAR0032	PAR0061	NA	0
4	FAM036	PAR0013	PAR0021	185.061	0
