REP	FAMILY	FEMALE	MALE	YIELD	CHECKLOT
7	FAM061	PAR0034	PAR0040	151.803	0
7	FAM013	PAR0002	PAR0038	203.203	0
7	FAM089	PAR0045	PAR0058	NA	0
7	FAM096	PAR0047	PAR0003	269.289	0
7	FAM060	PAR0034	PAR0037	NA	0
7	FAM008	PAR0001	PAR0027	190.139	0
7	FAM134	PAR0053	PAR0021	276.27	0
7	FAM004	PAR0001	PAR0001	NA	0
7	FAM017	PAR0006	PAR0003	150.599	0
7	FAM029	PAR0008	PAR0030	181.458	0
7	FAM163	PAR0059	PAR0041	128.5	0
7	FAM148	PAR0056	PAR0007	248.084	0
7	FAM145	PAR0054	PAR0061	NA	0
7	FAM125	PAR0052	PAR0022	NA	0
7	FAM058	PAR0033	PAR0061	130.969	0
7	FAM071	PAR0037	PAR0061	217.677	0
7	FAM027	PAR0006	PAR0023	NA	0
7	FAM170	PAR0045	PAR0063	160.313	0
7	FAM072	PAR0038	PAR0038	NA	0
7	FAM051	PAR0031	PAR0061	NA	0
7	FAM165	PAR0059	PAR0059	NA	0
7	FAM078	PAR0039	PAR0035	173.032	0
7	FAM103	PAR0047	PAR0060	245.148	0
7	FAM013	PAR0038	PAR0002	155.183	0
7	FAM133	PAR0053	PAR0009	NA	0
7	FAM095	PAR0046	PAR0058	205.193	0
7	FAM105	PAR0048	PAR0050	150.985	0
7	FAM045	PAR0025	PAR0052	NA	0
7	FAM082	PAR0044	PAR0006	NA	0
7	FAM073	PAR0038	PAR0048	168.45	0
7	FAM110	PAR0049	PAR0055	146.635	0
7	FAM136	PAR0053	PAR0054	NA	0
7	FAM135	PAR0053	PAR0025	170.179	0
7	FAM046	PAR0031	PAR0029	198.847	0
7	FAM015	PAR0002	PAR0050	NA	0
7	FAM005	PAR0001	PAR0004	NA	0
7	FAM123	PAR0052	PAR0005	142.509	0
7	FAM137	PAR0053	PAR0059	134.764	0
7	FAM038	PAR0020	PAR0017	235.644	0
7	FAM117	PAR0051	PAR0013	NA	0
7	FAM100	PAR0047	PAR0023	NA	0
7	FAM081	PAR0044	PAR0005	217.008	0
7	FAM005	PAR0004	PAR0001	211.805	0
7	FAM019	PAR0003	PAR0023	136.313	0
7	FAM060	PAR0037	PAR0034	NA	0
7	FAM064	PAR0035	PAR0061	119.742	0
7	FAM020	PAR0003	PAR0026	112.412	0
7	FAM042	PAR0024	PAR0024	NA	0
7	FAM037	PAR0039	PAR0019	NA	0
7	FAM097	PAR0047	PAR0005	145.174	0
7	FAM126	PAR0052	PAR0023	NA	0
7	FAM118	PAR0051	PAR0020	327.249	0
7	FAM114	PAR0051	PAR0001	NA	0
7	FAM161	PAR0059	PAR0021	290.426	0
7	FAM140	PAR0054	PAR0008	177.658	0
7	FAM032	PAR0009	PAR0061	254.469	0
7	FAM162	PAR0059	PAR0025	NA	0
7	FAM160	PAR0059	PAR0009	394.081	0
7	FAM087	PAR0045	PAR0024	NA	0
7	FAM010	PAR0002	PAR0009	225.091	0
7	FAM039	PAR0024	PAR0020	169.331	0
7	FAM150	PAR0056	PAR0009	NA	0
7	FAM102	PAR0047	PAR0047	NA	0
7	FAM059	PAR0034	PAR0034	NA	0
7	FAM124	PAR0052	PAR0006	NA	0
7	FAM115	PAR0051	PAR0004	236.551	0
7	FAM039	PAR0020	PAR0024	216.134	0
7	FAM066	PAR0049	PAR0036	135.539	0
7	FAM040	PAR0020	PAR0053	198.02	0
7	FAM112	PAR0050	PAR0050	NA	0
7	FAM144	PAR0054	PAR0059	255.049	0
7	FAM057	PAR0033	PAR0035	166.581	0
7	FAM057	PAR0035	PAR0033	162.202	0
7	FAM155	PAR0058	PAR0051	243.069	0
7	FAM001	PAR0021	PAR0025	200.666	0
7	FAM098	PAR0047	PAR0006	NA	0
7	FAM103	PAR0060	PAR0047	NA	0
7	FAM139	PAR0054	PAR0007	203.203	0
7	FAM156	PAR0058	PAR0061	228.066	0
7	FAM083	PAR0044	PAR0026	NA	0
7	FAM130	PAR0053	PAR0002	225.397	0
7	FAM153	PAR0058	PAR0001	232.997	0
7	FAM151	PAR0056	PAR0056	NA	0
7	FAM166	PAR0059	PAR0061	129.308	0
7	FAM101	PAR0047	PAR0026	NA	0
7	FAM147	PAR0055	PAR0060	293.721	0
7	FAM076	PAR0039	PAR0027	NA	0
7	FAM033	PAR0011	PAR0020	248.271	0
7	FAM006	PAR0001	PAR0020	NA	0
7	FAM074	PAR0038	PAR0050	182.175	0
7	C30	C30	C30	NA	1
7	FAM012	PAR0002	PAR0028	189.995	0
7	FAM069	PAR0037	PAR0037	NA	0
7	FAM044	PAR0025	PAR0044	150.094	0
7	FAM054	PAR0032	PAR0052	NA	0
7	C3	C3	C3	168.405	1
7	FAM129	PAR0052	PAR0047	171.181	0
7	FAM077	PAR0039	PAR0029	NA	0
7	FAM034	PAR0012	PAR0003	189.876	0
7	FAM094	PAR0046	PAR0046	NA	0
7	FAM127	PAR0052	PAR0026	228.049	0
7	FAM080	PAR0044	PAR0003	180.311	0
7	FAM113	PAR0050	PAR0057	NA	0
7	FAM022	PAR0004	PAR0024	NA	0
7	FAM030	PAR0009	PAR0028	NA	0
7	FAM031	PAR0009	PAR0030	200.479	0
7	FAM026	PAR0006	PAR0022	NA	0
7	FAM047	PAR0031	PAR0016	NA	0
7	FAM167	PAR0060	PAR0060	290.165	0
7	C1	C1	C1	137.917	1
7	FAM169	PAR0015	PAR0024	199.775	0
7	FAM053	PAR0032	PAR0032	NA	0
7	C20	C20	C20	168.892	1
7	FAM154	PAR0058	PAR0004	196.091	0
7	FAM152	PAR0059	PAR0056	220.988	0
7	FAM128	PAR0052	PAR0044	NA	0
7	FAM009	PAR0001	PAR0061	NA	0
7	FAM092	PAR0046	PAR0020	235.462	0
7	FAM168	PAR0009	PAR0008	NA	0
7	FAM062	PAR0034	PAR0061	144.685	0
7	FAM109	PAR0049	PAR0049	NA	0
7	FAM086	PAR0045	PAR0020	174.882	0
8	FAM006	PAR0001	PAR0020	118.757	0
8	FAM134	PAR0053	PAR0021	156.513	0
8	FAM171	PAR0064	PAR0014	182.282	0
8	FAM013	PAR0002	PAR0038	NA	0
8	FAM138	PAR0053	PAR0061	151.648	0
8	FAM137	PAR0053	PAR0059	252.155	0
8	FAM013	PAR0038	PAR0002	NA	0
8	FAM030	PAR0009	PAR0028	165.704	0
8	FAM011	PAR0002	PAR0021	150.731	0
8	FAM162	PAR0059	PAR0025	156.96	0
8	FAM097	PAR0047	PAR0005	NA	0
8	FAM004	PAR0001	PAR0001	NA	0
8	FAM153	PAR0058	PAR0001	308.673	0
8	FAM018	PAR0003	PAR0022	NA	0
8	FAM159	PAR0059	PAR0008	185.299	0
8	FAM110	PAR0049	PAR0055	216.64	0
8	FAM051	PAR0031	PAR0061	NA	0
8	FAM131	PAR0053	PAR0007	191.969	0
8	FAM103	PAR0047	PAR0060	179.02	0
8	FAM031	PAR0009	PAR0030	191.443	0
8	FAM070	PAR0040	PAR0037	NA	0
8	FAM127	PAR0052	PAR0026	NA	0
8	FAM009	PAR0001	PAR0061	NA	0
8	FAM001	PAR0025	PAR0021	139.47	0
8	FAM115	PAR0051	PAR0004	198.556	0
8	FAM151	PAR0056	PAR0056	NA	0
8	FAM108	PAR0049	PAR0047	283.642	0
8	FAM070	PAR0037	PAR0040	NA	0
8	FAM144	PAR0054	PAR0059	158.671	0
8	FAM154	PAR0058	PAR0004	NA	0
8	FAM005	PAR0004	PAR0001	NA	0
8	FAM063	PAR0035	PAR0029	167.367	0
8	FAM005	PAR0001	PAR0004	190.083	0
8	FAM089	PAR0045	PAR0058	247.955	0
8	FAM173	PAR0064	PAR0051	315.535	0
8	FAM122	PAR0052	PAR0003	149.307	0
8	FAM101	PAR0047	PAR0026	NA	0
8	FAM002	PAR0045	PAR0046	230.196	0
8	FAM068	PAR0036	PAR0060	NA	0
8	FAM062	PAR0034	PAR0061	168.45	0
8	FAM090	PAR0046	PAR0001	248.663	0
8	FAM114	PAR0051	PAR0001	NA	0
8	FAM164	PAR0059	PAR0042	147.634	0
8	C2	C2	C2	NA	1
8	FAM008	PAR0001	PAR0027	192.955	0
8	FAM049	PAR0031	PAR0031	NA	0
8	FAM152	PAR0056	PAR0059	137.124	0
8	C1	C1	C1	NA	1
8	FAM025	PAR0006	PAR0006	NA	0
8	FAM155	PAR0058	PAR0051	NA	0
8	FAM142	PAR0054	PAR0021	NA	0
8	FAM064	PAR0035	PAR0061	202.167	0
8	FAM043	PAR0024	PAR0053	154.345	0
8	FAM096	PAR0047	PAR0003	NA	0
8	FAM014	PAR0002	PAR0048	185.284	0
8	FAM028	PAR0007	PAR0025	255.173	0
8	FAM056	PAR0033	PAR0033	NA	0
8	FAM054	PAR0032	PAR0052	193.962	0
8	FAM016	PAR0002	PAR0057	NA	0
8	FAM091	PAR0046	PAR0004	247.842	0
8	FAM027	PAR0006	PAR0023	NA	0
8	FAM032	PAR0009	PAR0061	225.545	0
8	C3	C3	C3	NA	1
8	FAM161	PAR0059	PAR0021	151.676	0
8	FAM050	PAR0032	PAR0031	183.333	0
8	FAM165	PAR0059	PAR0059	NA	0
8	FAM082	PAR0044	PAR0006	NA	0
8	FAM033	PAR0011	PAR0020	296.386	0
8	FAM121	PAR0051	PAR0061	NA	0
8	FAM109	PAR0049	PAR0049	145.05	0
8	FAM160	PAR0059	PAR0009	NA	0
8	FAM141	PAR0054	PAR0009	220.08	0
8	FAM103	PAR0060	PAR0047	NA	0
8	FAM017	PAR0006	PAR0003	215.722	0
8	FAM168	PAR0009	PAR0008	204.419	0
8	FAM026	PAR0006	PAR0022	NA	0
8	FAM038	PAR0020	PAR0017	150.151	0
8	FAM037	PAR0039	PAR0019	205.91	0
8	FAM024	PAR0004	PAR0061	NA	0
8	FAM074	PAR0038	PAR0050	97.299	0
8	FAM095	PAR0046	PAR0058	173.991	0
8	FAM098	PAR0047	PAR0006	221.999	0
8	FAM060	PAR0037	PAR0034	149.013	0
8	FAM149	PAR0056	PAR0008	NA	0
8	FAM172	PAR0064	PAR0020	346.786	0
8	FAM007	PAR0001	PAR0024	NA	0
8	FAM021	PAR0004	PAR0020	121.815	0
8	FAM069	PAR0037	PAR0037	NA	0
8	FAM133	PAR0053	PAR0009	209.974	0
8	FAM079	PAR0039	PAR0061	NA	0
8	FAM029	PAR0008	PAR0030	240.986	0
8	FAM170	PAR0045	PAR0063	NA	0
8	FAM092	PAR0046	PAR0020	203.902	0
8	FAM066	PAR0036	PAR0049	NA	0
8	FAM020	PAR0003	PAR0026	240.852	0
8	FAM057	PAR0033	PAR0035	NA	0
8	FAM106	PAR0048	PAR0057	177.008	0
8	FAM017	PAR0003	PAR0006	158.671	0
8	FAM119	PAR0051	PAR0024	NA	0
8	FAM071	PAR0037	PAR0061	116.36	0
8	C30	C30	C30	NA	1
8	FAM040	PAR0020	PAR0053	166.337	0
8	FAM128	PAR0052	PAR0044	179.508	0
8	FAM100	PAR0047	PAR0023	NA	0
8	FAM147	PAR0055	PAR0060	207.816	0
8	FAM158	PAR0059	PAR0007	236.364	0
8	FAM012	PAR0002	PAR0028	NA	0
8	FAM126	PAR0052	PAR0023	130.972	0
8	C40	C40	C40	NA	1
8	FAM152	PAR0059	PAR0056	215.809	0
8	FAM055	PAR0032	PAR0061	153.455	0
8	FAM077	PAR0039	PAR0029	NA	0
8	FAM118	PAR0051	PAR0020	204.827	0
8	FAM050	PAR0031	PAR0032	NA	0
8	FAM003	PAR0044	PAR0047	NA	0
8	FAM085	PAR0045	PAR0004	199.762	0
8	FAM146	PAR0055	PAR0047	NA	0
8	FAM052	PAR0032	PAR0018	150.407	0
8	FAM067	PAR0036	PAR0055	169.331	0
8	FAM139	PAR0054	PAR0007	NA	0
8	FAM166	PAR0059	PAR0061	85.359	0
8	FAM156	PAR0058	PAR0061	NA	0
8	FAM048	PAR0031	PAR0018	174.882	0
8	FAM058	PAR0033	PAR0061	208.308	0
8	FAM094	PAR0046	PAR0046	NA	0
8	FAM169	PAR0015	PAR0024	194.909	0
8	FAM143	PAR0054	PAR0056	NA	0
8	FAM117	PAR0051	PAR0013	135.805	0
8	FAM001	PAR0021	PAR0025	NA	0
8	FAM041	PAR0026	PAR0022	169.681	0
8	FAM093	PAR0046	PAR0024	322.604	0
8	FAM072	PAR0038	PAR0038	NA	0
8	FAM036	PAR0013	PAR0021	233.297	0
8	FAM135	PAR0053	PAR0025	NA	0
8	FAM123	PAR0052	PAR0005	191.014	0
8	FAM113	PAR0057	PAR0050	NA	0
8	FAM019	PAR0003	PAR0023	129.561	0
8	FAM034	PAR0012	PAR0003	173.581	0
8	FAM059	PAR0034	PAR0034	NA	0
8	FAM107	PAR0049	PAR0005	231.613	0
8	C4	C4	C4	133.082	1
8	FAM116	PAR0051	PAR0010	NA	0
8	FAM047	PAR0031	PAR0016	201.086	0
8	FAM039	PAR0024	PAR0020	NA	0
8	FAM061	PAR0040	PAR0034	223.348	0
8	FAM065	PAR0036	PAR0047	109.703	0
8	FAM023	PAR0004	PAR0027	NA	0
8	FAM099	PAR0047	PAR0022	194.421	0
8	FILLER	FILLER	FILLER	NA	0
8	FAM078	PAR0039	PAR0035	NA	0
8	FILLER	FILLER	FILLER	NA	0
8	FAM125	PAR0052	PAR0022	182.359	0
8	FAM105	PAR0048	PAR0050	NA	0
8	FAM076	PAR0039	PAR0027	NA	0
8	FAM073	PAR0038	PAR0048	361.772	0
8	FAM140	PAR0054	PAR0008	211.241	0
8	FAM130	PAR0053	PAR0002	178.618	0
8	FAM157	PAR0059	PAR0002	NA	0
8	FAM057	PAR0035	PAR0033	108.974	0
8	FAM061	PAR0034	PAR0040	NA	0
8	FAM083	PAR0044	PAR0026	134.183	0
8	FAM132	PAR0053	PAR0008	265.792	0
8	FAM015	PAR0002	PAR0050	NA	0
8	FAM148	PAR0056	PAR0007	200.015	0
8	FAM066	PAR0049	PAR0036	127.043	0
8	FAM163	PAR0059	PAR0041	NA	0
8	FAM084	PAR0045	PAR0001	220.516	0
8	FAM124	PAR0052	PAR0006	NA	0
8	FAM060	PAR0034	PAR0037	221.164	0
8	FAM112	PAR0050	PAR0050	75.369	0
8	FAM145	PAR0054	PAR0061	NA	0
8	FAM045	PAR0025	PAR0052	86.498	0
8	FAM113	PAR0050	PAR0057	252.212	0
8	C20	C20	C20	NA	1
8	FAM010	PAR0002	PAR0009	NA	0
8	FAM075	PAR0038	PAR0057	NA	0
8	FAM104	PAR0047	PAR0061	158.276	0
8	FAM120	PAR0051	PAR0051	NA	0
8	FAM136	PAR0053	PAR0054	236.503	0
8	FAM042	PAR0024	PAR0024	368.797	0
8	FAM167	PAR0060	PAR0060	151.803	0
8	FAM087	PAR0045	PAR0024	NA	0
8	FAM102	PAR0047	PAR0047	NA	0
8	FAM150	PAR0056	PAR0009	NA	0
8	FAM086	PAR0045	PAR0020	220.516	0
8	FAM088	PAR0045	PAR0051	235.176	0
8	FAM039	PAR0020	PAR0024	146.026	0
8	FAM080	PAR0044	PAR0003	NA	0
8	C10	C10	C10	191.014	1
8	FAM046	PAR0031	PAR0029	NA	0
8	FAM129	PAR0052	PAR0047	184.126	0
8	FAM111	PAR0049	PAR0060	220.604	0
8	FAM053	PAR0032	PAR0032	NA	0
8	FAM044	PAR0025	PAR0044	NA	0
8	FAM081	PAR0044	PAR0005	202.109	0
9	C1	C1	C1	NA	1
9	FAM019	PAR0003	PAR0023	NA	0
9	FAM026	PAR0006	PAR0022	151.828	0
9	FAM077	PAR0039	PAR0029	165.227	0
9	FAM112	PAR0050	PAR0050	NA	0
9	FAM007	PAR0001	PAR0024	257.777	0
9	FAM169	PAR0015	PAR0024	NA	0
9	FAM156	PAR0058	PAR0061	188.979	0
9	FAM105	PAR0048	PAR0050	228.997	0
9	FAM144	PAR0054	PAR0059	NA	0
9	FAM159	PAR0059	PAR0008	NA	0
9	FAM165	PAR0059	PAR0059	132.436	0
9	FAM132	PAR0053	PAR0008	228.86	0
9	FAM108	PAR0049	PAR0047	116.592	0
9	FAM158	PAR0059	PAR0007	259.013	0
9	FAM116	PAR0051	PAR0010	231.395	0
9	FAM029	PAR0008	PAR0030	NA	0
9	FAM170	PAR0045	PAR0063	NA	0
9	FAM090	PAR0046	PAR0001	202.439	0
9	FAM146	PAR0055	PAR0047	245.502	0
9	FAM130	PAR0053	PAR0002	NA	0
9	FAM013	PAR0038	PAR0002	268.294	0
9	FAM064	PAR0035	PAR0061	NA	0
9	FAM118	PAR0051	PAR0020	234.826	0
9	FAM137	PAR0053	PAR0059	NA	0
9	FAM050	PAR0031	PAR0032	165.78	0
9	FAM168	PAR0009	PAR0008	220.991	0
9	C10	C10	C10	NA	1
9	FAM042	PAR0024	PAR0024	NA	0
9	FAM148	PAR0056	PAR0007	222.995	0
9	FAM131	PAR0053	PAR0007	224.737	0
9	FAM083	PAR0044	PAR0026	NA	0
9	FAM094	PAR0046	PAR0046	NA	0
9	FAM035	PAR0012	PAR0047	278.571	0
9	FAM151	PAR0056	PAR0056	NA	0
9	FAM110	PAR0049	PAR0055	369.165	0
9	FAM150	PAR0056	PAR0009	205.277	0
9	FAM073	PAR0038	PAR0048	NA	0
9	FAM121	PAR0051	PAR0061	212.597	0
9	FAM122	PAR0052	PAR0003	NA	0
9	FAM104	PAR0047	PAR0061	228.449	0
9	FAM152	PAR0056	PAR0059	170.256	0
9	FAM157	PAR0059	PAR0002	NA	0
9	C30	C30	C30	150.563	1
9	FAM069	PAR0037	PAR0037	NA	0
9	FAM012	PAR0002	PAR0028	180.608	0
9	FAM166	PAR0059	PAR0061	252.212	0
9	FAM133	PAR0053	PAR0009	187.066	0
9	FAM129	PAR0052	PAR0047	186.797	0
9	FAM115	PAR0051	PAR0004	NA	0
9	FAM021	PAR0004	PAR0020	274.909	0
9	FAM017	PAR0006	PAR0003	213.612	0
9	FAM066	PAR0049	PAR0036	NA	0
9	FAM056	PAR0033	PAR0033	NA	0
9	FAM023	PAR0004	PAR0027	216.134	0
9	FAM120	PAR0051	PAR0051	NA	0
9	FAM036	PAR0013	PAR0021	105.44	0
9	FAM025	PAR0006	PAR0006	NA	0
9	FAM011	PAR0002	PAR0021	170.088	0
9	FAM068	PAR0036	PAR0060	NA	0
9	FAM149	PAR0056	PAR0008	173.826	0
9	FAM138	PAR0053	PAR0061	222.243	0
9	FAM060	PAR0034	PAR0037	NA	0
9	FAM154	PAR0058	PAR0004	311.73	0
9	FAM001	PAR0025	PAR0021	146.382	0
9	FAM103	PAR0060	PAR0047	NA	0
9	FAM046	PAR0031	PAR0029	127.69	0
9	FAM117	PAR0051	PAR0013	159.529	0
9	FAM057	PAR0035	PAR0033	NA	0
9	FAM152	PAR0059	PAR0056	NA	0
9	FAM142	PAR0054	PAR0021	131.673	0
9	FAM095	PAR0046	PAR0058	297.004	0
9	FAM126	PAR0052	PAR0023	221.671	0
9	FAM010	PAR0002	PAR0009	NA	0
9	FAM140	PAR0054	PAR0008	335.15	0
9	FAM032	PAR0009	PAR0061	195.674	0
9	FAM127	PAR0052	PAR0026	151.223	0
9	FAM005	PAR0001	PAR0004	105.55	0
9	FAM124	PAR0052	PAR0006	192.11	0
9	FAM076	PAR0039	PAR0027	186.401	0
9	FAM017	PAR0003	PAR0006	189.179	0
9	FAM106	PAR0048	PAR0057	NA	0
9	FAM015	PAR0002	PAR0050	NA	0
9	FAM043	PAR0024	PAR0053	227.09	0
9	FAM098	PAR0047	PAR0006	NA	0
9	FAM141	PAR0054	PAR0009	NA	0
9	FAM171	PAR0064	PAR0014	184.229	0
9	FAM153	PAR0058	PAR0001	351.019	0
9	FAM074	PAR0038	PAR0050	NA	0
9	FAM024	PAR0004	PAR0061	245.819	0
9	FAM173	PAR0064	PAR0051	297.069	0
9	FAM100	PAR0047	PAR0023	184.294	0
9	FAM065	PAR0036	PAR0047	NA	0
9	FAM051	PAR0031	PAR0061	NA	0
9	FAM070	PAR0037	PAR0040	279.248	0
9	FAM053	PAR0032	PAR0032	NA	0
9	FAM014	PAR0002	PAR0048	279.468	0
9	FAM052	PAR0032	PAR0018	NA	0
9	FAM063	PAR0035	PAR0029	NA	0
9	FAM050	PAR0032	PAR0031	194.779	0
9	FAM111	PAR0049	PAR0060	NA	0
9	FAM067	PAR0036	PAR0055	261.3	0
9	FAM123	PAR0052	PAR0005	212.453	0
9	FAM059	PAR0034	PAR0034	NA	0
9	FAM060	PAR0037	PAR0034	238.588	0
9	FAM080	PAR0044	PAR0003	NA	0
9	FAM062	PAR0034	PAR0061	NA	0
9	FAM155	PAR0058	PAR0051	233.545	0
9	C20	C20	C20	NA	1
9	FAM091	PAR0046	PAR0004	302.041	0
9	FAM016	PAR0002	PAR0057	NA	0
9	FAM061	PAR0034	PAR0040	188.762	0
9	FAM003	PAR0044	PAR0047	107.861	0
9	FAM045	PAR0025	PAR0052	NA	0
9	FAM013	PAR0002	PAR0038	219.405	0
9	FAM086	PAR0045	PAR0020	162.012	0
9	FAM020	PAR0003	PAR0026	NA	0
9	FAM139	PAR0054	PAR0007	324.639	0
9	FAM048	PAR0031	PAR0018	NA	0
9	C40	C40	C40	NA	1
9	FAM058	PAR0033	PAR0061	192.11	0
9	FAM101	PAR0047	PAR0026	191.011	0
9	FAM125	PAR0052	PAR0022	249.379	0
9	FAM107	PAR0049	PAR0005	327.883	0
9	FAM161	PAR0059	PAR0021	NA	0
9	FAM145	PAR0054	PAR0061	164.866	0
9	FAM135	PAR0053	PAR0025	NA	0
9	FAM136	PAR0053	PAR0054	260.38	0
9	FAM163	PAR0059	PAR0041	NA	0
9	FAM028	PAR0007	PAR0025	137.917	0
9	FAM089	PAR0045	PAR0058	179.508	0
9	FAM099	PAR0047	PAR0022	275.599	0
9	FAM038	PAR0020	PAR0017	NA	0
9	FAM172	PAR0064	PAR0020	360.357	0
9	FAM004	PAR0001	PAR0001	NA	0
9	FAM134	PAR0053	PAR0021	214.632	0
9	FAM037	PAR0039	PAR0019	NA	0
9	FAM039	PAR0020	PAR0024	221.083	0
9	FAM079	PAR0039	PAR0061	NA	0
9	FAM081	PAR0044	PAR0005	300.352	0
9	FAM113	PAR0050	PAR0057	NA	0
9	FAM072	PAR0038	PAR0038	NA	0
9	FAM008	PAR0001	PAR0027	180.408	0
9	FAM057	PAR0033	PAR0035	313.818	0
9	C2	C2	C2	NA	1
9	FAM082	PAR0044	PAR0006	191.854	0
9	FAM096	PAR0047	PAR0003	NA	0
9	FAM097	PAR0047	PAR0005	326.862	0
9	FAM147	PAR0055	PAR0060	238.216	0
9	FAM114	PAR0051	PAR0001	NA	0
9	FAM167	PAR0060	PAR0060	197.961	0
9	FAM044	PAR0025	PAR0044	197.123	0
9	FAM119	PAR0051	PAR0024	NA	0
9	C4	C4	C4	NA	1
9	FAM005	PAR0004	PAR0001	252.379	0
9	FAM103	PAR0047	PAR0060	186.641	0
9	FAM070	PAR0040	PAR0037	103.527	0
9	FAM085	PAR0045	PAR0004	NA	0
9	FAM088	PAR0045	PAR0051	217.901	0
9	FAM078	PAR0039	PAR0035	163.317	0
9	FAM002	PAR0045	PAR0046	221.671	0
9	FAM041	PAR0026	PAR0022	NA	0
9	FAM128	PAR0052	PAR0044	NA	0
9	FAM055	PAR0032	PAR0061	NA	0
9	FAM018	PAR0003	PAR0022	NA	0
9	FAM071	PAR0037	PAR0061	NA	0
9	FAM001	PAR0021	PAR0025	290.276	0
9	FAM031	PAR0009	PAR0030	287.158	0
9	FAM022	PAR0004	PAR0024	NA	0
9	FAM164	PAR0059	PAR0042	165.526	0
9	FAM006	PAR0001	PAR0020	NA	0
9	FAM066	PAR0036	PAR0049	229.347	0
9	FAM162	PAR0059	PAR0025	NA	0
9	FAM033	PAR0011	PAR0020	206.662	0
9	FAM075	PAR0038	PAR0057	163.97	0
9	FAM113	PAR0057	PAR0050	NA	0
9	FAM143	PAR0054	PAR0056	NA	0
9	FAM092	PAR0046	PAR0020	195.111	0
9	FAM054	PAR0032	PAR0052	288.52	0
9	FAM109	PAR0049	PAR0049	NA	0
9	FAM039	PAR0024	PAR0020	249.023	0
9	FAM027	PAR0006	PAR0023	174.722	0
9	FAM009	PAR0001	PAR0061	267.498	0
9	FAM049	PAR0031	PAR0031	NA	0
9	FAM034	PAR0012	PAR0003	178.014	0
9	FAM084	PAR0045	PAR0001	137.862	0
9	FAM160	PAR0059	PAR0009	270.362	0
9	FAM102	PAR0047	PAR0047	NA	0
9	FAM087	PAR0045	PAR0024	NA	0
9	FAM047	PAR0031	PAR0016	216.5	0
9	C3	C3	C3	NA	1
9	FAM030	PAR0009	PAR0028	202.02	0
9	FAM040	PAR0020	PAR0053	NA	0
9	FAM061	PAR0040	PAR0034	220.085	0
9	FAM093	PAR0046	PAR0024	NA	0
10	FAM078	PAR0039	PAR0035	180.311	0
10	FAM107	PAR0049	PAR0005	287.603	0
10	FAM039	PAR0020	PAR0024	NA	0
10	FAM057	PAR0035	PAR0033	NA	0
10	FAM101	PAR0047	PAR0026	172.111	0
10	FAM152	PAR0056	PAR0059	133.741	0
10	FAM086	PAR0045	PAR0020	NA	0
10	FAM110	PAR0049	PAR0055	244.845	0
10	FAM003	PAR0044	PAR0047	189.877	0
10	FAM146	PAR0055	PAR0047	208.615	0
10	FAM151	PAR0056	PAR0056	NA	0
10	FAM023	PAR0004	PAR0027	243.49	0
10	FAM162	PAR0059	PAR0025	178.543	0
10	C2	C2	C2	NA	1
10	FAM015	PAR0002	PAR0050	NA	0
10	FAM106	PAR0048	PAR0057	216.742	0
10	FAM020	PAR0003	PAR0026	NA	0
10	FAM116	PAR0051	PAR0010	276.114	0
10	FAM068	PAR0036	PAR0060	156.773	0
10	FAM087	PAR0045	PAR0024	NA	0
10	C20	C20	C20	109.27	1
10	FAM055	PAR0032	PAR0061	NA	0
10	FAM145	PAR0054	PAR0061	237.679	0
10	FAM075	PAR0038	PAR0057	NA	0
10	FAM090	PAR0046	PAR0001	221.083	0
10	FAM065	PAR0036	PAR0047	293.367	0
10	FAM083	PAR0044	PAR0026	277.631	0
10	FAM005	PAR0004	PAR0001	NA	0
10	FAM014	PAR0002	PAR0048	NA	0
10	FAM045	PAR0025	PAR0052	NA	0
10	FAM073	PAR0038	PAR0048	186.259	0
10	FAM172	PAR0064	PAR0020	268.622	0
10	FAM092	PAR0046	PAR0020	203.877	0
10	FAM002	PAR0045	PAR0046	NA	0
10	FAM001	PAR0025	PAR0021	164.675	0
10	FAM005	PAR0001	PAR0004	191.011	0
10	FAM103	PAR0047	PAR0060	276.604	0
10	FAM138	PAR0053	PAR0061	218.942	0
10	FAM155	PAR0058	PAR0051	244.845	0
10	FAM011	PAR0002	PAR0021	NA	0
10	FAM059	PAR0034	PAR0034	NA	0
10	FAM050	PAR0031	PAR0032	328.475	0
10	FAM041	PAR0026	PAR0022	NA	0
10	FAM024	PAR0004	PAR0061	NA	0
10	FAM166	PAR0059	PAR0061	NA	0
10	FAM036	PAR0013	PAR0021	168.234	0
10	FAM028	PAR0007	PAR0025	216.794	0
10	FAM128	PAR0052	PAR0044	273.81	0
10	FAM054	PAR0032	PAR0052	211.534	0
10	C10	C10	C10	NA	1
10	C4	C4	C4	237.406	1
10	FAM142	PAR0054	PAR0021	NA	0
10	FAM127	PAR0052	PAR0026	NA	0
10	FAM039	PAR0024	PAR0020	NA	0
10	FAM046	PAR0031	PAR0029	176.733	0
10	FAM129	PAR0052	PAR0047	271.445	0
10	FAM098	PAR0047	PAR0006	175.813	0
10	FAM113	PAR0050	PAR0057	NA	0
10	FAM076	PAR0039	PAR0027	NA	0
10	FAM071	PAR0037	PAR0061	390.854	0
10	FAM074	PAR0038	PAR0050	NA	0
10	FAM063	PAR0035	PAR0029	NA	0
10	FAM037	PAR0039	PAR0019	NA	0
10	FAM159	PAR0059	PAR0008	156.098	0
