IDSORT	Site	Female	Block	HT8	DBH8
1196	HE	9	6	30.6	6
1197	HE	6	6	27.2	5.4
1198	HE	22	6	21.3	3
1199	HE	33	6	23.5	4.2
1200	HE	37	6	26.8	4.3
1201	HE	31	6	NA	NA
1202	HE	35	6	22	3.8
1203	HE	16	6	30	5.1
1204	HE	36	6	29.7	4.9
1205	HE	29	6	34.1	5.5
1206	HE	47	6	28.2	4.7
1207	HE	17	6	NA	NA
1208	HE	4	6	26.7	4
1209	HE	5	6	26.6	4.4
1210	HE	23	6	33.2	5.5
1211	HE	45	6	26.4	3.7
1212	HE	21	6	31.6	5.1
1213	HE	34	6	25.4	5.6
1214	HE	3	6	28.9	5.2
1215	HE	19	6	26.4	3.9
1216	HE	3	6	30.5	4.9
1217	HE	32	6	24.8	4.2
1218	HE	42	6	22.5	2.9
1219	HE	20	6	NA	NA
1220	HE	44	6	NA	NA
1221	HE	7	6	NA	NA
1222	HE	7	6	29.4	5.7
1223	HE	1	6	24.4	4.2
1224	HE	18	6	25	4.9
1225	HE	48	6	27.9	3.7
1226	HE	15	6	28.2	4.6
1227	HE	5	6	31.3	5.9
1228	HE	10	6	26.2	4.9
1229	HE	11	6	28	5.2
1230	HE	12	6	28.5	5
1231	HE	33	6	26.5	4.2
1232	HE	24	6	30.7	5.7
1233	HE	13	6	29.6	5.3
1234	HE	25	6	15.7	3
1235	HE	26	6	23.5	4.8
1236	HE	43	6	23.6	2.9
1237	HE	8	6	NA	NA
1238	HE	2	6	28.8	5.4
1239	HE	30	6	NA	NA
1240	HE	27	6	NA	NA
1241	HE	33	6	26.4	4.9
1242	HE	39	6	21.2	4.1
1243	HE	41	6	31.9	4.5
1244	HE	26	7	28.1	4.9
1245	HE	33	7	27.6	4.2
1246	HE	44	7	31.1	5.3
1247	HE	40	7	24.7	4.7
1248	HE	19	7	27.3	4.7
1249	HE	3	7	21.5	3.3
1250	HE	1	7	22.6	3.7
1251	HE	11	7	29.6	5.6
1252	HE	13	7	28.3	5.4
1253	HE	5	7	24.1	5.3
1254	HE	31	7	28.4	4.3
1255	HE	34	7	29.2	4.9
1256	HE	41	7	24.4	3.4
1257	HE	8	7	NA	NA
1258	HE	23	7	23.4	3.5
1259	HE	21	7	27.2	4.7
1260	HE	4	7	31.1	5.4
1261	HE	39	7	NA	NA
1262	HE	47	7	32.4	6.1
1263	HE	24	7	28.9	4.3
1264	HE	45	7	NA	NA
1265	HE	10	7	25.2	4.1
1266	HE	28	7	29	5.8
1267	HE	2	7	24.4	3.9
1268	HE	12	7	28.7	4.4
1269	HE	3	7	18.9	2.3
1270	HE	20	7	27	3.3
1271	HE	30	7	NA	NA
1272	HE	6	7	30.3	6.1
1273	HE	25	7	NA	NA
1274	HE	42	7	24.6	3.6
1275	HE	48	7	28.8	4.7
1276	HE	35	7	23.9	4.4
1277	HE	37	7	NA	NA
1278	HE	9	7	31.3	5.6
1279	HE	16	7	NA	NA
1280	HE	18	7	NA	NA
1281	HE	32	7	28.5	4.7
1282	HE	36	7	31.1	5.3
1283	HE	7	7	29.3	5.5
1284	HE	29	7	29	4.4
1285	HE	38	7	NA	NA
1286	HE	43	7	28.8	5.5
1287	HE	15	7	26.7	4
1288	HE	22	7	NA	NA
1289	HE	27	7	NA	NA
1290	HE	17	7	22.3	3
1291	HE	28	8	28.8	5.1
1292	HE	5	8	24.5	2.7
1293	HE	43	8	NA	NA
1294	HE	12	8	NA	NA
1295	HE	16	8	31.4	5.2
1296	HE	47	8	30.6	5.5
1297	HE	23	8	NA	NA
1298	HE	3	8	23.9	2.8
1299	HE	39	8	28.1	5.2
1300	HE	15	8	27.6	4.5
1301	HE	7	8	29.1	4.8
1302	HE	2	8	26.8	4.3
1303	HE	41	8	24.5	4.1
1304	HE	14	8	24.5	4
1305	HE	10	8	27	4.9
1306	HE	11	8	28.6	5
1307	HE	30	8	28.6	5.3
1308	HE	26	8	24.5	3.6
1309	HE	40	8	33.4	5.8
1310	HE	18	8	22	3.9
1311	HE	8	8	NA	NA
1312	HE	27	8	19.2	2.3
1313	HE	29	8	25.6	4.6
1314	HE	48	8	34.2	7.8
1315	HE	13	8	30.7	5
1316	HE	22	8	27.4	4
1317	HE	1	8	27.1	3.8
1318	HE	32	8	28.7	4.7
1319	HE	42	8	25.6	5.2
1320	HE	25	8	27.9	5
1321	HE	34	8	31.4	6.4
1322	HE	4	8	NA	NA
1323	HE	19	8	30.2	5
1324	HE	31	8	29.4	4.3
1325	HE	45	8	34.6	6.6
1326	HE	9	8	30.8	4.6
1327	HE	21	8	32.6	5.2
1328	HE	20	8	27.6	4.5
1329	HE	17	8	28.4	4.9
1330	HE	35	8	24	4
1331	HE	6	8	NA	NA
1332	HE	33	8	29.2	5.9
1333	HE	24	8	28.6	4.9
1334	HE	44	8	NA	NA
1335	HE	45	9	25.9	4.8
1336	HE	25	9	27.5	5.3
1337	HE	18	9	23.9	3.7
1338	HE	34	9	25.7	4.2
1339	HE	34	9	NA	NA
1340	HE	35	9	25.2	4.7
1341	HE	33	9	23.4	4.2
1342	HE	12	9	27.4	5.2
1343	HE	5	9	26.2	5
1344	HE	7	9	32.9	6.1
1345	HE	36	9	27.2	4.7
1346	HE	17	9	30.7	4.5
1347	HE	47	9	NA	NA
1348	HE	6	9	24.3	3.9
1349	HE	2	9	NA	NA
1350	HE	9	9	30.1	4.9
1351	HE	11	9	NA	NA
1352	HE	14	9	30.8	5.6
1353	HE	27	9	27.3	4.4
1354	HE	44	9	29.7	5.7
1355	HE	21	9	NA	NA
1356	HE	40	9	NA	NA
1357	HE	29	9	34.4	6.3
1358	HE	30	9	NA	NA
1359	HE	29	9	27	4.9
1360	HE	43	9	NA	NA
1361	HE	13	9	NA	NA
1362	HE	39	9	28.4	5.3
1363	HE	16	9	NA	NA
1364	HE	15	9	31	5
1365	HE	42	9	NA	NA
1366	HE	41	9	NA	NA
1367	HE	23	9	NA	NA
1368	HE	19	9	33.3	6
1369	HE	26	9	25.1	4.6
1370	HE	20	9	29.2	4.7
1371	HE	1	9	31.9	5.6
1372	HE	37	9	29	5.5
1373	HE	31	9	32	6.2
1374	HE	8	9	28.3	4.5
1375	HE	3	9	27.1	4.4
1376	HE	28	9	32.3	5.9
1377	HE	10	9	22.9	4.3
1378	HE	22	9	NA	NA
1379	HE	4	9	NA	NA
1380	HE	32	9	18.3	2.2
1381	HE	48	9	NA	NA
1382	HE	10	10	NA	NA
1383	HE	48	10	29.9	5.5
1384	HE	11	10	30.9	5.6
1385	HE	43	10	31.4	5.1
1386	HE	29	10	29.5	4.7
1387	HE	34	10	30	4.9
1388	HE	8	10	28.9	6
1389	HE	16	10	30.5	4.8
1390	HE	13	10	32.4	5.7
1391	HE	19	10	NA	NA
1392	HE	17	10	31.2	5
1393	HE	7	10	NA	NA
1394	HE	31	10	30.1	5.1
1395	HE	24	10	31.1	4.9
1396	HE	20	10	NA	NA
1397	HE	1	10	NA	NA
1398	HE	23	10	27.7	5.3
1399	HE	27	10	NA	NA
1400	HE	26	10	31.5	5.2
1401	HE	44	10	25.4	4.1
1402	HE	22	10	NA	NA
1403	HE	5	10	30.1	5.4
1404	HE	37	10	26.2	4.3
1405	HE	28	10	30.9	4.6
1406	HE	12	10	NA	NA
1407	HE	15	10	28.3	4.3
1408	HE	2	10	29.8	6.1
1409	HE	41	10	25.9	4.2
1410	HE	47	10	27.6	4.3
1411	HE	43	10	27.7	4.2
1412	HE	9	10	30.8	4.6
1413	HE	32	10	27.7	5.5
1414	HE	39	10	NA	NA
1415	HE	4	10	32.5	5.9
1416	HE	33	10	32.1	6.4
1417	HE	25	10	NA	NA
1418	HE	3	10	29	5.2
1419	HE	40	10	NA	NA
1420	HE	38	10	23.8	3.3
1421	HE	6	10	29.3	5.7
1422	HE	36	10	27.1	4.1
1423	HE	35	10	NA	NA
1424	HE	18	10	25	3.9
1425	HE	45	10	32.3	5.9
1426	HE	42	10	27.8	5.4
1427	HE	30	10	NA	NA
1428	HE	34	11	27	4.8
1429	HE	30	11	31.1	5.4
1430	HE	42	11	33.7	5.4
1431	HE	25	11	27.1	5
1432	HE	37	11	26.9	4.7
1433	HE	13	11	31	5.5
1434	HE	19	11	28.4	5
1435	HE	3	11	32.7	5.5
1436	HE	28	11	30	5.8
1437	HE	18	11	NA	NA
1438	HE	7	11	28.6	5.2
1439	HE	33	11	27.2	4.6
1440	HE	36	11	NA	NA
1441	HE	41	11	NA	NA
1442	HE	8	11	NA	NA
1443	HE	39	11	27.4	5.3
1444	HE	23	11	26.9	5.2
1445	HE	24	11	31.9	5.6
1446	HE	35	11	21.5	4
1447	HE	9	11	30.8	5.9
1448	HE	5	11	30.6	5.5
1449	HE	6	11	31	5.2
1450	HE	26	11	NA	NA
1451	HE	43	11	30.4	5
1452	HE	2	11	24.8	4.6
1453	HE	32	11	26.7	4.4
1454	HE	31	11	32.7	5.5
1455	HE	44	11	31.7	5.8
1456	HE	17	11	30.7	4.8
1457	HE	12	11	29.6	4.4
1458	HE	2	11	30.6	5.6
1459	HE	21	11	NA	NA
1460	HE	40	11	27.7	5
1461	HE	15	11	26.4	4.1
1462	HE	4	11	NA	NA
1463	HE	16	11	34.2	5.8
1464	HE	11	11	31.1	5.2
1465	HE	20	11	29.9	4.7
1466	HE	29	11	28.6	4.2
1467	HE	48	11	NA	NA
1468	HE	10	11	23.7	4
1469	HE	1	11	29.6	5.3
1470	HE	27	11	NA	NA
1471	HE	47	11	28.7	4.8
1472	HE	45	11	35.9	6.7
1473	HE	22	11	NA	NA
1474	HE	26	12	17.7	1.7
1475	HE	6	12	30.3	5.6
1476	HE	30	12	33	6.3
1477	HE	20	12	33.9	6.7
1478	HE	7	12	33.2	5.8
1479	HE	43	12	29	5.2
1480	HE	23	12	29.8	5.4
1481	HE	44	12	29.8	4.8
1482	HE	1	12	29.1	4.4
1483	HE	13	12	25.4	4.5
1484	HE	21	12	NA	NA
1485	HE	28	12	31	5.5
1486	HE	11	12	20.8	2.5
1487	HE	34	12	33.1	5.7
1488	HE	10	12	26.9	4.5
1489	HE	31	12	33.9	5.6
1490	HE	35	12	28.6	5.1
1491	HE	48	12	30.1	5.2
1492	HE	47	12	NA	NA
1493	HE	31	12	26	4.3
1494	HE	33	12	29	5.9
1495	HE	45	12	29.3	4.7
1496	HE	27	12	NA	NA
1497	HE	29	12	29.8	6.4
1498	HE	41	12	33	5.8
1499	HE	17	12	33.7	6.3
1500	HE	36	12	NA	NA
1501	HE	18	12	NA	NA
1502	HE	8	12	26.6	4.4
1503	HE	42	12	34.8	7.4
1504	HE	3	12	28.9	5.2
1505	HE	9	12	32.8	6.1
1506	HE	15	12	31.5	5.5
1507	HE	19	12	30.1	5.3
1508	HE	22	12	NA	NA
1509	HE	40	12	29	5.9
1510	HE	12	12	27.7	4.4
1511	HE	28	12	28.5	5.1
1512	HE	5	12	30.9	5.6
1513	HE	4	12	24.9	4.7
1514	HE	32	12	29.3	5
1515	HE	37	12	21.9	3.8
1516	HE	2	12	NA	NA
1517	HE	16	12	32.1	5.3
1518	HE	39	12	26.5	4.2
1519	HE	25	12	NA	NA
1520	HE	28	13	21.4	3.2
1521	HE	7	13	31.4	5.6
1522	HE	23	13	29.2	4.6
1523	HE	31	13	26.8	4.3
1524	HE	2	13	27.6	4.1
1525	HE	17	13	NA	NA
1526	HE	19	13	32.7	5.4
1527	HE	29	13	27.7	3.9
1528	HE	21	13	30.2	4.4
1529	HE	48	13	NA	NA
1530	HE	24	13	30.1	5.4
1531	HE	36	13	NA	NA
1532	HE	22	13	NA	NA
1533	HE	47	13	29.3	5.6
1534	HE	40	13	NA	NA
1535	HE	4	13	29	4.8
1536	HE	9	13	32	6
1537	HE	41	13	24.9	3.8
1538	HE	39	13	25.3	4.5
1539	HE	45	13	30.7	5.7
1540	HE	33	13	25.3	3.3
1541	HE	7	13	23.8	3.8
1542	HE	18	13	24.3	3.8
1543	HE	27	13	30.4	5.5
1544	HE	35	13	20.9	3
1545	HE	34	13	29.3	5.2
1546	HE	10	13	29.9	4.8
1547	HE	11	13	18.9	3.3
1548	HE	12	13	28.1	4.8
1549	HE	20	13	30.8	4.9
1550	HE	6	13	NA	NA
1551	HE	38	13	26.4	5.2
1552	HE	25	13	24.8	3.7
1553	HE	3	13	29	4.9
1554	HE	42	13	29.9	5.3
1555	HE	43	13	30.5	5.7
1556	HE	37	13	34.1	5.8
1557	HE	15	13	35.3	6
1558	HE	44	13	23.4	3.5
1559	HE	32	13	NA	NA
1560	HE	30	13	32	5.7
1561	HE	5	13	28.9	6.3
1562	HE	26	13	28.4	4.7
1563	HE	16	13	NA	NA
1564	HE	1	13	24.3	4.6
1565	HE	8	13	23.5	3.5
1566	HE	13	13	31.5	5.3
1567	HE	37	14	NA	NA
1568	HE	36	14	NA	NA
1569	HE	6	14	32.4	6.1
1570	HE	44	14	31.5	5.6
1571	HE	43	14	31	4.9
1572	HE	19	14	24.4	3.2
1573	HE	2	14	NA	NA
1574	HE	48	14	24	3.3
1575	HE	5	14	NA	NA
1576	HE	33	14	26	3.8
1577	HE	21	14	NA	NA
1578	HE	16	14	28.8	5
1579	HE	12	14	26.9	4.5
1580	HE	26	14	28.3	5.7
1581	HE	41	14	34	5.3
1582	HE	28	14	25.9	5.6
1583	HE	25	14	NA	NA
1584	HE	42	14	31.1	5.7
1585	HE	32	14	NA	NA
1586	HE	35	14	29.2	4.3
1587	HE	29	14	26.5	4.2
1588	HE	3	14	30.3	6.3
1589	HE	22	14	18.5	2.5
1590	HE	27	14	31.2	4.9
1591	HE	39	14	31.3	5
1592	HE	1	14	NA	NA
1593	HE	7	14	28.1	4.1
1594	HE	11	14	26.9	4.1
1595	HE	34	14	27.3	4.9
1596	HE	7	14	28.2	5
1597	HE	23	14	27.2	4.4
1598	HE	13	14	28.3	4.7
1599	HE	18	14	NA	NA
1600	HE	9	14	28.7	5
1601	HE	40	14	30.2	5.7
1602	HE	45	14	33.6	5.6
1603	HE	47	14	27.8	4.9
1604	HE	4	14	29.3	5.5
1605	HE	10	14	25.4	5.3
1606	HE	20	14	NA	NA
1607	HE	30	14	28.3	4.8
1608	HE	17	14	19.7	3
1609	HE	31	14	27.9	5.8
1610	HE	15	14	28.6	4.5
1611	HE	47	14	30.9	5.1
1612	HE	37	15	23.9	4.3
1613	HE	44	15	30	5.9
1614	HE	12	15	34.1	5.9
1615	HE	11	15	30.1	4.4
1616	HE	6	15	30	4.4
1617	HE	12	15	25	4.8
1618	HE	25	15	34.1	6.5
1619	HE	5	15	NA	NA
1620	HE	3	15	25.7	4.3
1621	HE	18	15	NA	NA
1622	HE	2	15	29.3	5.8
1623	HE	47	15	31.2	4.8
1624	HE	32	15	25.3	4.4
1625	HE	27	15	21.1	3.7
1626	HE	48	15	28.7	5.4
1627	HE	24	15	30.7	4.6
1628	HE	16	15	26.6	4.3
1629	HE	4	15	NA	NA
1630	HE	31	15	30.4	5.1
1631	HE	9	15	NA	NA
1632	HE	8	15	32	6
1633	HE	28	15	29.4	6.3
1634	HE	43	15	NA	NA
1635	HE	10	15	26.8	4.5
1636	HE	41	15	23.7	3.7
1637	HE	39	15	25.6	4.1
1638	HE	22	15	NA	NA
1639	HE	17	15	35.8	5.5
1640	HE	30	15	NA	NA
1641	HE	1	15	NA	NA
1642	HE	33	15	29.1	5.3
1643	HE	19	15	25.8	3.9
1644	HE	45	15	NA	NA
1645	HE	20	15	30.4	5
1646	HE	13	15	34.2	5.6
1647	HE	26	15	NA	NA
1648	HE	29	15	NA	NA
1649	HE	40	15	32	4.8
1650	HE	42	15	28.3	4.9
1651	HE	23	15	NA	NA
1652	HE	14	15	NA	NA
1653	HE	7	15	30.8	4.4
1654	HE	36	15	22.8	3.8
1655	HE	15	15	30	4.6
1656	HE	21	15	33.7	5.4
1657	HE	34	15	28.4	5
1658	HE	39	15	NA	NA
1659	HE	35	15	28	4.7
1660	HE	34	16	27.4	4.2
1661	HE	36	16	26.3	5.2
1662	HE	26	16	29.1	4.6
1663	HE	29	16	30.3	5.5
1664	HE	13	16	31.8	5.3
1665	HE	17	16	27.3	4.7
1666	HE	11	16	32.4	5.2
1667	HE	18	16	NA	NA
1668	HE	33	16	27.7	5.3
1669	HE	28	16	31.9	5.5
1670	HE	19	16	26.2	3.7
1671	HE	4	16	26.2	4.1
1672	HE	16	16	NA	NA
1673	HE	30	16	24.6	3.8
1674	HE	32	16	31.4	6.2
1675	HE	27	16	21	3.8
1676	HE	37	16	22.9	3.6
1677	HE	6	16	31	6.5
1678	HE	7	16	NA	NA
1679	HE	41	16	19.1	2.4
1680	HE	2	16	28.3	4
1681	HE	25	16	29.1	4.9
1682	HE	21	16	33.9	5.7
1683	HE	28	16	NA	NA
1684	HE	10	16	22.4	2.9
1685	HE	47	16	35.7	5.8
1686	HE	42	16	NA	NA
1687	HE	39	16	25.4	4.8
1688	HE	22	16	16.7	2.8
1689	HE	1	16	20.6	3.5
1690	HE	45	16	NA	NA
1691	HE	43	16	26.7	4.4
1692	HE	24	16	24.8	4.9
1693	HE	44	16	27.9	3.9
1694	HE	8	16	32.1	5.2
1695	HE	48	16	26.3	5
1696	HE	20	16	25.1	3.8
1697	HE	5	16	NA	NA
1698	HE	9	16	30	4.4
1699	HE	40	16	29.8	5.6
1700	HE	31	16	NA	NA
1701	HE	23	16	NA	NA
1702	HE	3	16	27.8	5.4
1703	HE	15	16	13.6	1.7
1704	HE	35	16	NA	NA
1705	HE	12	16	32.6	5.7
1706	HE	47	17	34.9	5.7
1707	HE	40	17	28.4	4.9
1708	HE	23	17	NA	NA
1709	HE	45	17	32.5	5.3
1710	HE	2	17	30.6	5
1711	HE	27	17	NA	NA
1712	HE	13	17	28.4	4.3
1713	HE	15	17	30.3	5
1714	HE	44	17	NA	NA
1715	HE	48	17	31.7	5.6
1716	HE	24	17	23.7	3
1717	HE	35	17	28.2	4.4
1718	HE	18	17	27.4	5
1719	HE	1	17	22.5	4.5
1720	HE	32	17	34.5	4.8
1721	HE	21	17	28.6	6.6
1722	HE	3	17	32.3	5.9
1723	HE	4	17	24.6	3.7
1724	HE	29	17	26.5	4.3
1725	HE	12	17	28.2	4.7
1726	HE	28	17	27.5	4.9
1727	HE	8	17	26.6	3.9
1728	HE	25	17	29.3	4.9
1729	HE	41	17	26.4	4.6
1730	HE	45	17	35.6	6.1
1731	HE	31	17	29.3	4.8
1732	HE	8	17	35.1	5
1733	HE	6	17	28.9	4.4
1734	HE	9	17	25.5	3.7
1735	HE	34	17	29.4	5
1736	HE	17	17	31.3	5.2
1737	HE	37	17	31.2	5.4
1738	HE	19	17	20.8	3.9
1739	HE	43	17	25.4	4.1
1740	HE	26	17	26.4	5.6
1741	HE	42	17	33	5.1
1742	HE	16	17	29.8	4.9
1743	HE	22	17	NA	NA
1744	HE	36	17	23.9	3.4
1745	HE	39	17	NA	NA
1746	HE	10	17	25.2	4.7
1747	HE	20	17	33.7	5.3
1748	HE	30	17	22.9	3.8
1749	HE	5	17	29.2	5.1
1750	HE	7	17	23.5	3.2
1751	HE	11	17	29.5	4.3
1752	HE	33	17	NA	NA
1753	HE	14	18	26.5	5.4
1754	HE	21	18	32.2	5.3
1755	HE	43	18	NA	NA
1756	HE	7	18	31.3	5.9
1757	HE	30	18	34.6	4.8
1758	HE	13	18	30.5	5.6
1759	HE	6	18	NA	NA
1760	HE	4	18	30.1	4.5
1761	HE	18	18	NA	NA
1762	HE	34	18	28.4	4.7
1763	HE	45	18	28.3	4.7
1764	HE	44	18	30.6	5.5
1765	HE	19	18	27.8	3.8
1766	HE	37	18	28	4.1
1767	HE	2	18	30.3	5
1768	HE	29	18	29.5	6.2
1769	HE	20	18	NA	NA
1770	HE	38	18	23.6	3.8
1771	HE	28	18	29.7	5.2
1772	HE	48	18	29.2	5.3
1773	HE	24	18	27	4.2
1774	HE	32	18	NA	NA
1775	HE	22	18	24.1	3.6
1776	HE	26	18	NA	NA
1777	HE	9	18	28.4	5.3
1778	HE	47	18	30.7	5.5
1779	HE	23	18	31.4	5.6
1780	HE	27	18	NA	NA
1781	HE	15	18	NA	NA
1782	HE	40	18	NA	NA
1783	HE	15	18	32.7	5.5
1784	HE	5	18	28.2	5
1785	HE	25	18	34.4	5.5
1786	HE	35	18	25.7	3.9
1787	HE	10	18	32.1	5.9
1788	HE	41	18	NA	NA
1789	HE	39	18	NA	NA
1790	HE	12	18	30.3	5.6
1791	HE	8	18	NA	NA
1792	HE	3	18	28.7	5.3
1793	HE	31	18	29.3	5.4
1794	HE	1	18	NA	NA
1795	HE	31	18	28.8	4.3
1796	HE	17	18	NA	NA
1797	HE	33	18	28.9	4.8
1798	HE	11	18	26.5	4.5
1799	HE	36	18	NA	NA
1800	HE	16	18	32	6.2
1801	HE	42	18	27.7	4.7
1802	HE	7	19	29.7	5.9
1803	HE	2	19	NA	NA
1804	HE	11	19	28.4	5.9
1805	HE	14	19	31.1	5.8
1806	HE	15	19	28.4	5.1
1807	HE	5	19	24.4	4.8
1808	HE	29	19	24.1	3.6
1809	HE	30	19	28.7	5.2
1810	HE	41	19	23.8	4.2
1811	HE	16	19	28	4.1
1812	HE	18	19	27	4.6
1813	HE	43	19	29.7	4.9
1814	HE	21	19	31.3	5.6
1815	HE	48	19	NA	NA
1816	HE	13	19	26.8	5.1
1817	HE	23	19	NA	NA
1818	HE	45	19	34.6	6.1
1819	HE	39	19	31.7	5.3
1820	HE	10	19	NA	NA
1821	HE	31	19	28	4.5
1822	HE	19	19	29.4	4.9
1823	HE	36	19	24.3	3.9
1824	HE	26	19	30	4.2
1825	HE	40	19	25.2	4.6
1826	HE	35	19	22.6	3.5
1827	HE	24	19	25.2	3.7
1828	HE	33	19	28.3	4.4
1829	HE	1	19	NA	NA
1830	HE	12	19	30.9	6.3
1831	HE	6	19	NA	NA
1832	HE	4	19	32.1	4.8
1833	HE	32	19	25.3	3.9
1834	HE	8	19	NA	NA
1835	HE	9	19	NA	NA
1836	HE	22	19	NA	NA
1837	HE	20	19	NA	NA
1838	HE	28	19	26.9	3.8
1839	HE	17	19	29.1	4.4
1840	HE	27	19	26.4	4.6
1841	HE	47	19	27.8	4.7
1842	HE	25	19	27.1	5.4
1843	HE	42	19	25.8	4.7
1844	HE	42	19	31	5.8
1845	HE	44	19	29.4	5.6
1846	HE	34	19	NA	NA
1847	HE	37	19	NA	NA
1848	HE	3	19	33.5	6.1
1849	HE	31	20	30.4	5.6
1850	HE	41	20	30.8	5.3
1851	HE	10	20	NA	NA
1852	HE	19	20	33.5	7.5
1853	HE	48	20	31.1	5
1854	HE	22	20	NA	NA
1855	HE	13	20	31.5	6.3
1856	HE	17	20	NA	NA
1857	HE	27	20	30.5	5.1
1858	HE	30	20	29.4	5.9
1859	HE	16	20	30.5	5.6
1860	HE	20	20	34	5.7
1861	HE	21	20	28.3	3.4
1862	HE	39	20	NA	NA
1863	HE	47	20	27	4.9
1864	HE	34	20	NA	NA
1865	HE	40	20	30.9	5.6
1866	HE	15	20	30.9	5.8
1867	HE	7	20	26.3	5.4
1868	HE	1	20	29.5	5
1869	HE	5	20	31.9	6
1870	HE	25	20	30.4	6
1871	HE	26	20	30.7	5.8
1872	HE	4	20	30.2	5.2
1873	HE	32	20	25.8	6.3
1874	HE	43	20	28.4	5.9
1875	HE	14	20	NA	NA
1876	HE	44	20	31.8	5.6
1877	HE	38	20	32.8	6.4
1878	HE	33	20	34.4	6.4
1879	HE	36	20	16.4	2.3
1880	HE	24	20	36.9	6.7
1881	HE	2	20	29.4	4.7
1882	HE	37	20	27.4	4.5
1883	HE	9	20	35.1	6.6
1884	HE	11	20	33	4.7
1885	HE	3	20	NA	NA
1886	HE	45	20	NA	NA
1887	HE	42	20	NA	NA
1888	HE	23	20	32.2	6
1889	HE	18	20	24.8	4.2
1890	HE	28	20	29	4.3
1891	HE	12	20	32.2	6
1892	HE	35	20	27.5	4.2
1893	HE	8	20	29.5	4.4
1894	HE	6	20	30.8	5.8
1895	HE	29	20	28.7	5.2
1896	IE	31	1	36.8	6.1
1897	IE	16	1	32.1	5.7
1898	IE	36	1	33.6	5.2
1899	IE	19	1	NA	NA
1900	IE	47	1	33.2	5.6
1901	IE	8	1	32.6	4.9
1902	IE	13	1	28.5	4.4
1903	IE	4	1	28.7	4.1
1904	IE	39	1	32.7	5.5
1905	IE	33	1	30	4.4
1906	IE	25	1	24	3.5
1907	IE	7	1	NA	NA
1908	IE	11	1	33.1	5.2
1909	IE	22	1	18.2	2.5
1910	IE	42	1	33.4	5.8
1911	IE	30	1	NA	NA
1912	IE	11	1	NA	NA
1913	IE	5	1	29.8	4.7
1914	IE	14	1	32.3	5.1
1915	IE	28	1	29.8	5.6
1916	IE	10	1	NA	NA
1917	IE	48	1	NA	NA
1918	IE	12	1	30.4	4.4
1919	IE	11	1	35.1	5.9
1920	IE	1	1	32.5	5.4
1921	IE	40	1	NA	NA
1922	IE	15	1	NA	NA
1923	IE	44	1	33.5	5.5
1924	IE	34	1	32.9	5.2
1925	IE	29	1	NA	NA
1926	IE	43	1	34.1	6.2
1927	IE	21	1	32.2	5.1
1928	IE	35	1	31	5.4
1929	IE	26	1	36	6.1
1930	IE	6	1	34.5	6
1931	IE	37	1	NA	NA
1932	IE	18	1	32.4	5.3
1933	IE	45	1	37.1	6.2
1934	IE	17	1	NA	NA
1935	IE	41	1	32.9	4.4
1936	IE	20	1	36.2	5.2
1937	IE	3	1	35	6.1
1938	IE	27	1	35.5	5.3
1939	IE	23	1	33.6	7.3
1940	IE	2	1	30.3	4.7
1941	IE	9	1	NA	NA
1942	IE	24	1	30.1	4.1
1943	IE	32	1	NA	NA
1944	IE	36	2	39.7	5.7
1945	IE	25	2	34.4	5.5
1946	IE	11	2	31.3	4.9
1947	IE	6	2	29.4	5.3
1948	IE	2	2	30.8	4.9
1949	IE	30	2	NA	NA
1950	IE	4	2	NA	NA
1951	IE	12	2	35.3	7
1952	IE	24	2	32.5	5
1953	IE	19	2	33.2	6.2
1954	IE	44	2	32.5	6.3
1955	IE	23	2	NA	NA
1956	IE	10	2	39.1	6.6
1957	IE	43	2	22.8	4.7
1958	IE	1	2	NA	NA
1959	IE	9	2	34.8	6.1
1960	IE	30	2	NA	NA
1961	IE	34	2	31.7	6
1962	IE	39	2	33.4	5.9
1963	IE	17	2	30	4.7
1964	IE	35	2	25.1	3.4
1965	IE	37	2	33.4	5.6
1966	IE	15	2	29.7	3.9
1967	IE	45	2	NA	NA
1968	IE	41	2	31.5	6
1969	IE	31	2	33.8	5.4
1970	IE	38	2	35.6	7.3
1971	IE	27	2	32.8	5.7
1972	IE	34	2	36.5	6.5
1973	IE	28	2	27.1	5.2
1974	IE	13	2	30.3	4.6
1975	IE	18	2	NA	NA
1976	IE	8	2	30.6	4.5
1977	IE	7	2	33.8	5.5
1978	IE	29	2	27.4	4.4
1979	IE	32	2	33.7	5.3
1980	IE	14	2	32.3	5.2
1981	IE	20	2	31.1	5.8
1982	IE	5	2	32.2	5.3
1983	IE	48	2	35.7	6
1984	IE	36	2	NA	NA
1985	IE	42	2	NA	NA
1986	IE	47	2	29.6	5.2
1987	IE	3	2	31.9	5.6
1988	IE	16	2	31.7	5.5
1989	IE	22	2	22	3.2
1990	IE	33	2	26	4.7
1991	IE	40	2	32.2	5.7
1992	IE	26	2	NA	NA
1993	IE	34	3	NA	NA
1994	IE	4	3	NA	NA
1995	IE	35	3	28.7	5
1996	IE	15	3	27.8	4.7
1997	IE	36	3	NA	NA
1998	IE	5	3	NA	NA
1999	IE	32	3	30.9	5.3
2000	IE	29	3	31.8	6.6
2001	IE	26	3	29	5
2002	IE	9	3	31.9	5.3
2003	IE	2	3	32.6	5.7
2004	IE	42	3	NA	NA
2005	IE	33	3	32.5	5.4
2006	IE	10	3	35	6.4
