INDIV	FEMALE	MALE
1545	FEM26	0
1546	FEM26	0
1547	FEM26	0
1548	FEM26	0
1549	FEM9	0
1550	FEM9	0
1551	FEM9	0
1552	FEM9	0
1553	FEM9	0
1554	FEM9	0
1555	C2	0
1556	C2	0
1557	C2	0
1558	C2	0
1559	C2	0
1560	C2	0
1561	FEM22	0
1562	FEM22	0
1563	FEM22	0
1564	FEM22	0
1565	FEM22	0
1566	FEM22	0
1567	FEM19	0
1568	FEM19	0
1569	FEM19	0
1570	FEM19	0
1571	FEM19	0
1572	FEM19	0
1573	C3	0
1574	C3	0
1575	C3	0
1576	C3	0
1577	C3	0
1578	C3	0
1579	FEM14	0
1580	FEM14	0
1581	FEM14	0
1582	FEM14	0
1583	FEM14	0
1584	FEM14	0
1585	FEM23	0
1586	FEM23	0
1587	FEM23	0
1588	FEM23	0
1589	FEM23	0
1590	FEM23	0
1591	FEM8	0
1592	FEM8	0
1593	FEM8	0
1594	FEM8	0
1595	FEM8	0
1596	FEM8	0
1597	FEM12	0
1598	FEM12	0
1599	FEM12	0
1600	FEM12	0
1601	FEM12	0
1602	FEM12	0
1603	FEM20	0
1604	FEM20	0
1605	FEM20	0
1606	FEM20	0
1607	FEM20	0
1608	FEM20	0
1609	FEM18	0
1610	FEM18	0
1611	FEM18	0
1612	FEM18	0
1613	FEM18	0
1614	FEM18	0
1615	FEM27	0
1616	FEM27	0
1617	FEM27	0
1618	FEM27	0
1619	FEM27	0
1620	FEM27	0
1621	FEM28	0
1622	FEM28	0
1623	FEM28	0
1624	FEM28	0
1625	FEM28	0
1626	FEM28	0
1627	C1	0
1628	C1	0
1629	C1	0
1630	C1	0
1631	C1	0
1632	C1	0
1633	FEM10	0
1634	FEM10	0
1635	FEM10	0
1636	FEM10	0
1637	FEM10	0
1638	FEM10	0
1639	C1	0
1640	C1	0
1641	C1	0
1642	C1	0
1643	C1	0
1644	C1	0
1645	FEM28	0
1646	FEM28	0
1647	FEM28	0
1648	FEM28	0
1649	FEM28	0
1650	FEM28	0
1651	FEM1	0
1652	FEM1	0
1653	FEM1	0
1654	FEM1	0
1655	FEM1	0
1656	FEM1	0
1657	FEM18	0
1658	FEM18	0
1659	FEM18	0
1660	FEM18	0
1661	FEM18	0
1662	FEM18	0
1663	FEM27	0
1664	FEM27	0
1665	FEM27	0
1666	FEM27	0
1667	FEM27	0
1668	FEM27	0
1669	FEM4	0
1670	FEM4	0
1671	FEM4	0
1672	FEM4	0
1673	FEM4	0
1674	FEM4	0
1675	FEM6	0
1676	FEM6	0
1677	FEM6	0
1678	FEM6	0
1679	FEM6	0
1680	FEM6	0
1681	FEM24	0
1682	FEM24	0
1683	FEM24	0
1684	FEM24	0
1685	FEM24	0
1686	FEM24	0
1687	C3	0
1688	C3	0
1689	C3	0
1690	C3	0
1691	C3	0
1692	C3	0
1693	FEM22	0
1694	FEM22	0
1695	FEM22	0
1696	FEM22	0
1697	FEM22	0
1698	FEM22	0
1699	FEM7	0
1700	FEM7	0
1701	FEM7	0
1702	FEM7	0
1703	FEM7	0
1704	FEM7	0
1705	FEM16	0
1706	FEM16	0
1707	FEM16	0
1708	FEM16	0
1709	FEM16	0
1710	FEM16	0
1711	C2	0
1712	C2	0
1713	C2	0
1714	C2	0
1715	C2	0
1716	C2	0
1717	FEM9	0
1718	FEM9	0
1719	FEM9	0
1720	FEM9	0
1721	FEM9	0
1722	FEM9	0
1723	FEM3	0
1724	FEM3	0
1725	FEM3	0
1726	FEM3	0
1727	FEM3	0
1728	FEM3	0
1729	C1	0
1730	C1	0
1731	C1	0
1732	C1	0
1733	C1	0
1734	C1	0
1735	FEM23	0
1736	FEM23	0
1737	FEM23	0
1738	FEM23	0
1739	FEM23	0
1740	FEM23	0
1741	FEM2	0
1742	FEM2	0
1743	FEM2	0
1744	FEM2	0
1745	FEM2	0
1746	FEM2	0
1747	FEM15	0
1748	FEM15	0
1749	FEM15	0
1750	FEM15	0
1751	FEM15	0
1752	FEM15	0
1753	FEM13	0
1754	FEM13	0
1755	FEM13	0
1756	FEM13	0
1757	FEM13	0
1758	FEM13	0
1759	FEM5	0
1760	FEM5	0
1761	FEM5	0
1762	FEM5	0
1763	FEM5	0
1764	FEM5	0
1765	FEM8	0
1766	FEM8	0
1767	FEM8	0
1768	FEM8	0
1769	FEM8	0
1770	FEM8	0
1771	FEM20	0
1772	FEM20	0
1773	FEM20	0
1774	FEM20	0
1775	FEM20	0
1776	FEM20	0
1777	FEM26	0
1778	FEM26	0
1779	FEM26	0
1780	FEM26	0
1781	FEM26	0
1782	FEM26	0
1783	FEM11	0
1784	FEM11	0
1785	FEM11	0
1786	FEM11	0
1787	FEM11	0
1788	FEM11	0
1789	C2	0
1790	C2	0
1791	C2	0
1792	C2	0
1793	C2	0
1794	C2	0
1795	FEM14	0
1796	FEM14	0
1797	FEM14	0
1798	FEM14	0
1799	FEM14	0
1800	FEM14	0
1801	FEM19	0
1802	FEM19	0
1803	FEM19	0
1804	FEM19	0
1805	FEM19	0
1806	FEM19	0
1807	FEM12	0
1808	FEM12	0
1809	FEM12	0
1810	FEM12	0
1811	FEM12	0
1812	FEM12	0
1813	FEM17	0
1814	FEM17	0
1815	FEM17	0
1816	FEM17	0
1817	FEM17	0
1818	FEM17	0
1819	C3	0
1820	C3	0
1821	C3	0
1822	C3	0
1823	C3	0
1824	C3	0
1825	FEM21	0
1826	FEM21	0
1827	FEM21	0
1828	FEM21	0
1829	FEM21	0
1830	FEM21	0
1831	FEM25	0
1832	FEM25	0
1833	FEM25	0
1834	FEM25	0
1835	FEM25	0
1836	FEM25	0
1837	FEM26	0
1838	FEM26	0
1839	FEM26	0
1840	FEM26	0
1841	FEM26	0
1842	FEM26	0
1843	FEM11	0
1844	FEM11	0
1845	FEM11	0
1846	FEM11	0
1847	FEM11	0
1848	FEM11	0
1849	FEM3	0
1850	FEM3	0
1851	FEM3	0
1852	FEM3	0
1853	FEM3	0
1854	FEM3	0
1855	C3	0
1856	C3	0
1857	C3	0
1858	C3	0
1859	C3	0
1860	C3	0
1861	C1	0
1862	C1	0
1863	C1	0
1864	C1	0
1865	C1	0
1866	C1	0
1867	FEM6	0
1868	FEM6	0
1869	FEM6	0
1870	FEM6	0
1871	FEM6	0
1872	FEM6	0
1873	FEM15	0
1874	FEM15	0
1875	FEM15	0
1876	FEM15	0
1877	FEM15	0
1878	FEM15	0
1879	FEM9	0
1880	FEM9	0
1881	FEM9	0
1882	FEM9	0
1883	FEM9	0
1884	FEM9	0
1885	FEM2	0
1886	FEM2	0
1887	FEM2	0
1888	FEM2	0
1889	FEM2	0
1890	FEM2	0
1891	FEM20	0
1892	FEM20	0
1893	FEM20	0
1894	FEM20	0
1895	FEM20	0
1896	FEM20	0
1897	FEM10	0
1898	FEM10	0
1899	FEM10	0
1900	FEM10	0
1901	FEM10	0
1902	FEM10	0
1903	FEM1	0
1904	FEM1	0
1905	FEM1	0
1906	FEM1	0
1907	FEM1	0
1908	FEM1	0
1909	FEM27	0
1910	FEM27	0
1911	FEM27	0
1912	FEM27	0
1913	FEM27	0
1914	FEM27	0
1915	C1	0
1916	C1	0
1917	C1	0
1918	C1	0
1919	C1	0
1920	C1	0
1921	C3	0
1922	C3	0
1923	C3	0
1924	C3	0
1925	C3	0
1926	C3	0
1927	FEM16	0
1928	FEM16	0
1929	FEM16	0
1930	FEM16	0
1931	FEM16	0
1932	FEM16	0
1933	FEM24	0
1934	FEM24	0
1935	FEM24	0
1936	FEM24	0
1937	FEM24	0
1938	FEM24	0
1939	FEM28	0
1940	FEM28	0
1941	FEM28	0
1942	FEM28	0
1943	FEM28	0
1944	FEM28	0
1945	FEM5	0
1946	FEM5	0
1947	FEM5	0
1948	FEM5	0
1949	FEM5	0
1950	FEM5	0
1951	FEM19	0
1952	FEM19	0
1953	FEM19	0
1954	FEM19	0
1955	FEM19	0
1956	FEM19	0
1957	FEM14	0
1958	FEM14	0
1959	FEM14	0
1960	FEM14	0
1961	FEM14	0
1962	FEM14	0
1963	FEM25	0
1964	FEM25	0
1965	FEM25	0
1966	FEM25	0
1967	FEM25	0
1968	FEM25	0
1969	FEM22	0
1970	FEM22	0
1971	FEM22	0
1972	FEM22	0
1973	FEM22	0
1974	FEM22	0
1975	FEM4	0
1976	FEM4	0
1977	FEM4	0
1978	FEM4	0
1979	FEM4	0
1980	FEM4	0
1981	FEM7	0
1982	FEM7	0
1983	FEM7	0
1984	FEM7	0
1985	FEM7	0
1986	FEM7	0
1987	FEM12	0
1988	FEM12	0
1989	FEM12	0
1990	FEM12	0
1991	FEM12	0
1992	FEM12	0
1993	C2	0
1994	C2	0
1995	C2	0
1996	C2	0
1997	C2	0
1998	C2	0
1999	FEM8	0
2000	FEM8	0
2001	FEM8	0
2002	FEM8	0
2003	FEM8	0
2004	FEM8	0
2005	FEM13	0
2006	FEM13	0
2007	FEM13	0
2008	FEM13	0
2009	FEM13	0
2010	FEM13	0
2011	FEM21	0
2012	FEM21	0
2013	FEM21	0
2014	FEM21	0
2015	FEM21	0
2016	FEM21	0
2017	FEM18	0
2018	FEM18	0
2019	FEM18	0
2020	FEM18	0
2021	FEM18	0
2022	FEM18	0
2023	FEM17	0
2024	FEM17	0
2025	FEM17	0
2026	FEM17	0
2027	FEM17	0
2028	FEM17	0
2029	FEM23	0
2030	FEM23	0
2031	FEM23	0
2032	FEM23	0
2033	FEM23	0
2034	FEM23	0
2035	C2	0
2036	C2	0
2037	C2	0
2038	C2	0
2039	C2	0
2040	C2	0
